D_INTERVIEW,Q165,Q166,Q167,Q168
392070118,2,2,2,2
392070119,1,1,1,1
392070120,1,2,2,2
392070121,-1,-1,-1,-1
392070122,2,2,2,2
392070123,1,-1,-1,-1
392070124,-1,1,2,2
392070125,1,1,1,1
392070126,2,2,2,2
392070127,1,2,2,2
392070128,1,-1,-1,-1
392070129,2,2,2,2
392070130,1,1,1,1
392070131,2,2,2,2
392070132,1,2,2,2
392070133,2,2,2,2
392070134,1,2,2,2
392070135,2,1,2,2
392070136,2,2,2,2
392070137,1,-1,-1,-1
392070138,1,1,1,1
392070139,2,2,2,2
392070140,2,2,2,2
392070141,1,2,2,1
392070142,-1,2,2,2
392070143,-1,-1,-1,-1
392070144,-1,-1,-1,-1
392070145,1,1,1,1
392070146,2,2,2,2
392070147,2,2,2,2
392070148,1,-1,-1,1
392070149,1,1,1,1
392070150,1,1,1,1
392070151,1,1,2,2
392070152,-1,-1,-1,-1
392070153,2,2,2,2
392070154,1,-1,-1,-1
392070155,-1,-1,-1,-1
392070156,-1,-1,-1,-1
392070157,-1,-1,2,2
392070158,1,1,1,1
392070159,1,-1,2,-1
392070160,-1,-1,-1,-1
392070161,2,2,2,2
392070162,-1,-1,-1,-1
392070163,1,1,1,1
392070164,2,2,2,2
392070165,2,-1,-1,-1
392070166,1,2,2,2
392070167,2,1,2,2
392070168,1,2,2,2
392070169,-1,-1,-1,-1
392070170,-1,1,1,1
392070171,-1,-1,-1,-1
392070172,-1,2,2,2
392070173,2,2,2,2
392070174,-2,-2,-2,-2
392070175,1,1,-1,-1
392070176,-1,-1,-1,-1
392070177,2,2,2,2
392070178,2,-1,-1,-1
392070179,1,1,1,1
392070180,2,2,2,2
392070181,-1,2,2,2
392070182,1,1,-1,1
392070183,-1,2,2,2
392070184,-1,1,-1,-1
392070185,1,1,2,2
392070186,-1,1,1,1
392070187,-1,-1,-1,-1
392070188,2,-1,-1,-1
392070189,1,1,1,1
392070190,2,2,2,2
392070191,1,1,-1,-1
392070192,1,2,2,2
392070193,2,2,2,2
392070194,1,1,2,2
392070195,1,1,2,2
392070196,1,2,2,2
392070197,1,1,1,1
392070198,-1,2,2,2
392070199,2,2,2,2
392070200,-1,2,2,2
392070201,2,2,2,2
392070202,2,2,2,2
392070203,2,2,2,2
392070204,-1,-1,-1,-1
392070205,2,2,2,2
392070206,1,-1,-1,1
392070207,2,1,-1,-1
392070208,1,1,2,2
392070209,2,-1,2,2
392070210,1,2,2,2
392070211,2,2,2,2
392070212,2,-1,2,2
392070213,1,-1,-1,-1
392070214,-1,-1,-1,-1
392070215,-1,-1,-1,-1
392070216,2,2,2,2
392070217,-1,1,-1,-1
392070218,-1,-1,-1,-1
392070219,2,2,2,2
392070220,1,-1,-1,-1
392070221,-1,-1,-1,-1
392070222,2,2,2,2
392070223,1,1,2,2
392070224,2,2,2,1
392070225,-1,-1,-1,-1
392070226,-1,-1,-1,-1
392070227,1,1,1,1
392070228,1,-1,-1,-1
392070229,1,2,2,2
392070230,2,2,2,2
392070231,1,2,2,2
392070232,-1,-1,-1,-1
392070233,1,1,2,1
392070234,2,2,2,2
392070235,1,1,1,1
392070236,1,-1,-1,1
392070237,1,1,2,2
392070238,-1,-1,-1,-1
392070239,2,2,2,2
392070240,-1,-1,-1,-1
392070241,2,2,2,2
392070242,2,2,2,2
392070243,2,2,2,2
392070244,-1,1,-1,-1
392070245,1,-1,2,-1
392070246,2,-1,2,2
392070247,1,1,-1,-1
392070248,1,1,2,2
392070249,2,2,2,2
392070250,2,-1,-1,-1
392070251,2,2,2,2
392070252,2,2,2,2
392070253,2,-1,2,1
392070254,2,2,2,2
392070255,1,-1,-1,-1
392070256,2,2,2,2
392070257,-1,2,2,2
392070258,2,-1,2,2
392070259,1,2,2,2
392070260,-1,2,2,1
392070261,1,1,1,1
392070262,2,2,2,2
392070263,2,1,2,2
392070264,-1,1,2,1
392070265,1,-1,-1,-1
392070266,-1,-1,-1,-1
392070267,2,2,2,2
392070268,1,1,1,1
392070269,1,1,1,1
392070270,1,1,1,1
392070271,-1,-1,-1,-1
392070272,-1,-1,-1,-1
392070273,-1,-1,-1,-1
392070274,1,2,2,2
392070275,-1,-1,-1,-1
392070276,2,2,2,2
392070277,1,2,2,2
392070278,-1,-1,-1,-1
392070279,1,1,1,1
392070280,2,2,2,2
392070281,1,-1,-1,-1
392070282,1,1,1,1
392070283,-1,-1,-1,-1
392070284,2,2,2,2
392070285,2,2,2,2
392070286,2,2,2,2
392070287,-1,-1,-1,-1
392070288,2,2,2,2
392070289,2,-1,2,2
392070290,-1,2,2,2
392070291,2,2,2,2
392070292,2,2,2,2
392070293,-1,2,2,2
392070294,1,-1,2,1
392070295,1,-1,-1,1
392070296,2,2,2,2
392070297,-1,-1,-1,-1
392070298,2,-1,2,-1
392070299,-1,-1,-1,-1
392070300,2,2,2,2
392070301,1,1,1,1
392070302,2,2,2,2
392070303,1,-1,-1,-1
392070304,1,-1,-1,1
392070305,2,2,2,2
392070306,1,1,1,1
392070307,-1,-1,2,-1
392070308,-1,-1,-1,-1
392070309,1,1,-1,-1
392070310,1,1,1,1
392070311,1,1,-1,-1
392070312,-1,-1,-1,-1
392070313,-1,-1,-1,-1
392070314,1,1,1,1
392070315,-1,-1,-1,-1
392070316,1,2,2,2
392070317,2,2,2,2
392070318,-1,1,1,1
392070319,2,2,2,2
392070320,1,1,1,1
392070321,-1,-1,-1,-1
392070322,2,2,2,2
392070323,1,1,2,1
392070324,1,1,1,1
392070325,2,2,2,2
392070326,-1,2,2,2
392070327,-1,-1,-1,-1
392070328,2,2,2,2
392070329,1,1,1,1
392070330,-1,2,2,2
392070331,1,1,-1,-1
392070332,1,-1,2,1
392070333,2,-1,-1,-1
392070334,2,2,2,2
392070335,2,2,2,1
392070336,1,1,2,2
392070337,1,1,1,1
392070338,1,1,1,1
392070339,2,2,2,2
392070340,-1,-1,-1,-1
392070341,2,2,2,2
392070342,1,2,2,2
392070343,2,2,2,2
392070344,1,1,1,1
392070345,2,2,2,2
392070346,1,1,1,1
392070347,-1,-1,-1,-1
392070348,2,2,2,2
392070349,-1,-1,-1,-1
392070350,2,2,2,2
392070351,1,2,2,2
392070352,1,2,2,2
392070353,2,2,2,2
392070354,1,2,2,2
392070355,1,-1,-1,-1
392070356,-1,-1,2,-1
392070357,1,1,-1,-1
392070358,2,2,2,2
392070359,1,-1,2,2
392070360,2,1,2,-1
392070361,-1,-1,-1,-1
392070362,1,2,1,1
392070363,1,1,-1,-1
392070364,2,1,2,2
392070365,1,1,-1,-1
392070366,-1,-1,-1,-1
392070367,1,1,2,2
392070368,-1,-1,2,2
392070369,1,2,-1,-1
392070370,1,1,1,1
392070371,-1,-1,-1,-1
392070372,2,1,2,2
392070373,2,2,2,2
392070374,1,2,2,2
392070375,-1,-1,-1,-1
392070376,1,-1,-1,-1
392070377,-1,-1,-1,-1
392070378,1,1,1,1
392070379,-1,1,2,2
392070380,-1,-1,-1,-1
392070381,1,1,1,1
392070382,2,2,2,2
392070383,1,2,2,2
392070384,2,2,1,1
392070385,1,1,-1,-1
392070386,-1,-1,-1,-1
392070387,1,-1,2,1
392070388,-1,-1,-1,-1
392070389,-1,-1,-1,-1
392070390,2,2,1,1
392070391,-1,-1,-1,-1
392070392,1,-1,-1,1
392070393,2,2,2,2
392070394,2,2,2,2
392070395,2,2,2,2
392070396,-1,2,2,2
392070397,2,-1,2,2
392070398,1,1,1,1
392070399,-1,1,-1,-1
392070400,-1,1,2,2
392070401,2,2,2,2
392070402,1,1,1,1
392070403,1,2,2,2
392070404,-1,-1,-1,-1
392070405,-1,-1,-1,-1
392070406,1,2,2,2
392070407,-1,-1,-1,-1
392070408,2,2,2,2
392070409,1,1,-1,-1
392070410,-1,-1,-1,-1
392070411,2,2,2,2
392070412,-1,-1,-1,-1
392070413,1,1,1,1
392070414,-1,1,1,1
392070415,2,2,2,2
392070416,-1,-1,-1,-1
392070417,2,2,2,-1
392070418,2,2,2,2
392070419,2,2,2,2
392070420,-1,2,1,1
392070421,1,1,1,1
392070422,2,2,2,2
392070423,1,1,2,2
392070424,-1,1,1,1
392070425,-1,-1,-1,-1
392070426,2,2,2,2
392070427,2,2,2,2
392070428,1,1,1,1
392070429,1,1,1,1
392070430,2,1,2,2
392070431,2,-1,2,2
392070432,-1,-1,-1,-1
392070433,2,2,2,2
392070434,1,-1,-1,-1
392070435,2,2,2,2
392070436,1,-1,2,2
392070437,2,1,2,2
392070438,1,1,1,1
392070439,1,1,1,1
392070440,2,2,2,2
392070441,1,1,1,1
392070442,2,2,2,2
392070443,1,1,1,1
392070444,-1,-1,-1,-1
392070445,1,-1,-1,-1
392070446,2,2,2,2
392070447,-1,2,2,2
392070448,2,2,2,2
392070449,1,1,-1,-1
392070450,2,2,2,2
392070451,2,1,1,1
392070452,1,1,-1,-1
392070453,2,2,2,2
392070454,-2,-2,-2,-2
392070455,1,-1,-1,-1
392070456,-1,-1,-1,-1
392070457,1,-1,-1,-1
392070458,1,2,2,2
392070459,-1,-1,2,1
392070460,-1,1,2,1
392070461,2,2,2,2
392070462,-1,-1,-1,-1
392070463,2,2,2,2
392070464,2,1,1,1
392070465,1,1,-1,-1
392070466,1,1,2,2
392070467,2,2,2,2
392070468,1,1,1,1
392070469,2,2,2,2
392070470,1,1,-1,-1
392070471,1,2,2,2
392070472,2,1,2,2
392070473,2,2,2,2
392070474,1,1,2,1
392070475,-2,-2,-2,-2
392070476,1,-1,-2,-1
392070477,1,1,1,1
392070478,2,-1,-1,-1
392070479,-1,-1,-1,-1
392070480,2,1,2,2
392070481,2,2,2,2
392070482,-1,-1,-1,-1
392070483,2,2,2,2
392070484,-1,-1,-1,-1
392070485,1,1,1,1
392070486,2,2,2,2
392070487,2,2,2,2
392070488,1,1,-1,-1
392070489,1,2,2,2
392070490,-1,-1,-1,-1
392070491,-1,2,2,1
392070492,1,1,-1,1
392070493,-1,-1,-1,-1
392070494,2,2,2,2
392070495,2,-1,-1,-1
392070496,1,2,-1,-1
392070497,1,-1,-1,-1
392070498,-1,-1,-1,-1
392070499,2,2,2,2
392070500,-1,-1,-1,-1
392070501,-1,-1,-1,-1
392070502,2,2,2,2
392070503,-1,-1,-1,-1
392070504,-1,-1,-1,-1
392070505,1,1,1,1
392070506,2,-1,2,2
392070507,2,2,2,2
392070508,2,2,2,2
392070509,2,2,2,2
392070510,2,1,1,1
392070511,-1,1,2,1
392070512,-1,-1,-1,-1
392070513,-1,2,2,2
392070514,-1,-1,-1,-1
392070515,2,2,2,2
392070516,2,-1,-1,-1
392070517,1,1,1,1
392070518,1,1,-1,-1
392070519,2,2,2,2
392070520,2,2,2,2
392070521,2,2,2,1
392070522,2,2,2,2
392070523,1,1,1,1
392070524,-1,-1,-1,-1
392070525,-1,-1,-1,-1
392070526,2,1,2,1
392070527,1,1,-1,-1
392070528,2,-1,-1,-1
392070529,1,-1,-1,-1
392070530,-1,-1,-1,-1
392070531,1,1,1,1
392070532,2,1,-1,-1
392070533,1,1,-1,-1
392070534,1,1,-1,-1
392070535,1,1,1,1
392070536,-1,-1,-1,-1
392070537,1,2,2,2
392070538,2,2,2,2
392070539,2,2,2,2
392070540,1,1,2,1
392070541,2,1,1,1
392070542,2,2,2,2
392070543,-1,2,2,2
392070544,2,2,2,2
392070545,-1,-1,-1,-1
392070546,1,1,1,1
392070547,-1,-1,-1,-1
392070548,2,2,2,2
392070549,1,1,1,1
392070550,1,-1,-1,-1
392070551,2,-1,-1,-1
392070552,1,1,2,2
392070553,1,1,2,1
392070554,-1,-1,-1,-1
392070555,1,1,2,1
392070556,1,1,2,1
392070557,1,-1,-1,-1
392070558,1,1,1,1
392070559,2,2,2,2
392070560,1,1,1,1
392070561,2,2,2,2
392070562,2,2,2,2
392070563,2,2,2,2
392070564,2,2,2,2
392070565,2,-1,2,2
392070566,-1,-1,-1,-1
392070567,2,2,2,2
392070568,2,1,1,1
392070569,1,1,-1,-1
392070570,2,-1,2,2
392070571,2,2,2,2
392070572,1,1,2,2
392070573,1,1,2,2
392070574,2,-1,-1,-1
392070575,-1,-1,-1,-1
392070576,1,2,2,2
392070577,1,-1,-1,-1
392070578,2,-1,-1,-1
392070579,2,-1,2,1
392070580,-1,-1,-1,-1
392070581,-1,-1,-1,-1
392070582,1,1,1,1
392070583,-2,-2,-2,-2
392070584,1,1,1,1
392070585,-1,-1,-1,-1
392070586,2,2,2,2
392070587,2,2,2,2
392070588,-1,1,2,1
392070589,2,1,2,2
392070590,2,2,2,2
392070591,1,-1,-1,-1
392070592,1,-1,-1,-1
392070593,2,2,2,2
392070594,1,-1,-1,1
392070595,1,1,-1,-1
392070596,2,2,2,2
392070597,1,1,1,1
392070598,1,1,-1,1
392070599,1,2,2,2
392070600,1,2,2,1
392070601,1,2,2,2
392070602,1,1,1,1
392070603,-1,-1,-1,-1
392070604,1,1,2,2
392070605,1,-1,2,2
392070606,2,1,1,1
392070607,2,2,2,2
392070608,1,1,1,1
392070609,2,2,2,2
392070610,2,-1,1,1
392070611,2,-1,2,1
392070612,-1,-1,-1,-1
392070613,2,2,2,2
392070614,2,2,2,2
392070615,2,-1,-1,-1
392070616,2,1,2,1
392070617,1,1,-1,-1
392070618,2,2,2,2
392070619,1,1,2,1
392070620,2,2,2,2
392070621,1,1,2,1
392070622,1,1,1,1
392070623,1,1,1,1
392070624,-1,1,2,-1
392070625,-1,2,2,2
392070626,-1,-1,-1,-1
392070627,2,-1,-1,-1
392070628,-1,-1,-1,-1
392070629,2,2,2,2
392070630,-1,2,2,2
392070631,2,2,2,2
392070632,1,-1,-1,1
392070633,-1,-1,-1,-1
392070634,1,-1,-1,-1
392070635,1,2,2,2
392070636,2,2,2,2
392070637,2,2,2,2
392070638,2,2,2,2
392070639,1,2,2,2
392070640,-1,-1,2,2
392070641,1,1,1,1
392070642,1,-1,-1,-1
392070643,1,1,2,2
392070644,2,2,2,2
392070645,1,1,1,1
392070646,1,1,2,1
392070647,1,1,-1,-1
392070648,1,1,1,1
392070649,1,1,2,2
392070650,-1,-1,-1,-1
392070651,-1,-1,-1,-1
392070652,1,-1,2,1
392070653,1,2,2,2
392070654,1,1,1,1
392070655,-1,-1,-1,-1
392070656,2,2,2,2
392070657,-1,-1,-1,1
392070658,-1,-1,-1,-1
392070659,2,-1,2,2
392070660,2,2,2,2
392070661,1,1,1,1
392070662,1,2,2,2
392070663,2,2,2,2
392070664,-1,1,1,1
392070665,2,2,2,2
392070666,-1,-1,-1,-1
392070667,2,2,2,2
392070668,1,1,2,2
392070669,2,2,2,2
392070670,2,-1,-1,1
392070671,1,2,2,2
392070672,-1,2,2,2
392070673,-1,-1,-1,-1
392070674,1,1,2,1
392070675,2,-1,2,2
392070676,2,2,2,2
392070677,2,2,2,2
392070678,-1,-1,-1,-1
392070679,1,1,1,1
392070680,2,2,2,2
392070681,-1,-1,-1,-1
392070682,2,-1,2,2
392070683,-1,-1,-1,-1
392070684,-1,2,2,2
392070685,1,1,2,-1
392070686,2,2,2,2
392070687,1,2,-1,-1
392070688,1,1,-1,-1
392070689,-1,-1,-1,-1
392070690,1,2,2,2
392070691,2,2,2,2
392070692,-1,2,2,2
392070693,1,1,1,1
392070694,1,1,-1,-1
392070695,-1,-1,-1,-1
392070696,2,2,2,2
392070697,1,1,1,1
392070698,1,1,1,1
392070699,2,2,2,2
392070700,1,-1,-1,-1
392070701,1,1,1,1
392070702,2,2,2,2
392070703,1,2,2,2
392070704,1,-1,-1,-1
392070705,2,2,2,2
392070706,1,1,1,1
392070707,1,-1,1,1
392070708,1,1,1,1
392070709,2,2,2,2
392070710,1,1,2,-1
392070711,1,1,2,2
392070712,-1,-1,-1,-1
392070713,2,1,1,1
392070714,1,-1,-1,-1
392070715,1,1,1,1
392070716,1,-1,-1,-1
392070717,2,2,2,2
392070718,2,2,2,2
392070719,-1,-1,-1,-1
392070720,2,2,2,2
392070721,1,1,-1,-1
392070722,1,1,1,1
392070723,1,-1,2,1
392070724,1,1,-1,-1
392070725,-1,-1,-1,-1
392070726,-1,1,2,2
392070727,1,1,1,1
392070728,1,-1,-1,1
392070729,1,-1,-1,-1
392070730,1,2,-1,-1
392070731,1,-1,2,2
392070732,1,1,-1,1
392070733,2,2,2,2
392070734,1,-1,1,1
392070735,-1,-1,-1,-1
392070736,2,2,2,2
392070737,2,2,2,2
392070738,-1,2,2,2
392070739,2,2,2,2
392070740,2,2,2,2
392070741,2,-1,-1,-1
392070742,-1,2,2,2
392070743,1,2,2,1
392070744,2,2,2,2
392070745,-1,-1,-1,-1
392070746,1,1,1,1
392070747,1,1,1,1
392070748,2,2,2,2
392070749,1,1,-1,-1
392070750,-1,-1,-1,-1
392070751,1,1,1,1
392070752,-1,-1,2,2
392070753,-1,-1,2,2
392070754,-1,1,-1,-1
392070755,2,2,2,2
392070756,2,2,2,2
392070757,2,2,2,2
392070758,2,2,2,2
392070759,-1,-1,-1,-1
392070760,2,1,1,1
392070761,-1,-1,-1,-1
392070762,1,2,2,1
392070763,-1,2,2,2
392070764,2,2,2,2
392070765,1,2,2,2
392070766,2,2,2,2
392070767,1,-1,-1,-1
392070768,2,1,2,2
392070769,1,2,2,2
392070770,-1,1,1,1
392070771,2,2,2,2
392070772,1,1,1,1
392070773,-1,-1,-1,-1
392070774,1,2,2,2
392070775,2,2,2,2
392070776,2,2,2,2
392070777,1,1,-1,-1
392070778,2,2,2,2
392070779,-1,-1,-1,-1
392070780,-1,1,-1,-1
392070781,-1,1,-1,1
392070782,1,2,-1,-1
392070783,-1,-1,-1,-1
392070784,2,2,2,2
392070785,1,1,2,2
392070786,2,2,2,2
392070787,2,2,-1,-1
392070788,1,-1,-1,-1
392070789,-1,-1,-1,-1
392070790,-1,-1,-1,-1
392070791,2,1,-1,-1
392070792,1,1,1,1
392070793,1,1,1,1
392070794,-1,-1,-1,-1
392070795,-1,-1,-1,-1
392070796,-1,1,1,-1
392070797,1,1,-1,-1
392070798,1,1,1,1
392070799,-1,2,2,2
392070800,1,1,1,1
392070801,-1,-1,-1,-1
392070802,-1,-1,-1,-1
392070803,1,1,1,1
392070804,2,1,-1,-1
392070805,-1,-1,-1,-1
392070806,2,2,2,2
392070807,-1,-1,-1,-1
392070808,1,1,1,1
392070809,2,2,1,1
392070810,2,2,2,2
392070811,-1,1,-1,-1
392070812,2,2,2,2
392070813,1,1,1,1
392070814,-1,1,-1,-1
392070815,-1,-1,-1,-1
392070816,1,1,1,1
392070817,1,2,2,2
392070818,1,1,2,2
392070819,1,-1,-1,-1
392070820,2,2,2,2
392070821,-1,-1,-1,-1
392070822,2,2,2,2
392070823,2,2,2,2
392070824,1,1,1,1
392070825,-1,-1,2,-1
392070826,-1,-1,-1,-1
392070827,-1,-1,2,2
392070828,2,-1,-1,-1
392070829,2,2,2,2
392070830,-1,-1,-1,-1
392070831,1,-1,-1,-1
392070832,-1,-1,-1,-1
392070833,1,2,2,2
392070834,2,2,2,2
392070835,-1,-1,-1,-1
392070836,1,1,1,1
392070837,2,1,2,2
392070838,1,2,1,1
392070839,2,2,2,2
392070840,-1,-1,-1,-1
392070841,-1,2,2,2
392070842,1,-1,2,-1
392070843,1,1,1,1
392070844,1,2,2,2
392070845,-2,-2,-2,-2
392070846,2,2,2,2
392070847,-1,-1,-1,-1
392070848,1,1,2,2
392070849,1,2,1,1
392070850,-1,-1,-1,-1
392070851,1,1,1,1
392070852,1,1,1,1
392070853,2,2,2,2
392070854,2,-1,-1,-1
392070855,1,1,-1,-1
392070856,2,2,2,2
392070857,-1,-1,-1,-1
392070858,1,-1,-1,-1
392070859,2,-1,-1,-1
392070860,1,-1,-1,-1
392070861,1,2,2,2
392070862,-1,1,-1,-1
392070863,1,2,2,-1
392070864,1,1,1,1
392070865,2,1,2,2
392070866,2,2,2,2
392070867,-1,-1,-1,-1
392070868,-1,-1,-1,-1
392070869,-1,2,2,2
392070870,2,2,2,2
392070871,2,2,2,2
392070872,1,-1,-1,-1
392070873,1,1,2,1
392070874,-1,-1,-1,-1
392070875,1,1,1,1
392070876,-1,-1,-1,-1
392070877,2,-1,-1,-1
392070878,1,1,2,2
392070879,2,2,2,2
392070880,1,1,1,1
392070881,2,2,2,2
392070882,-1,-1,-1,-1
392070883,2,2,2,1
392070884,-1,-1,-1,-1
392070885,2,2,2,2
392070886,1,2,2,2
392070887,1,2,2,2
392070888,2,2,2,2
392070889,1,1,1,1
392070890,1,-1,2,2
392070891,1,-1,-1,-1
392070892,1,1,-1,-1
392070893,1,1,1,1
392070894,1,1,2,1
392070895,2,2,2,2
392070896,1,-1,-1,-1
392070897,2,2,2,2
392070898,2,2,-1,-1
392070899,-1,-1,-1,-1
392070900,-1,-1,2,2
392070901,1,1,1,1
392070902,1,-1,-1,-1
392070903,-1,1,-1,-1
392070904,2,-1,2,2
392070905,1,1,1,1
392070906,-1,-1,-1,-1
392070907,-1,-1,-1,-1
392070908,1,-1,1,1
392070909,-1,-1,-1,-1
392070910,1,1,-1,-1
392070911,2,2,2,2
392070912,2,1,2,2
392070913,1,2,-1,-1
392070914,-1,-1,-1,-1
392070915,-1,-1,2,2
392070916,1,-1,-1,-1
392070917,2,2,2,2
392070918,1,1,1,1
392070919,-1,-1,2,1
392070920,1,2,2,2
392070921,2,2,2,2
392070922,2,-1,-1,-1
392070923,1,-1,-1,-1
392070924,-1,1,-1,-1
392070925,-1,-1,-1,-1
392070926,1,-1,-1,-1
392070927,-1,-1,-1,-1
392070928,-1,2,2,2
392070929,-1,-1,-1,-1
392070930,2,2,2,2
392070931,1,-1,-1,1
392070932,1,2,2,2
392070933,1,1,1,1
392070934,1,1,1,1
392070935,-1,-1,-1,-1
392070936,-1,-1,2,2
392070937,1,1,1,1
392070938,-1,-1,-1,-1
392070939,2,2,2,2
392070940,2,2,-1,-1
392070941,1,1,1,1
392070942,1,1,1,1
392070943,-1,-1,-1,-1
392070944,1,-1,-1,-1
392070945,2,2,2,2
392070946,1,2,2,2
392070947,2,2,2,2
392070948,2,1,2,2
392070949,2,2,2,2
392070950,1,1,-1,-1
392070951,1,1,2,1
392070952,2,2,2,2
392070953,-1,-1,-1,-1
392070954,2,2,2,2
392070955,2,1,1,2
392070956,-1,-1,-1,-1
392070957,-1,1,2,1
392070958,-1,-1,-1,-1
392070959,1,1,1,1
392070960,2,2,2,2
392070961,1,-1,-1,1
392070962,2,2,2,2
392070963,1,-1,2,-1
392070964,-1,2,2,2
392070965,1,1,1,1
392070966,1,1,1,1
392070967,1,1,-1,1
392070968,-1,1,-1,-1
392070969,2,2,2,2
392070970,-2,1,-1,-1
392070971,1,1,1,1
392070972,-1,-1,-1,-1
392070973,2,1,2,-1
392070974,-1,2,2,2
392070975,1,1,1,1
392070976,1,1,1,1
392070977,-1,-1,-2,-2
392070978,-1,-1,-1,-1
392070979,2,2,2,2
392070980,-1,-1,-1,-1
392070981,1,1,1,1
392070982,-1,2,2,2
392070983,2,1,2,2
392070984,1,1,1,1
392070985,-2,-2,-2,-2
392070986,2,2,2,2
392070987,-1,-1,-1,-1
392070988,2,-1,2,2
392070989,-1,-1,-1,-1
392070990,-1,-1,-1,-1
392070991,1,1,1,1
392070992,-1,-1,-1,-1
392070993,2,2,2,2
392070994,1,1,2,2
392070995,-1,-1,-1,-1
392070996,-1,-1,-1,1
392070997,2,1,2,1
392070998,1,1,1,1
392070999,1,1,1,1
392071000,-1,2,2,2
392071001,2,2,2,2
392071002,1,1,2,2
392071003,-1,1,1,1
392071004,1,1,1,1
392071005,2,2,2,2
392071006,1,1,1,1
392071007,2,2,2,2
392071008,1,1,-1,-1
392071009,2,2,2,2
392071010,-1,-1,-1,-1
392071011,-1,1,2,1
392071012,1,1,1,1
392071013,-1,-1,-1,-1
392071014,-1,-1,-1,-1
392071015,-1,-1,-1,-1
392071016,1,1,1,1
392071017,-1,1,-1,-1
392071018,1,1,-1,-1
392071019,-1,-1,-1,-1
392071020,-1,1,-1,-1
392071021,-1,1,-1,-1
392071022,-1,-1,-1,-1
392071023,2,2,2,2
392071024,-1,-1,-1,-1
392071025,2,2,2,2
392071026,2,1,2,2
392071027,-1,1,1,1
392071028,1,-1,-1,-1
392071029,1,-1,-1,-1
392071030,1,1,2,2
392071031,1,1,1,1
392071032,2,2,2,2
392071033,1,2,2,1
392071034,-1,-1,-1,-1
392071035,2,2,2,2
392071036,-1,-1,-1,-1
392071037,1,1,2,1
392071038,-1,1,-1,1
392071039,2,2,2,2
392071040,-1,2,2,2
392071041,2,2,2,2
392071042,2,-1,-1,-1
392071043,2,1,2,1
392071044,1,1,-1,-1
392071045,2,2,2,2
392071046,1,-1,2,1
