D_INTERVIEW,Q224,Q225,Q226,Q227,Q228,Q229,Q230,Q231,Q232,Q233
840071137,4,1,1,3,4,4,2,3,4,4
840071138,4,2,2,3,3,4,2,3,1,2
840071139,4,4,4,4,4,3,1,2,4,4
840071140,4,1,3,1,2,4,1,1,4,2
840071141,4,-2,-2,-2,-2,4,-2,-2,-2,-2
840071142,4,2,2,-2,3,3,2,3,3,2
840071143,4,1,2,2,4,4,1,3,4,2
840071144,4,4,1,2,4,4,2,3,3,4
840071145,4,2,1,2,3,3,1,3,2,3
840071146,4,3,2,2,3,4,1,2,4,2
840071147,3,3,3,3,3,3,2,3,3,3
840071148,3,-2,-2,2,4,3,2,2,4,2
840071149,3,2,2,2,4,3,1,2,3,4
840071150,3,2,2,2,2,1,2,2,2,2
840071151,3,3,3,1,4,4,1,1,1,4
840071152,3,4,1,3,4,2,3,4,4,2
840071153,3,2,1,1,4,4,2,4,4,3
840071154,3,1,3,4,4,4,4,3,3,4
840071155,3,4,1,2,1,3,1,1,3,3
840071156,3,3,2,4,3,3,2,2,2,1
840071157,3,2,2,3,3,4,2,3,3,3
840071158,3,2,1,2,3,2,1,3,3,2
840071159,3,3,1,1,4,-2,2,2,3,1
840071160,3,2,1,2,3,3,2,3,3,2
840071161,3,1,-2,1,1,2,1,2,2,3
840071162,3,3,4,2,2,2,4,4,1,3
840071163,3,3,3,2,2,2,2,2,2,3
840071164,3,3,4,3,3,-2,3,3,2,2
840071165,3,2,2,1,2,4,1,3,2,2
840071166,3,2,2,1,2,3,-2,1,2,-2
840071167,3,3,2,4,2,3,2,4,4,2
840071168,3,3,3,3,2,3,1,2,2,2
840071169,3,3,2,2,2,2,3,2,2,2
840071170,3,3,3,3,3,4,3,3,2,3
840071171,3,2,3,2,3,3,2,1,3,3
840071172,3,2,2,1,4,4,1,2,3,2
840071173,3,2,2,2,2,2,1,1,2,2
840071174,3,3,3,1,3,3,1,1,1,1
840071175,3,2,1,2,4,4,1,3,4,4
840071176,3,2,1,1,3,3,2,4,3,3
840071177,3,-2,4,-2,3,3,2,-2,2,2
840071178,3,4,1,3,4,3,1,3,1,1
840071179,3,2,1,1,4,2,1,1,3,2
840071180,3,3,3,3,2,3,2,4,1,1
840071181,3,3,3,3,4,4,4,4,4,4
840071182,3,3,3,3,2,3,2,2,2,3
840071183,3,2,3,2,3,3,2,2,3,3
840071184,3,2,2,2,2,2,1,3,2,2
840071185,3,3,2,2,3,4,1,2,3,4
840071186,3,2,2,2,2,2,2,3,3,2
840071187,3,3,3,3,3,3,3,4,3,4
840071188,3,1,2,2,3,3,2,3,3,2
840071189,3,2,2,2,2,3,2,3,3,2
840071190,3,2,2,2,4,3,2,2,3,3
840071191,3,3,2,2,3,2,1,3,2,2
840071192,3,4,3,4,2,2,3,4,2,2
840071193,3,2,2,3,3,3,2,3,2,2
840071194,3,2,2,3,3,3,3,3,4,4
840071195,3,3,3,3,4,4,3,3,3,2
840071196,3,2,2,2,3,3,1,2,3,3
840071197,3,2,1,3,3,2,1,3,3,3
840071198,3,3,1,2,3,3,1,3,3,2
840071199,3,3,3,-2,4,1,2,3,2,1
840071200,3,1,1,2,4,3,2,3,4,3
840071201,3,2,1,1,1,3,2,2,3,3
840071202,3,2,3,3,1,3,3,3,3,3
840071203,3,1,1,2,4,3,1,4,3,2
840071204,3,2,-2,2,2,3,3,2,-2,1
840071205,3,3,-2,2,2,3,3,2,2,2
840071206,3,3,3,3,2,2,1,3,3,2
840071207,3,2,2,2,2,3,1,3,3,2
840071208,3,3,3,2,4,4,2,4,3,1
840071209,3,3,2,2,2,2,2,2,2,2
840071210,3,3,3,1,3,3,3,3,3,4
840071211,3,4,2,3,2,2,1,4,2,3
840071212,3,3,2,2,3,4,1,3,3,4
840071213,3,3,3,2,4,4,2,2,2,2
840071214,3,3,2,2,3,3,2,2,1,2
840071215,3,3,3,3,3,3,2,3,3,3
840071216,3,3,1,2,3,3,2,3,3,2
840071217,3,3,3,3,3,3,3,3,3,3
840071218,3,3,3,3,3,3,3,4,2,2
840071219,3,2,1,2,4,3,2,3,3,3
840071220,3,2,3,3,4,4,2,2,3,3
840071221,3,3,3,3,3,2,2,2,-2,2
840071222,3,4,4,2,3,4,2,3,2,2
840071223,3,3,2,2,2,2,3,3,2,2
840071224,3,3,3,3,2,3,2,3,2,3
840071225,3,2,3,3,3,2,3,3,2,3
840071226,3,3,2,3,3,4,1,3,2,4
840071227,3,3,3,3,2,3,1,2,3,2
840071228,3,2,2,1,3,2,2,3,3,2
840071229,3,3,1,2,3,3,1,3,2,2
840071230,3,2,1,2,3,3,2,3,3,2
840071231,3,3,2,3,3,3,2,1,1,2
840071232,3,3,3,3,3,3,3,3,3,3
840071233,3,3,3,2,2,3,2,3,2,1
840071234,3,3,2,2,4,3,1,4,3,2
840071235,3,3,3,3,3,3,1,3,3,2
840071236,3,2,2,2,2,2,1,3,2,2
840071237,3,3,3,3,3,3,3,3,3,3
840071238,3,3,3,3,3,3,3,3,3,3
840071239,3,2,1,3,2,3,-2,2,2,2
840071240,3,2,1,1,4,3,1,3,3,2
840071241,3,1,1,3,3,4,2,3,3,4
840071242,3,3,3,3,3,3,3,3,3,3
840071243,3,3,3,3,3,3,3,3,3,3
840071244,3,4,3,3,3,3,3,3,3,3
840071245,3,3,2,3,3,3,3,3,3,3
840071246,3,3,2,2,4,4,2,3,3,2
840071247,3,2,1,2,4,3,2,3,3,3
840071248,3,2,2,2,4,4,1,2,3,3
840071249,3,2,3,3,2,1,3,2,2,3
840071250,3,2,2,2,2,3,2,3,2,3
840071251,3,4,1,3,3,3,1,2,3,1
840071252,3,1,2,2,3,3,1,3,3,4
840071253,3,3,3,3,3,4,2,2,2,1
840071254,3,4,4,4,4,4,4,-2,3,3
840071255,3,2,-2,4,3,2,-2,2,2,3
840071256,3,4,2,2,3,3,2,3,2,2
840071257,3,3,1,1,2,4,1,3,3,4
840071258,3,3,2,2,2,3,3,3,2,3
840071259,3,2,2,4,2,3,2,4,2,2
840071260,3,2,1,1,4,4,1,3,2,3
840071261,3,1,1,1,3,3,1,3,1,2
840071262,3,3,3,3,3,3,2,3,3,3
840071263,3,4,3,3,3,2,1,3,3,2
840071264,3,2,2,2,3,3,1,2,3,2
840071265,3,2,2,2,2,2,1,1,4,2
840071266,3,3,4,3,4,2,2,1,3,1
840071267,3,3,3,3,4,3,3,3,2,2
840071268,3,3,3,3,3,2,3,3,3,3
840071269,3,2,3,3,3,2,2,4,3,4
840071270,3,2,2,2,3,3,2,3,3,4
840071271,3,4,2,1,4,4,1,4,1,1
840071272,3,3,2,2,2,2,2,3,2,3
840071273,3,2,2,2,4,4,1,4,1,1
840071274,3,3,1,1,1,3,2,3,3,3
840071275,3,2,2,3,2,3,1,3,3,4
840071276,3,2,2,3,3,3,2,3,2,3
840071277,3,3,2,2,2,2,2,3,3,2
840071278,3,4,4,4,4,4,4,4,4,1
840071279,3,2,2,1,2,2,2,-2,1,2
840071280,3,2,2,2,2,2,2,2,2,2
840071281,3,2,2,2,3,3,2,2,3,3
840071282,3,3,4,3,4,4,4,4,4,4
840071283,3,4,4,3,4,2,3,3,3,2
840071284,3,2,3,3,3,-2,3,3,3,3
840071285,3,3,1,2,3,3,2,1,2,2
840071286,3,2,2,2,4,4,2,4,2,2
840071287,3,3,4,4,1,3,1,3,3,1
840071288,3,3,2,3,2,2,2,3,3,2
840071289,3,3,3,3,3,3,3,3,3,3
840071290,3,2,2,2,3,4,1,3,3,4
840071291,3,3,3,3,3,3,3,3,3,3
840071292,3,3,3,3,3,3,3,3,2,2
840071293,3,3,3,3,3,3,3,3,3,2
840071294,3,3,3,3,3,3,2,3,3,3
840071295,3,3,3,3,3,3,1,1,2,1
840071296,3,2,2,2,2,2,1,1,2,2
840071297,3,2,2,2,2,3,1,2,2,3
840071298,3,3,3,3,3,3,3,3,3,3
840071299,3,2,2,2,3,3,1,3,3,3
840071300,3,2,1,1,3,4,1,2,3,4
840071301,3,2,2,2,2,2,2,4,2,2
840071302,3,3,3,3,3,3,1,3,1,3
840071303,3,3,1,2,3,4,2,4,3,3
840071304,3,1,1,2,3,3,1,2,3,3
840071305,3,3,3,3,3,3,2,3,3,2
840071306,3,2,1,2,3,4,1,2,3,2
840071307,3,3,3,3,3,2,2,2,2,2
840071308,3,-2,4,1,3,1,1,4,1,1
840071309,3,3,3,3,3,2,3,3,3,1
840071310,3,1,1,3,4,3,2,3,3,3
840071311,3,-2,-2,-2,2,-2,-2,3,-2,2
840071312,3,2,2,2,2,2,2,3,2,2
840071313,3,2,2,1,3,3,2,2,2,2
840071314,3,2,1,3,4,3,1,3,4,1
840071315,3,2,1,2,4,3,1,2,2,3
840071316,3,2,3,1,3,3,2,3,3,3
840071317,3,1,1,1,4,4,1,3,3,1
840071318,3,3,2,2,3,3,2,3,3,2
840071319,3,3,2,4,2,3,2,3,2,1
840071320,3,1,4,4,4,4,2,3,1,2
840071321,3,4,4,4,4,3,1,3,2,2
840071322,3,3,3,3,3,3,3,3,3,-2
840071323,3,3,3,3,3,3,1,3,4,3
840071324,3,4,2,4,2,4,1,-2,3,2
840071325,3,3,3,3,3,2,3,4,4,3
840071326,3,1,1,1,4,4,1,1,3,3
840071327,3,1,2,3,4,2,1,4,4,2
840071328,3,1,1,1,4,4,1,1,3,3
840071329,3,3,2,3,2,2,1,3,1,1
840071330,3,2,2,2,2,2,2,3,3,2
840071331,3,4,2,2,2,3,2,3,4,1
840071332,3,2,2,2,3,3,2,3,3,3
840071333,3,2,1,2,1,2,1,3,3,3
840071334,3,3,2,2,2,2,2,3,2,3
840071335,3,2,3,3,3,3,1,3,3,3
840071336,3,3,3,2,2,2,3,3,2,2
840071337,3,1,2,3,3,2,1,2,1,3
840071338,3,3,2,2,3,3,3,2,3,2
840071339,3,2,1,3,3,2,3,3,4,2
840071340,3,3,3,3,3,3,3,3,3,3
840071341,3,2,2,2,2,3,2,3,3,3
840071342,3,2,2,2,3,3,2,4,3,4
840071343,3,3,3,3,2,3,3,3,3,2
840071344,3,3,4,4,4,4,4,4,4,3
840071345,3,3,2,4,4,2,4,3,3,2
840071346,3,2,1,2,4,3,2,3,2,1
840071347,3,3,3,3,2,3,2,3,2,2
840071348,3,2,3,3,2,3,2,3,2,2
840071349,3,2,2,2,3,3,2,3,2,3
840071350,3,3,3,2,2,2,1,3,2,3
840071351,3,2,1,2,4,3,2,3,1,1
840071352,3,3,1,1,3,3,2,2,2,1
840071353,3,3,2,2,3,3,2,2,3,3
840071354,3,-2,2,2,3,3,1,3,2,4
840071355,3,2,2,2,4,4,1,4,4,-2
840071356,3,3,3,3,3,3,3,3,3,3
840071357,3,2,2,2,3,2,2,3,2,2
840071358,3,2,1,3,3,3,1,3,3,3
840071359,3,2,2,3,2,2,1,3,4,2
840071360,3,2,2,2,1,3,1,3,2,2
840071361,3,2,3,4,4,2,1,4,4,2
840071362,3,2,3,2,2,-2,1,2,2,3
840071363,3,2,1,2,3,4,3,3,2,2
840071364,3,2,2,2,2,3,1,3,2,2
840071365,3,3,2,3,2,2,4,1,2,1
840071366,3,3,3,3,3,3,2,3,3,3
840071367,3,4,2,2,3,3,1,3,3,2
840071368,3,3,2,2,3,3,2,2,3,3
840071369,3,2,2,3,2,2,1,1,1,3
840071370,3,4,4,4,2,2,4,3,2,2
840071371,3,3,2,3,3,3,2,3,3,2
840071372,3,4,2,2,4,2,2,3,1,2
840071373,3,3,1,1,3,3,1,3,4,1
840071374,3,2,1,2,4,3,2,1,2,2
840071375,3,3,3,4,3,3,1,4,2,1
840071376,3,3,3,2,3,3,2,3,3,2
840071377,3,4,2,1,2,3,2,2,3,2
840071378,3,3,3,3,3,2,3,3,2,1
840071379,3,2,1,2,3,3,2,3,3,1
840071380,3,2,3,3,3,3,2,3,3,3
840071381,3,3,2,2,3,-2,2,3,2,2
840071382,3,-2,2,2,3,3,1,2,-2,4
840071383,3,3,2,2,1,3,2,2,4,2
840071384,3,3,3,3,3,3,1,3,3,1
840071385,3,2,2,3,4,4,2,3,3,3
840071386,3,3,4,2,4,4,3,1,2,1
840071387,3,2,3,3,2,2,2,3,2,1
840071388,3,1,2,2,4,2,3,4,1,1
840071389,3,3,3,2,3,3,2,3,2,2
840071390,3,2,3,2,2,3,3,4,2,2
840071391,3,3,3,2,4,3,2,2,2,3
840071392,3,2,2,2,2,3,2,4,2,3
840071393,3,2,2,2,3,3,2,2,3,3
840071394,3,3,2,2,3,2,1,3,3,2
840071395,3,2,3,2,1,2,2,3,2,2
840071396,3,2,1,2,3,3,2,-2,-2,-2
840071397,3,3,3,2,3,3,2,3,2,2
840071398,3,2,3,3,3,3,3,3,2,2
840071399,3,2,1,3,3,3,1,3,4,2
840071400,3,2,1,1,4,2,1,3,1,1
840071401,3,2,1,2,3,3,2,3,2,2
840071402,3,2,2,2,2,2,1,2,2,3
840071403,3,1,1,1,4,2,1,1,3,1
840071404,3,1,2,1,4,3,1,2,3,1
840071405,3,2,2,2,3,2,2,3,3,3
840071406,3,4,3,1,4,3,3,1,2,1
840071407,3,2,3,4,4,3,1,4,2,2
840071408,3,3,2,2,4,3,2,2,2,3
840071409,3,3,2,3,3,4,2,4,3,3
840071410,3,3,2,4,1,2,2,4,2,3
840071411,3,2,1,3,4,3,1,3,3,4
840071412,3,3,1,3,4,3,3,3,3,3
840071413,3,3,1,2,3,3,2,4,2,2
840071414,3,2,1,2,3,3,1,3,2,3
840071415,3,2,1,2,3,2,1,2,3,1
840071416,3,3,3,3,3,4,4,3,3,3
840071417,3,2,-2,2,4,3,4,3,3,1
840071418,3,3,2,3,2,3,2,2,3,3
840071419,3,2,2,1,3,2,2,4,2,3
840071420,3,2,2,2,3,3,2,3,2,2
840071421,3,2,2,4,3,2,1,3,3,2
840071422,3,2,2,2,3,3,1,2,3,3
840071423,3,2,2,2,3,3,2,2,3,3
840071424,3,2,3,3,2,2,1,3,3,3
840071425,3,3,2,3,4,1,3,3,2,3
840071426,3,2,1,2,4,3,1,3,3,3
840071427,3,2,2,3,3,3,2,2,3,2
840071428,3,2,1,1,4,4,1,3,2,1
840071429,3,2,2,3,4,3,2,3,3,2
840071430,3,3,1,2,3,3,1,3,3,3
840071431,3,2,2,3,2,3,1,2,2,2
840071432,3,3,2,2,2,3,2,3,3,3
840071433,3,1,2,3,3,3,1,2,3,3
840071434,3,3,2,2,3,3,2,2,3,3
840071435,3,2,2,3,2,2,2,2,3,1
840071436,3,2,2,3,3,3,3,2,3,2
840071437,3,2,3,2,3,2,2,3,3,3
840071438,3,3,3,1,4,3,1,1,3,4
840071439,3,2,2,3,2,3,2,4,4,3
840071440,3,3,2,2,2,3,2,2,3,4
840071441,3,1,2,2,2,3,1,4,2,3
840071442,3,3,2,2,2,2,4,4,2,3
840071443,3,3,3,3,3,3,2,3,3,3
840071444,3,3,2,4,2,2,2,4,1,1
840071445,3,4,4,4,4,4,4,4,4,4
840071446,3,3,-2,3,-2,3,2,-2,-2,1
840071447,3,2,2,3,3,3,2,3,3,3
840071448,3,2,3,2,4,3,2,2,2,2
840071449,3,2,3,3,3,3,2,3,3,3
840071450,3,2,2,2,2,3,1,1,2,4
840071451,3,2,1,3,3,2,1,3,3,2
840071452,3,2,2,1,1,3,1,4,1,3
840071453,3,1,2,3,2,3,2,3,3,2
840071454,3,3,3,3,3,3,3,3,3,3
840071455,3,2,2,3,3,3,1,3,2,2
840071456,3,2,1,2,3,3,1,4,2,2
840071457,3,3,1,2,3,3,2,3,3,2
840071458,3,2,2,2,2,3,1,3,3,2
840071459,3,4,1,3,4,3,3,4,4,4
840071460,3,2,3,2,3,3,2,3,3,3
840071461,3,1,1,3,3,3,2,4,3,3
840071462,3,2,2,2,2,3,2,3,2,2
840071463,3,1,2,2,4,3,1,2,3,1
840071464,3,3,1,2,4,2,3,3,2,2
840071465,3,3,3,3,2,3,3,2,3,2
840071466,3,2,2,3,2,2,1,3,2,3
840071467,3,1,1,1,4,4,1,1,1,1
840071468,3,3,3,3,3,3,3,3,3,2
840071469,3,3,3,3,3,3,3,3,3,3
840071470,3,2,2,2,2,3,1,2,3,4
840071471,3,2,1,2,3,4,1,3,3,1
840071472,3,2,2,3,2,3,3,3,2,2
840071473,3,4,4,4,4,2,1,2,2,1
840071474,3,3,2,3,2,4,1,3,2,1
840071475,3,4,4,1,2,3,1,4,1,3
840071476,3,1,1,1,4,3,1,2,3,4
840071477,3,3,2,2,3,4,2,3,2,2
840071478,3,3,2,3,4,4,1,3,2,3
840071479,3,3,4,3,1,1,3,3,1,1
840071480,3,1,1,2,4,4,-2,4,3,2
840071481,3,1,2,3,4,3,2,3,3,2
840071482,3,1,1,3,2,3,1,4,4,3
840071483,3,3,2,3,3,3,2,4,2,2
840071484,3,2,2,3,4,2,1,3,4,2
840071485,3,2,1,2,4,3,1,4,2,3
840071486,3,2,2,3,2,2,1,3,2,2
840071487,3,3,2,3,3,3,2,3,2,2
840071488,3,1,1,4,4,3,2,4,2,2
840071489,3,2,2,3,2,3,3,4,2,3
840071490,3,3,2,3,3,3,2,3,1,1
840071491,3,2,1,3,2,3,1,2,2,2
840071492,3,1,1,2,4,3,1,2,3,3
840071493,3,2,2,3,2,4,3,4,4,3
840071494,3,1,1,1,3,4,1,3,3,3
840071495,3,3,3,3,4,2,4,3,2,2
840071496,3,1,1,2,4,3,2,4,3,3
840071497,3,3,2,1,2,2,1,2,2,4
840071498,3,2,2,2,4,3,2,2,2,2
840071499,3,2,2,4,3,3,2,2,4,3
840071500,3,1,1,2,3,3,1,1,4,3
840071501,3,1,2,4,1,2,1,3,3,3
840071502,3,2,3,3,4,4,3,3,2,3
840071503,3,2,1,1,4,3,1,3,4,4
840071504,3,3,1,2,3,4,1,3,3,3
840071505,3,1,2,3,4,3,2,3,3,4
840071506,3,4,2,3,4,-2,-2,-2,-2,-2
840071507,3,4,2,4,4,1,2,3,1,1
840071508,3,3,3,1,4,2,1,1,3,1
840071509,3,3,2,4,1,3,1,1,2,2
840071510,3,2,2,3,4,1,2,3,2,2
840071511,3,2,2,1,4,4,1,1,2,2
840071512,3,2,2,2,2,3,1,4,1,2
840071513,3,1,2,1,4,4,1,2,2,3
840071514,3,2,1,2,4,2,2,3,2,1
840071515,3,2,3,1,3,3,1,3,4,4
840071516,3,2,2,2,3,2,3,2,3,3
840071517,3,2,4,3,2,3,1,4,3,3
840071518,3,2,1,3,4,4,1,4,4,3
840071519,3,2,1,1,4,3,1,3,4,4
840071520,3,3,2,3,3,4,1,3,2,3
840071521,3,2,2,2,2,3,2,4,2,3
840071522,3,1,3,3,4,2,1,4,2,2
840071523,3,2,3,3,2,2,1,2,3,3
840071524,3,2,2,3,2,3,2,3,3,3
840071525,3,3,4,3,2,2,1,2,3,4
840071526,3,3,2,2,3,3,2,3,3,3
840071527,3,2,2,2,2,3,2,2,2,3
840071528,3,2,1,1,4,4,1,2,3,3
840071529,3,2,3,3,2,2,1,4,2,2
840071530,3,3,2,2,3,3,2,2,3,2
840071531,3,3,4,3,2,2,3,3,2,2
840071532,3,3,2,2,2,3,2,3,3,4
840071533,3,1,4,1,4,3,1,3,4,3
840071534,3,3,3,4,4,4,1,3,3,1
840071535,3,1,2,2,1,3,1,1,2,3
840071536,3,1,1,1,4,3,1,2,3,3
840071537,3,3,2,2,3,2,2,4,2,2
840071538,3,3,2,2,3,3,2,3,2,3
840071539,2,3,3,3,1,2,3,3,2,2
840071540,2,1,3,2,4,2,1,3,2,1
840071541,2,2,3,3,3,3,2,3,3,3
840071542,2,3,2,3,4,3,3,4,3,2
840071543,2,4,2,3,2,2,3,3,2,3
840071544,2,2,2,4,2,2,1,3,2,2
840071545,2,2,2,2,2,2,2,2,2,2
840071546,2,2,1,1,1,2,2,2,2,2
840071547,2,2,1,1,3,3,1,2,3,1
840071548,2,2,3,3,2,2,1,4,3,3
840071549,2,-2,1,1,3,4,1,2,-2,3
840071550,2,2,1,3,4,3,2,3,4,2
840071551,2,2,3,2,4,2,3,3,3,1
840071552,2,2,2,3,2,3,1,3,2,2
840071553,2,2,1,3,1,2,2,2,2,3
840071554,2,2,1,3,2,2,2,3,2,2
840071555,2,2,1,4,1,3,2,4,-2,2
840071556,2,3,2,3,3,2,3,3,2,2
840071557,2,1,2,2,1,1,2,2,2,1
840071558,2,3,1,2,2,3,2,2,2,3
840071559,2,2,2,1,1,3,1,2,2,2
840071560,2,3,2,3,2,2,3,3,2,4
840071561,2,4,3,4,1,1,1,4,2,2
840071562,2,3,2,3,3,2,3,3,2,1
840071563,2,2,3,2,2,3,2,3,2,3
840071564,2,3,1,3,3,3,1,3,2,3
840071565,2,3,1,2,3,2,2,3,1,3
840071566,2,1,1,1,4,3,1,1,3,1
840071567,2,1,1,2,4,3,1,2,3,3
840071568,2,3,2,2,3,2,2,3,2,2
840071569,2,1,2,2,2,1,2,2,1,2
840071570,2,3,2,1,2,3,2,2,2,2
840071571,2,2,1,2,3,2,3,3,2,2
840071572,2,2,1,2,3,2,3,2,2,3
840071573,2,1,2,3,3,3,3,3,2,3
840071574,2,3,2,3,3,2,2,3,3,2
840071575,2,2,1,3,4,2,1,3,3,3
