D_INTERVIEW,Q224,Q225,Q226,Q227,Q228,Q229,Q230,Q231,Q232,Q233
840071105,4.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0
840071106,4.0,3.0,1.0,3.0,4.0,3.0,1.0,3.0,2.0,2.0
840071107,4.0,4.0,4.0,4.0,1.0,4.0,1.0,2.0,2.0,4.0
840071108,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0
840071109,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0
840071110,4.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0
840071111,4.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0
840071112,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0
840071113,4.0,4.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
840071114,4.0,1.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0
840071115,4.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,4.0,4.0
840071116,4.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0
840071117,4.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,4.0
840071118,4.0,3.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,3.0
840071119,4.0,1.0,4.0,4.0,1.0,3.0,1.0,2.0,4.0,3.0
840071120,4.0,4.0,4.0,2.0,4.0,4.0,1.0,3.0,3.0,2.0
840071121,4.0,1.0,1.0,2.0,4.0,4.0,1.0,3.0,4.0,4.0
840071122,4.0,3.0,-2.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0
840071123,4.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,4.0,4.0
840071124,4.0,-2.0,1.0,2.0,4.0,4.0,1.0,3.0,2.0,4.0
840071125,4.0,2.0,2.0,1.0,4.0,3.0,1.0,4.0,4.0,1.0
840071126,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0
840071127,4.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0
840071128,4.0,2.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,1.0
840071129,4.0,2.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0
840071130,4.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,3.0
840071131,4.0,4.0,-1.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0
840071132,4.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0
840071133,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0
840071134,4.0,4.0,4.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0
840071135,4.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,3.0,3.0
840071136,4.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,4.0
840071137,4.0,1.0,1.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0
840071138,4.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0
840071139,4.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,4.0,4.0
840071140,4.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0
840071141,4.0,-2.0,-2.0,-2.0,-2.0,4.0,-2.0,-2.0,-2.0,-2.0
840071142,4.0,2.0,2.0,-2.0,3.0,3.0,2.0,3.0,3.0,2.0
840071143,4.0,1.0,2.0,2.0,4.0,4.0,1.0,3.0,4.0,2.0
840071144,4.0,4.0,1.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0
840071145,4.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0
840071146,4.0,3.0,2.0,2.0,3.0,4.0,1.0,2.0,4.0,2.0
840071147,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0
840071148,3.0,-2.0,-2.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0
840071149,3.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,3.0,4.0
840071150,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
840071151,3.0,3.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0
840071152,3.0,4.0,1.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0
840071153,3.0,2.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,3.0
840071154,3.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0
840071155,3.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0
840071156,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0
840071157,3.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0
840071158,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0
840071159,3.0,3.0,1.0,1.0,4.0,-2.0,2.0,2.0,3.0,1.0
840071160,3.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0
840071161,3.0,1.0,-2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0
840071162,3.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,1.0,3.0
840071163,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
840071164,3.0,3.0,4.0,3.0,3.0,-2.0,3.0,3.0,2.0,2.0
840071165,3.0,2.0,2.0,1.0,2.0,4.0,1.0,3.0,2.0,2.0
840071166,3.0,2.0,2.0,1.0,2.0,3.0,-2.0,1.0,2.0,-2.0
840071167,3.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0
840071168,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0
840071169,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0
840071170,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0
840071171,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0
840071172,3.0,2.0,2.0,1.0,4.0,4.0,1.0,2.0,3.0,2.0
840071173,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
840071174,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0
840071175,3.0,2.0,1.0,2.0,4.0,4.0,1.0,3.0,4.0,4.0
840071176,3.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0
840071177,3.0,-2.0,4.0,-2.0,3.0,3.0,2.0,-2.0,2.0,2.0
840071178,3.0,4.0,1.0,3.0,4.0,3.0,1.0,3.0,1.0,1.0
840071179,3.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0
840071180,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0
840071181,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
840071182,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0
840071183,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0
840071184,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0
840071185,3.0,3.0,2.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0
840071186,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0
840071187,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0
840071188,3.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0
840071189,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0
840071190,3.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0
840071191,3.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0
840071192,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0
840071193,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0
840071194,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0
840071195,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0
840071196,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0
840071197,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0
840071198,3.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0
840071199,3.0,3.0,3.0,-2.0,4.0,1.0,2.0,3.0,2.0,1.0
840071200,3.0,1.0,1.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0
840071201,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0
840071202,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0
840071203,3.0,1.0,1.0,2.0,4.0,3.0,1.0,4.0,3.0,2.0
840071204,3.0,2.0,-2.0,2.0,2.0,3.0,3.0,2.0,-2.0,1.0
840071205,3.0,3.0,-2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0
840071206,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0
840071207,3.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0
840071208,3.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,1.0
840071209,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
840071210,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0
840071211,3.0,4.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,3.0
840071212,3.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,4.0
840071213,3.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0
840071214,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0
840071215,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0
840071216,3.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0
840071217,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
840071218,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0
840071219,3.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0
840071220,3.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0
840071221,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,-2.0,2.0
840071222,3.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0
840071223,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0
840071224,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0
840071225,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0
840071226,3.0,3.0,2.0,3.0,3.0,4.0,1.0,3.0,2.0,4.0
840071227,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0
840071228,3.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0
840071229,3.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0
840071230,3.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0
840071231,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0
840071232,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
840071233,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0
840071234,3.0,3.0,2.0,2.0,4.0,3.0,1.0,4.0,3.0,2.0
840071235,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0
840071236,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0
840071237,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
840071238,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
840071239,3.0,2.0,1.0,3.0,2.0,3.0,-2.0,2.0,2.0,2.0
840071240,3.0,2.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0
840071241,3.0,1.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0
840071242,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
840071243,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
840071244,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
840071245,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
840071246,3.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0
840071247,3.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0
840071248,3.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,3.0,3.0
840071249,3.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0
840071250,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0
840071251,3.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0
840071252,3.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0
840071253,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0
840071254,3.0,4.0,4.0,4.0,4.0,4.0,4.0,-2.0,3.0,3.0
840071255,3.0,2.0,-2.0,4.0,3.0,2.0,-2.0,2.0,2.0,3.0
840071256,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0
840071257,3.0,3.0,1.0,1.0,2.0,4.0,1.0,3.0,3.0,4.0
840071258,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0
840071259,3.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0
840071260,3.0,2.0,1.0,1.0,4.0,4.0,1.0,3.0,2.0,3.0
840071261,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0
840071262,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0
840071263,3.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0
840071264,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0
840071265,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0
840071266,3.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,3.0,1.0
840071267,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0
840071268,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
840071269,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0
840071270,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0
840071271,3.0,4.0,2.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0
840071272,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0
840071273,3.0,2.0,2.0,2.0,4.0,4.0,1.0,4.0,1.0,1.0
840071274,3.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0
840071275,3.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,4.0
840071276,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0
840071277,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0
840071278,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0
840071279,3.0,2.0,2.0,1.0,2.0,2.0,2.0,-2.0,1.0,2.0
840071280,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
840071281,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0
840071282,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
840071283,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0
840071284,3.0,2.0,3.0,3.0,3.0,-2.0,3.0,3.0,3.0,3.0
840071285,3.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0
840071286,3.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0
840071287,3.0,3.0,4.0,4.0,1.0,3.0,1.0,3.0,3.0,1.0
840071288,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0
840071289,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
840071290,3.0,2.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,4.0
840071291,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
840071292,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0
840071293,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
840071294,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0
840071295,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0
840071296,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
840071297,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0
840071298,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
840071299,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0
840071300,3.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,3.0,4.0
840071301,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0
840071302,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0
840071303,3.0,3.0,1.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0
840071304,3.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0
840071305,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0
840071306,3.0,2.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,2.0
840071307,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0
840071308,3.0,-2.0,4.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0
840071309,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0
840071310,3.0,1.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0
840071311,3.0,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,3.0,-2.0,2.0
840071312,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0
840071313,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0
840071314,3.0,2.0,1.0,3.0,4.0,3.0,1.0,3.0,4.0,1.0
