D_INTERVIEW,Q165,Q166,Q167,Q168
276070059,2.0,2.0,2.0,2.0
276070060,2.0,2.0,2.0,2.0
276070061,2.0,2.0,2.0,2.0
276070062,2.0,2.0,2.0,2.0
276070063,2.0,2.0,2.0,2.0
276070064,1.0,2.0,2.0,2.0
276070065,2.0,2.0,2.0,2.0
276070066,2.0,2.0,2.0,2.0
276070067,2.0,1.0,2.0,-1.0
276070068,1.0,1.0,1.0,1.0
276070069,1.0,1.0,1.0,1.0
276070070,2.0,2.0,2.0,2.0
276070071,2.0,2.0,2.0,2.0
276070072,2.0,2.0,2.0,2.0
276070073,2.0,2.0,2.0,2.0
276070074,2.0,2.0,2.0,2.0
276070075,-1.0,-1.0,-1.0,-1.0
276070076,2.0,1.0,2.0,2.0
276070077,2.0,2.0,2.0,2.0
276070078,2.0,2.0,2.0,2.0
276070079,1.0,2.0,2.0,2.0
276070080,2.0,2.0,2.0,2.0
276070081,1.0,1.0,1.0,1.0
276070082,2.0,2.0,2.0,2.0
276070083,2.0,1.0,2.0,2.0
276070084,2.0,2.0,2.0,2.0
276070085,1.0,1.0,2.0,2.0
276070086,1.0,-1.0,2.0,2.0
276070087,1.0,1.0,1.0,1.0
276070088,1.0,2.0,1.0,1.0
276070089,2.0,2.0,2.0,2.0
276070090,1.0,2.0,1.0,2.0
276070091,1.0,1.0,2.0,2.0
276070092,2.0,2.0,2.0,2.0
276070093,2.0,2.0,2.0,2.0
276070094,2.0,2.0,2.0,2.0
276070095,2.0,2.0,2.0,2.0
276070096,1.0,2.0,2.0,1.0
276070097,1.0,1.0,1.0,1.0
276070098,2.0,2.0,2.0,2.0
276070099,-1.0,-1.0,-1.0,-1.0
276070100,1.0,1.0,2.0,1.0
276070101,2.0,2.0,2.0,2.0
276070102,1.0,-1.0,2.0,2.0
276070103,1.0,1.0,1.0,1.0
276070104,2.0,2.0,2.0,2.0
276070105,2.0,2.0,2.0,2.0
276070106,2.0,2.0,2.0,2.0
276070107,1.0,1.0,2.0,1.0
276070108,1.0,1.0,1.0,1.0
276070109,1.0,2.0,2.0,2.0
276070110,2.0,2.0,2.0,2.0
276070111,2.0,2.0,2.0,2.0
276070112,1.0,1.0,1.0,1.0
276070113,2.0,2.0,2.0,2.0
276070114,1.0,1.0,1.0,1.0
276070115,1.0,2.0,2.0,2.0
276070116,1.0,2.0,2.0,2.0
276070117,1.0,2.0,2.0,-1.0
276070118,1.0,1.0,2.0,2.0
276070119,1.0,1.0,1.0,1.0
276070120,1.0,1.0,2.0,1.0
276070121,2.0,2.0,2.0,2.0
276070122,2.0,2.0,2.0,2.0
276070123,1.0,1.0,2.0,1.0
276070124,2.0,2.0,2.0,2.0
276070125,1.0,1.0,1.0,1.0
276070126,1.0,1.0,2.0,2.0
276070127,1.0,1.0,2.0,1.0
276070128,1.0,1.0,2.0,1.0
276070129,2.0,2.0,2.0,2.0
276070130,1.0,1.0,1.0,1.0
276070131,1.0,1.0,2.0,1.0
276070132,1.0,1.0,2.0,2.0
276070133,1.0,1.0,2.0,1.0
276070134,2.0,2.0,2.0,2.0
276070135,2.0,2.0,2.0,2.0
276070136,2.0,-1.0,2.0,2.0
276070137,-1.0,-1.0,2.0,2.0
276070138,1.0,2.0,2.0,2.0
276070139,2.0,2.0,2.0,2.0
276070140,2.0,1.0,2.0,2.0
276070141,1.0,2.0,2.0,2.0
276070142,2.0,2.0,2.0,2.0
276070143,2.0,2.0,2.0,2.0
276070144,2.0,2.0,2.0,2.0
276070145,1.0,2.0,2.0,2.0
276070146,-1.0,2.0,2.0,2.0
276070147,2.0,2.0,2.0,2.0
276070148,2.0,2.0,2.0,2.0
276070149,1.0,-1.0,2.0,1.0
276070150,1.0,1.0,2.0,2.0
276070151,1.0,2.0,2.0,2.0
276070152,2.0,1.0,2.0,2.0
276070153,1.0,1.0,2.0,1.0
276070154,1.0,1.0,1.0,1.0
276070155,2.0,2.0,2.0,2.0
276070156,2.0,2.0,2.0,2.0
276070157,1.0,1.0,2.0,1.0
276070158,1.0,1.0,2.0,1.0
276070159,1.0,2.0,2.0,2.0
276070160,2.0,2.0,2.0,2.0
276070161,1.0,1.0,2.0,1.0
276070162,1.0,1.0,2.0,2.0
276070163,1.0,1.0,1.0,1.0
276070164,1.0,-1.0,2.0,-1.0
276070165,-1.0,-1.0,-1.0,-1.0
276070166,-1.0,1.0,2.0,2.0
276070167,1.0,2.0,2.0,2.0
276070168,1.0,-1.0,2.0,2.0
276070169,1.0,1.0,2.0,2.0
276070170,2.0,2.0,2.0,2.0
276070171,2.0,2.0,2.0,2.0
276070172,2.0,1.0,2.0,2.0
276070173,-1.0,1.0,2.0,2.0
276070174,2.0,2.0,2.0,2.0
276070175,2.0,2.0,2.0,2.0
276070176,1.0,2.0,2.0,1.0
276070177,1.0,2.0,2.0,2.0
276070178,2.0,2.0,2.0,2.0
276070179,-1.0,-2.0,2.0,2.0
276070180,-2.0,-2.0,-2.0,-2.0
276070181,1.0,1.0,2.0,1.0
276070182,2.0,2.0,2.0,2.0
276070183,1.0,1.0,1.0,1.0
276070184,2.0,2.0,2.0,2.0
276070185,2.0,2.0,2.0,2.0
276070186,2.0,2.0,2.0,2.0
276070187,2.0,2.0,2.0,2.0
276070188,1.0,1.0,2.0,1.0
276070189,1.0,1.0,2.0,2.0
276070190,1.0,-1.0,2.0,1.0
276070191,1.0,1.0,1.0,1.0
276070192,1.0,1.0,2.0,1.0
276070193,1.0,1.0,2.0,2.0
276070194,2.0,2.0,2.0,2.0
276070195,1.0,1.0,2.0,1.0
276070196,1.0,1.0,2.0,1.0
276070197,2.0,2.0,2.0,2.0
276070198,2.0,1.0,2.0,2.0
276070199,1.0,-1.0,2.0,1.0
276070200,2.0,1.0,2.0,2.0
276070201,2.0,2.0,2.0,2.0
276070202,1.0,1.0,2.0,1.0
276070203,2.0,2.0,2.0,2.0
276070204,2.0,2.0,2.0,2.0
276070205,1.0,1.0,2.0,2.0
276070206,1.0,2.0,2.0,1.0
276070207,1.0,1.0,2.0,1.0
276070208,1.0,2.0,2.0,2.0
276070209,1.0,2.0,2.0,2.0
276070210,2.0,2.0,2.0,2.0
276070211,1.0,1.0,1.0,1.0
276070212,1.0,1.0,1.0,1.0
276070213,2.0,1.0,2.0,1.0
276070214,1.0,1.0,1.0,1.0
276070215,1.0,1.0,1.0,1.0
276070216,2.0,2.0,2.0,2.0
276070217,2.0,2.0,2.0,2.0
276070218,1.0,1.0,1.0,1.0
276070219,1.0,-2.0,2.0,1.0
276070220,1.0,1.0,1.0,1.0
276070221,1.0,1.0,2.0,1.0
276070222,2.0,2.0,2.0,2.0
276070223,1.0,1.0,2.0,1.0
276070224,1.0,1.0,-1.0,1.0
276070225,2.0,2.0,2.0,2.0
276070226,1.0,2.0,2.0,2.0
276070227,2.0,2.0,2.0,2.0
276070228,2.0,2.0,2.0,2.0
276070229,-1.0,2.0,2.0,2.0
276070230,2.0,2.0,2.0,2.0
276070231,1.0,-1.0,-1.0,-1.0
276070232,1.0,-1.0,-1.0,-1.0
276070233,1.0,-1.0,-1.0,-1.0
276070234,2.0,2.0,2.0,2.0
276070235,2.0,2.0,2.0,2.0
276070236,2.0,1.0,1.0,1.0
276070237,1.0,1.0,2.0,1.0
276070238,1.0,1.0,2.0,1.0
276070239,-2.0,-2.0,-2.0,-2.0
276070240,2.0,2.0,2.0,2.0
276070241,2.0,2.0,2.0,2.0
276070242,1.0,1.0,1.0,1.0
276070243,1.0,2.0,2.0,2.0
276070244,1.0,1.0,2.0,2.0
276070245,1.0,1.0,1.0,1.0
276070246,1.0,1.0,1.0,1.0
276070247,2.0,2.0,2.0,2.0
276070248,2.0,2.0,2.0,2.0
276070249,1.0,2.0,2.0,2.0
276070250,2.0,2.0,2.0,2.0
276070251,2.0,2.0,2.0,2.0
276070252,2.0,2.0,2.0,2.0
276070253,2.0,2.0,2.0,2.0
276070254,1.0,2.0,2.0,2.0
276070255,1.0,2.0,2.0,2.0
276070256,1.0,2.0,2.0,2.0
276070257,1.0,2.0,2.0,1.0
276070258,1.0,1.0,1.0,1.0
276070259,1.0,2.0,2.0,2.0
276070260,2.0,2.0,2.0,2.0
276070261,1.0,1.0,2.0,2.0
276070262,1.0,1.0,1.0,1.0
276070263,1.0,-1.0,2.0,1.0
276070264,1.0,1.0,2.0,1.0
276070265,1.0,1.0,2.0,1.0
276070266,1.0,1.0,1.0,1.0
276070267,2.0,2.0,2.0,2.0
276070268,2.0,-1.0,2.0,2.0
276070269,2.0,2.0,2.0,2.0
276070270,2.0,2.0,2.0,2.0
276070271,2.0,1.0,2.0,2.0
276070272,1.0,1.0,1.0,1.0
276070273,1.0,2.0,2.0,2.0
276070274,2.0,2.0,2.0,2.0
276070275,1.0,1.0,1.0,1.0
276070276,1.0,2.0,2.0,2.0
276070277,1.0,2.0,2.0,2.0
276070278,1.0,2.0,2.0,1.0
276070279,1.0,1.0,1.0,1.0
276070280,1.0,1.0,1.0,1.0
276070281,2.0,-1.0,2.0,2.0
276070282,1.0,2.0,2.0,2.0
276070283,1.0,1.0,2.0,1.0
276070284,2.0,2.0,2.0,2.0
276070285,1.0,2.0,2.0,2.0
276070286,2.0,2.0,2.0,2.0
276070287,2.0,-1.0,2.0,2.0
276070288,2.0,2.0,2.0,2.0
276070289,2.0,2.0,2.0,2.0
276070290,2.0,1.0,1.0,2.0
276070291,2.0,1.0,2.0,2.0
276070292,1.0,2.0,1.0,1.0
276070293,1.0,1.0,1.0,1.0
276070294,1.0,1.0,1.0,1.0
276070295,1.0,1.0,1.0,1.0
276070296,1.0,1.0,2.0,1.0
276070297,1.0,-1.0,-1.0,-1.0
276070298,1.0,1.0,2.0,2.0
276070299,-1.0,-1.0,2.0,2.0
276070300,2.0,1.0,2.0,2.0
276070301,2.0,2.0,2.0,2.0
276070302,1.0,2.0,2.0,2.0
276070303,1.0,1.0,2.0,2.0
276070304,1.0,-1.0,-1.0,-1.0
276070305,1.0,1.0,2.0,1.0
276070306,1.0,2.0,2.0,2.0
276070307,1.0,-2.0,-2.0,1.0
276070308,1.0,-1.0,1.0,1.0
276070309,-1.0,2.0,2.0,-1.0
276070310,1.0,1.0,2.0,1.0
276070311,2.0,2.0,2.0,2.0
276070312,1.0,1.0,2.0,2.0
276070313,1.0,1.0,2.0,1.0
276070314,-1.0,2.0,-1.0,-1.0
276070315,2.0,2.0,2.0,2.0
276070316,2.0,2.0,2.0,2.0
276070317,1.0,-1.0,2.0,2.0
276070318,2.0,2.0,2.0,2.0
276070319,-1.0,-1.0,2.0,2.0
276070320,1.0,-1.0,-1.0,-1.0
276070321,1.0,2.0,2.0,2.0
276070322,1.0,1.0,2.0,2.0
276070323,1.0,-1.0,2.0,1.0
276070324,-1.0,-1.0,2.0,2.0
276070325,-1.0,-1.0,-1.0,-1.0
276070326,2.0,2.0,2.0,2.0
276070327,1.0,1.0,1.0,1.0
276070328,1.0,2.0,2.0,2.0
276070329,2.0,2.0,2.0,2.0
276070330,1.0,2.0,2.0,2.0
276070331,1.0,2.0,2.0,1.0
276070332,-1.0,-1.0,-1.0,-1.0
276070333,1.0,2.0,2.0,2.0
276070334,2.0,2.0,2.0,2.0
276070335,1.0,2.0,2.0,2.0
276070336,1.0,-1.0,2.0,1.0
276070337,-1.0,-1.0,-1.0,-1.0
276070338,1.0,1.0,1.0,1.0
276070339,1.0,2.0,2.0,2.0
276070340,2.0,-1.0,2.0,2.0
276070341,1.0,-1.0,2.0,2.0
276070342,1.0,-1.0,2.0,-1.0
276070343,1.0,1.0,-1.0,-1.0
276070344,1.0,1.0,2.0,2.0
276070345,2.0,2.0,2.0,2.0
276070346,2.0,2.0,2.0,2.0
276070347,1.0,2.0,2.0,2.0
276070348,1.0,1.0,2.0,2.0
276070349,1.0,1.0,2.0,2.0
276070350,2.0,2.0,2.0,2.0
276070351,-1.0,-1.0,-1.0,-1.0
276070352,1.0,1.0,2.0,2.0
276070353,1.0,1.0,-1.0,-1.0
276070354,1.0,1.0,-1.0,1.0
276070355,2.0,2.0,2.0,2.0
276070356,1.0,1.0,2.0,2.0
276070357,1.0,2.0,2.0,2.0
276070358,2.0,2.0,2.0,2.0
276070359,2.0,2.0,2.0,2.0
276070360,1.0,-1.0,-1.0,-1.0
276070361,1.0,1.0,2.0,2.0
276070362,-2.0,-2.0,-2.0,-2.0
276070363,2.0,2.0,2.0,2.0
276070364,1.0,1.0,2.0,2.0
276070365,-2.0,-2.0,-2.0,-2.0
276070366,1.0,1.0,2.0,1.0
276070367,1.0,1.0,1.0,1.0
276070368,2.0,2.0,2.0,2.0
276070369,2.0,2.0,2.0,2.0
276070370,2.0,2.0,2.0,2.0
276070371,2.0,2.0,2.0,2.0
276070372,1.0,1.0,1.0,1.0
276070373,-1.0,2.0,-1.0,-1.0
276070374,1.0,1.0,2.0,1.0
276070375,1.0,1.0,2.0,2.0
276070376,2.0,2.0,2.0,2.0
276070377,2.0,1.0,2.0,2.0
276070378,2.0,1.0,2.0,1.0
276070379,-1.0,-1.0,2.0,2.0
276070380,1.0,1.0,1.0,1.0
276070381,2.0,1.0,2.0,2.0
276070382,1.0,-1.0,-1.0,-1.0
276070383,1.0,1.0,2.0,2.0
276070384,1.0,2.0,2.0,2.0
276070385,1.0,1.0,2.0,1.0
276070386,1.0,1.0,2.0,2.0
276070387,2.0,2.0,2.0,2.0
276070388,2.0,2.0,2.0,2.0
276070389,2.0,2.0,2.0,2.0
276070390,1.0,1.0,1.0,1.0
276070391,-1.0,2.0,2.0,2.0
276070392,2.0,1.0,1.0,1.0
276070393,2.0,2.0,2.0,2.0
276070394,2.0,2.0,2.0,2.0
276070395,-1.0,-1.0,2.0,-1.0
276070396,1.0,1.0,1.0,1.0
276070397,2.0,2.0,2.0,2.0
276070398,1.0,2.0,2.0,2.0
276070399,1.0,2.0,2.0,2.0
276070400,1.0,1.0,1.0,1.0
276070401,1.0,1.0,2.0,1.0
276070402,1.0,1.0,2.0,2.0
276070403,1.0,2.0,2.0,2.0
276070404,1.0,2.0,2.0,2.0
276070405,1.0,1.0,2.0,2.0
276070406,2.0,2.0,2.0,2.0
276070407,2.0,2.0,2.0,2.0
276070408,2.0,2.0,2.0,2.0
276070409,1.0,1.0,2.0,2.0
276070410,1.0,1.0,1.0,1.0
276070411,1.0,1.0,-1.0,-1.0
276070412,2.0,1.0,2.0,2.0
276070413,2.0,2.0,2.0,2.0
276070414,1.0,1.0,1.0,1.0
276070415,1.0,1.0,2.0,2.0
276070416,2.0,2.0,2.0,2.0
276070417,1.0,2.0,2.0,2.0
276070418,1.0,2.0,2.0,2.0
276070419,2.0,2.0,2.0,2.0
276070420,1.0,2.0,2.0,2.0
276070421,2.0,2.0,2.0,2.0
276070422,1.0,1.0,1.0,1.0
276070423,1.0,2.0,2.0,2.0
276070424,1.0,2.0,2.0,2.0
276070425,2.0,2.0,2.0,2.0
276070426,1.0,2.0,2.0,1.0
276070427,1.0,1.0,1.0,2.0
276070428,-1.0,1.0,2.0,2.0
276070429,2.0,2.0,2.0,2.0
276070430,2.0,2.0,2.0,2.0
276070431,2.0,2.0,2.0,2.0
276070432,2.0,1.0,2.0,2.0
276070433,2.0,2.0,2.0,2.0
276070434,1.0,2.0,2.0,2.0
276070435,2.0,2.0,2.0,2.0
276070436,1.0,1.0,1.0,1.0
276070437,1.0,-1.0,2.0,1.0
276070438,1.0,1.0,1.0,1.0
276070439,1.0,-2.0,-2.0,-2.0
276070440,2.0,2.0,2.0,2.0
276070441,2.0,2.0,2.0,2.0
276070442,1.0,1.0,2.0,1.0
276070443,2.0,2.0,2.0,2.0
276070444,1.0,2.0,2.0,2.0
276070445,2.0,2.0,2.0,2.0
276070446,2.0,2.0,2.0,2.0
276070447,2.0,2.0,2.0,2.0
276070448,2.0,2.0,2.0,2.0
276070449,2.0,2.0,2.0,2.0
276070450,1.0,2.0,1.0,1.0
276070451,2.0,2.0,2.0,2.0
276070452,2.0,2.0,2.0,2.0
276070453,2.0,2.0,2.0,2.0
276070454,2.0,2.0,2.0,2.0
276070455,1.0,1.0,1.0,1.0
276070456,2.0,2.0,2.0,2.0
276070457,1.0,2.0,2.0,2.0
276070458,1.0,1.0,1.0,1.0
276070459,1.0,2.0,2.0,2.0
276070460,1.0,2.0,2.0,2.0
276070461,1.0,1.0,1.0,1.0
276070462,2.0,2.0,2.0,2.0
276070463,1.0,1.0,2.0,2.0
276070464,1.0,2.0,2.0,2.0
276070465,1.0,2.0,-1.0,-1.0
276070466,1.0,2.0,2.0,2.0
276070467,1.0,2.0,2.0,2.0
276070468,1.0,1.0,1.0,1.0
276070469,2.0,1.0,2.0,2.0
276070470,2.0,2.0,2.0,2.0
276070471,2.0,2.0,2.0,2.0
276070472,1.0,1.0,1.0,1.0
276070473,2.0,2.0,2.0,2.0
276070474,2.0,2.0,2.0,2.0
276070475,1.0,1.0,2.0,2.0
276070476,1.0,1.0,2.0,1.0
276070477,2.0,2.0,2.0,2.0
276070478,1.0,1.0,1.0,1.0
276070479,1.0,1.0,1.0,1.0
276070480,1.0,1.0,1.0,1.0
276070481,1.0,2.0,2.0,1.0
276070482,2.0,2.0,2.0,2.0
276070483,2.0,2.0,2.0,2.0
276070484,1.0,1.0,2.0,1.0
276070485,2.0,2.0,2.0,2.0
276070486,1.0,2.0,2.0,2.0
276070487,1.0,1.0,2.0,1.0
276070488,2.0,2.0,2.0,2.0
276070489,1.0,1.0,1.0,1.0
276070490,1.0,2.0,2.0,2.0
276070491,2.0,2.0,2.0,2.0
276070492,1.0,2.0,2.0,2.0
276070493,-1.0,-1.0,-1.0,-1.0
276070494,1.0,1.0,2.0,1.0
276070495,2.0,2.0,2.0,2.0
276070496,1.0,1.0,1.0,1.0
276070497,2.0,2.0,2.0,2.0
276070498,2.0,2.0,2.0,2.0
276070499,1.0,1.0,2.0,2.0
276070500,1.0,1.0,1.0,1.0
276070501,1.0,1.0,1.0,1.0
276070502,1.0,1.0,1.0,1.0
276070503,2.0,2.0,2.0,2.0
276070504,2.0,2.0,2.0,2.0
276070505,2.0,2.0,2.0,2.0
276070506,1.0,1.0,1.0,1.0
276070507,2.0,2.0,2.0,2.0
276070508,1.0,2.0,1.0,1.0
276070509,1.0,1.0,2.0,2.0
276070510,1.0,2.0,2.0,2.0
276070511,2.0,2.0,2.0,2.0
276070512,2.0,2.0,1.0,2.0
276070513,-1.0,2.0,2.0,2.0
276070514,2.0,2.0,2.0,2.0
276070515,1.0,1.0,2.0,2.0
276070516,1.0,-1.0,2.0,2.0
276070517,1.0,1.0,1.0,1.0
276070518,1.0,1.0,1.0,2.0
276070519,1.0,1.0,2.0,2.0
276070520,1.0,1.0,2.0,1.0
276070521,1.0,1.0,-1.0,2.0
276070522,-1.0,-1.0,-1.0,-1.0
276070523,1.0,2.0,1.0,-1.0
276070524,1.0,-1.0,2.0,2.0
276070525,1.0,1.0,2.0,1.0
276070526,1.0,1.0,2.0,1.0
276070527,1.0,2.0,2.0,2.0
276070528,1.0,1.0,2.0,2.0
276070529,-2.0,-2.0,2.0,2.0
276070530,1.0,1.0,2.0,2.0
276070531,2.0,2.0,2.0,2.0
276070532,1.0,2.0,2.0,2.0
276070533,1.0,2.0,2.0,2.0
276070534,-2.0,-2.0,-2.0,-2.0
276070535,1.0,1.0,1.0,1.0
276070536,2.0,2.0,2.0,2.0
276070537,1.0,2.0,2.0,2.0
276070538,1.0,2.0,2.0,2.0
276070539,1.0,1.0,1.0,1.0
276070540,1.0,1.0,1.0,1.0
276070541,1.0,2.0,2.0,1.0
276070542,2.0,2.0,2.0,2.0
276070543,2.0,2.0,2.0,2.0
276070544,2.0,2.0,2.0,2.0
276070545,2.0,2.0,2.0,2.0
276070546,1.0,1.0,2.0,2.0
276070547,1.0,1.0,2.0,1.0
276070548,1.0,1.0,2.0,2.0
276070549,1.0,-1.0,2.0,1.0
276070550,2.0,2.0,2.0,2.0
276070551,2.0,2.0,2.0,2.0
276070552,-1.0,-1.0,2.0,2.0
276070553,1.0,1.0,2.0,1.0
276070554,1.0,1.0,1.0,1.0
276070555,2.0,2.0,2.0,2.0
276070556,1.0,1.0,2.0,2.0
276070557,2.0,1.0,2.0,2.0
276070558,1.0,2.0,2.0,2.0
276070559,1.0,1.0,2.0,2.0
276070560,1.0,1.0,2.0,2.0
276070561,1.0,2.0,2.0,1.0
276070562,1.0,2.0,2.0,1.0
276070563,2.0,2.0,2.0,2.0
276070564,1.0,2.0,2.0,2.0
276070565,1.0,1.0,1.0,1.0
276070566,2.0,2.0,2.0,2.0
276070567,2.0,2.0,2.0,2.0
276070568,2.0,2.0,2.0,2.0
276070569,1.0,2.0,2.0,2.0
276070570,1.0,1.0,2.0,1.0
276070571,1.0,1.0,2.0,2.0
276070572,1.0,1.0,1.0,1.0
276070573,1.0,2.0,2.0,1.0
276070574,1.0,1.0,2.0,2.0
276070575,1.0,1.0,2.0,2.0
276070576,2.0,2.0,2.0,2.0
276070577,2.0,2.0,2.0,2.0
276070578,1.0,2.0,2.0,2.0
276070579,1.0,2.0,2.0,2.0
276070580,2.0,1.0,2.0,2.0
276070581,1.0,1.0,2.0,1.0
276070582,1.0,2.0,2.0,2.0
276070583,1.0,1.0,1.0,1.0
276070584,1.0,1.0,2.0,1.0
276070585,1.0,1.0,2.0,-1.0
276070586,2.0,2.0,2.0,2.0
276070587,-1.0,2.0,2.0,2.0
276070588,1.0,1.0,1.0,1.0
276070589,1.0,1.0,-1.0,-1.0
276070590,1.0,1.0,2.0,1.0
276070591,1.0,1.0,1.0,1.0
276070592,1.0,1.0,1.0,1.0
276070593,2.0,2.0,2.0,2.0
276070594,2.0,1.0,2.0,2.0
276070595,1.0,2.0,2.0,2.0
276070596,2.0,2.0,2.0,2.0
276070597,2.0,2.0,2.0,2.0
276070598,2.0,2.0,2.0,2.0
276070599,1.0,1.0,2.0,2.0
276070600,2.0,2.0,2.0,2.0
276070601,2.0,2.0,2.0,2.0
276070602,2.0,1.0,2.0,1.0
276070603,2.0,2.0,2.0,2.0
276070604,1.0,1.0,1.0,1.0
276070605,1.0,2.0,1.0,1.0
276070606,1.0,2.0,-1.0,-1.0
276070607,-1.0,-1.0,2.0,2.0
276070608,2.0,2.0,2.0,2.0
276070609,1.0,1.0,1.0,1.0
276070610,1.0,2.0,2.0,2.0
276070611,1.0,1.0,2.0,1.0
276070612,1.0,1.0,2.0,2.0
276070613,1.0,2.0,2.0,1.0
276070614,2.0,2.0,2.0,2.0
276070615,2.0,2.0,2.0,1.0
276070616,1.0,1.0,1.0,1.0
276070617,1.0,2.0,2.0,2.0
276070618,1.0,1.0,2.0,2.0
276070619,2.0,2.0,2.0,2.0
276070620,1.0,1.0,2.0,2.0
276070621,-1.0,2.0,2.0,2.0
276070622,1.0,1.0,2.0,2.0
276070623,2.0,2.0,2.0,2.0
276070624,2.0,2.0,2.0,2.0
276070625,2.0,2.0,2.0,2.0
276070626,-2.0,2.0,2.0,2.0
276070627,2.0,2.0,2.0,2.0
276070628,-2.0,-2.0,-2.0,-2.0
276070629,2.0,2.0,2.0,2.0
276070630,1.0,-1.0,2.0,1.0
276070631,-1.0,1.0,2.0,2.0
276070632,1.0,2.0,2.0,1.0
276070633,1.0,1.0,2.0,-1.0
276070634,1.0,2.0,2.0,2.0
276070635,-2.0,-1.0,2.0,-1.0
276070636,2.0,2.0,2.0,2.0
276070637,1.0,1.0,1.0,1.0
276070638,1.0,1.0,2.0,2.0
276070639,2.0,1.0,2.0,2.0
276070640,1.0,-1.0,2.0,2.0
276070641,1.0,1.0,2.0,1.0
276070642,1.0,2.0,2.0,1.0
276070643,2.0,2.0,2.0,2.0
276070644,2.0,2.0,2.0,2.0
276070645,2.0,2.0,2.0,2.0
276070646,-1.0,2.0,2.0,1.0
276070647,1.0,1.0,-1.0,-1.0
276070648,1.0,1.0,1.0,1.0
276070649,2.0,2.0,2.0,2.0
276070650,2.0,2.0,2.0,2.0
276070651,2.0,2.0,2.0,2.0
276070652,1.0,1.0,2.0,1.0
276070653,1.0,1.0,2.0,1.0
276070654,1.0,1.0,1.0,1.0
276070655,1.0,-1.0,2.0,2.0
276070656,1.0,2.0,2.0,2.0
276070657,1.0,1.0,1.0,1.0
276070658,2.0,2.0,2.0,2.0
276070659,1.0,1.0,1.0,1.0
276070660,2.0,2.0,2.0,2.0
276070661,2.0,2.0,2.0,2.0
276070662,2.0,2.0,2.0,2.0
276070663,2.0,2.0,2.0,2.0
276070664,2.0,2.0,2.0,2.0
276070665,1.0,2.0,2.0,-1.0
276070666,1.0,-1.0,2.0,1.0
276070667,1.0,2.0,2.0,2.0
276070668,1.0,2.0,2.0,1.0
276070669,1.0,2.0,2.0,2.0
276070670,1.0,1.0,2.0,1.0
276070671,1.0,1.0,1.0,1.0
276070672,1.0,1.0,2.0,1.0
276070673,2.0,2.0,2.0,2.0
276070674,2.0,2.0,2.0,2.0
276070675,2.0,2.0,2.0,2.0
276070676,1.0,2.0,2.0,2.0
276070677,1.0,1.0,1.0,1.0
276070678,1.0,2.0,2.0,2.0
276070679,2.0,1.0,2.0,2.0
276070680,1.0,2.0,2.0,2.0
276070681,-1.0,2.0,2.0,2.0
276070682,1.0,2.0,2.0,1.0
276070683,2.0,2.0,2.0,2.0
276070684,1.0,1.0,2.0,2.0
276070685,2.0,-1.0,2.0,2.0
276070686,1.0,-1.0,2.0,-1.0
276070687,2.0,2.0,2.0,2.0
