D_INTERVIEW,Q224,Q225,Q226,Q227,Q228,Q229,Q230,Q231,Q232,Q233
51070064,3.0,-1.0,3.0,-1.0,-1.0,3.0,2.0,-1.0,-1.0,3.0
51070065,4.0,-1.0,-1.0,1.0,3.0,4.0,3.0,2.0,-1.0,2.0
51070066,2.0,4.0,2.0,4.0,1.0,-1.0,4.0,4.0,2.0,1.0
51070067,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0
51070068,3.0,2.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0
51070069,2.0,3.0,-1.0,3.0,3.0,-1.0,-1.0,4.0,3.0,2.0
51070070,2.0,2.0,3.0,2.0,3.0,3.0,-1.0,3.0,4.0,2.0
51070071,2.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,4.0,2.0,1.0
51070072,4.0,-1.0,-1.0,2.0,2.0,-1.0,2.0,4.0,2.0,2.0
51070073,3.0,3.0,3.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0
51070074,3.0,2.0,2.0,1.0,4.0,4.0,2.0,3.0,2.0,2.0
51070075,4.0,2.0,-1.0,2.0,-1.0,-1.0,2.0,4.0,-1.0,2.0
51070076,3.0,4.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0
51070077,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0
51070078,3.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0
51070079,2.0,4.0,-1.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0
51070080,-1.0,3.0,3.0,2.0,3.0,3.0,3.0,-1.0,2.0,3.0
51070081,2.0,3.0,4.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0
51070082,2.0,-1.0,2.0,-1.0,3.0,-1.0,-1.0,-1.0,2.0,-1.0
51070083,2.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,3.0,-1.0,3.0
51070084,3.0,1.0,3.0,2.0,2.0,2.0,-1.0,2.0,2.0,1.0
51070085,3.0,4.0,3.0,1.0,1.0,4.0,3.0,4.0,3.0,1.0
51070086,3.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1.0,3.0
51070087,4.0,3.0,1.0,-1.0,1.0,4.0,1.0,4.0,2.0,1.0
51070088,3.0,-1.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0
51070089,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0
51070090,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0
51070091,2.0,-1.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0
51070092,2.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,1.0,2.0
51070093,-1.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0
51070094,3.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,1.0
51070095,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0
51070096,4.0,3.0,4.0,2.0,-1.0,-1.0,2.0,4.0,3.0,4.0
51070097,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0
51070098,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,1.0
51070099,1.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0
51070100,4.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0
51070101,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0
51070102,4.0,4.0,4.0,4.0,1.0,-1.0,1.0,3.0,4.0,3.0
51070103,3.0,3.0,3.0,4.0,-1.0,3.0,2.0,3.0,-1.0,2.0
51070104,2.0,2.0,2.0,2.0,-1.0,2.0,-1.0,4.0,3.0,1.0
51070105,4.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0
51070106,3.0,2.0,3.0,1.0,3.0,3.0,2.0,4.0,3.0,2.0
51070107,3.0,3.0,-1.0,2.0,3.0,-1.0,-1.0,4.0,3.0,-1.0
51070108,4.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,3.0,1.0
51070109,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0
51070110,1.0,3.0,1.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0
51070111,3.0,-1.0,-1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0
51070112,4.0,2.0,3.0,1.0,3.0,4.0,1.0,2.0,3.0,3.0
51070113,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0
51070114,2.0,4.0,3.0,4.0,2.0,2.0,-1.0,4.0,2.0,2.0
51070115,2.0,4.0,4.0,-1.0,3.0,3.0,-1.0,4.0,2.0,2.0
51070116,-1.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0
51070117,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,3.0,1.0
51070118,3.0,2.0,-1.0,1.0,3.0,-1.0,1.0,-1.0,1.0,1.0
51070119,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0
51070120,4.0,1.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0
51070121,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0
51070122,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0
51070123,3.0,1.0,3.0,1.0,4.0,4.0,2.0,3.0,3.0,1.0
51070124,1.0,4.0,1.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0
51070125,2.0,1.0,1.0,4.0,4.0,3.0,1.0,4.0,4.0,1.0
51070126,2.0,-1.0,2.0,2.0,-1.0,3.0,2.0,3.0,1.0,1.0
51070127,-1.0,-1.0,2.0,-1.0,-1.0,3.0,-1.0,2.0,4.0,2.0
51070128,3.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0
51070129,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0
51070130,2.0,3.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0
51070131,1.0,-1.0,4.0,1.0,4.0,4.0,1.0,-1.0,2.0,1.0
51070132,3.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0
51070133,3.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,1.0
51070134,2.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0
51070135,4.0,4.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0
51070136,3.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0
51070137,3.0,3.0,2.0,2.0,3.0,3.0,-1.0,-1.0,2.0,1.0
51070138,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0
51070139,2.0,1.0,4.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0
51070140,-1.0,2.0,3.0,3.0,3.0,2.0,2.0,-1.0,2.0,1.0
51070141,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,1.0
51070142,4.0,2.0,2.0,2.0,4.0,-1.0,1.0,2.0,3.0,1.0
51070143,1.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,1.0,1.0
51070144,3.0,2.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0
51070145,4.0,1.0,4.0,1.0,4.0,4.0,3.0,4.0,2.0,1.0
51070146,3.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0
51070147,3.0,-1.0,4.0,-1.0,2.0,-1.0,2.0,3.0,2.0,2.0
51070148,3.0,4.0,4.0,1.0,4.0,4.0,2.0,4.0,2.0,1.0
51070149,3.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0
51070150,4.0,1.0,4.0,-1.0,4.0,4.0,4.0,3.0,4.0,1.0
51070151,4.0,4.0,4.0,4.0,4.0,3.0,-1.0,4.0,4.0,1.0
51070152,-1.0,-1.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,1.0
51070153,2.0,2.0,-1.0,2.0,4.0,4.0,2.0,4.0,2.0,1.0
51070154,2.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,4.0,1.0,1.0
51070155,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0
51070156,1.0,4.0,3.0,4.0,2.0,1.0,2.0,4.0,1.0,1.0
51070157,-1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,-1.0,1.0,1.0
51070158,3.0,3.0,4.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0
51070159,3.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0
51070160,2.0,4.0,4.0,3.0,1.0,1.0,4.0,3.0,4.0,2.0
51070161,2.0,4.0,4.0,4.0,1.0,3.0,1.0,3.0,4.0,1.0
51070162,2.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0
51070163,4.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,2.0,2.0
51070164,4.0,4.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,1.0
51070165,2.0,4.0,1.0,3.0,2.0,2.0,1.0,4.0,1.0,4.0
51070166,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0
51070167,4.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0
51070168,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0
51070169,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0
51070170,-1.0,-1.0,3.0,-1.0,3.0,3.0,3.0,4.0,1.0,1.0
51070171,-1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0
51070172,3.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0
51070173,3.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0
51070174,4.0,-1.0,-1.0,1.0,-1.0,4.0,2.0,4.0,1.0,1.0
51070175,4.0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0
51070176,4.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,1.0
51070177,3.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0
51070178,3.0,2.0,1.0,3.0,4.0,4.0,2.0,4.0,1.0,1.0
51070179,4.0,3.0,4.0,1.0,1.0,2.0,4.0,2.0,4.0,3.0
51070180,3.0,-1.0,-1.0,-1.0,3.0,3.0,1.0,4.0,1.0,1.0
51070181,1.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,1.0,2.0
51070182,4.0,3.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,3.0
51070183,2.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,2.0,1.0
51070184,3.0,1.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0
51070185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,1.0
51070186,4.0,4.0,2.0,1.0,2.0,2.0,2.0,-1.0,2.0,2.0
51070187,4.0,2.0,4.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0
51070188,3.0,4.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0
51070189,-1.0,-1.0,2.0,2.0,-1.0,3.0,-1.0,2.0,-1.0,2.0
51070190,4.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
51070191,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0
51070192,3.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,1.0,1.0
51070193,2.0,-1.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,1.0
51070194,4.0,1.0,3.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0
51070195,3.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0
51070196,4.0,2.0,1.0,1.0,3.0,3.0,3.0,-1.0,2.0,1.0
51070197,-1.0,-1.0,2.0,1.0,-1.0,3.0,2.0,3.0,-1.0,2.0
51070198,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0
51070199,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0
51070200,2.0,2.0,2.0,2.0,2.0,-1.0,2.0,4.0,4.0,1.0
51070201,3.0,2.0,-1.0,-1.0,-1.0,-2.0,-1.0,3.0,-1.0,1.0
51070202,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0
51070203,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0
51070204,2.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0
51070205,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0
51070206,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0
51070207,2.0,4.0,3.0,1.0,3.0,3.0,1.0,4.0,2.0,1.0
51070208,4.0,1.0,4.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0
51070209,2.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,1.0
51070210,4.0,-1.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0
51070211,3.0,4.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0
51070212,2.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0
51070213,2.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0
51070214,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0
51070215,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0
51070216,4.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,1.0
51070217,4.0,4.0,2.0,1.0,3.0,4.0,2.0,2.0,3.0,3.0
51070218,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0
51070219,2.0,4.0,4.0,2.0,4.0,-1.0,2.0,2.0,-1.0,1.0
51070220,4.0,-1.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,1.0
51070221,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0
51070222,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0
51070223,2.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0
51070224,4.0,1.0,-1.0,1.0,-1.0,3.0,3.0,2.0,3.0,2.0
51070225,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,1.0
51070226,1.0,4.0,2.0,4.0,1.0,-2.0,4.0,4.0,1.0,1.0
51070227,-1.0,4.0,1.0,3.0,4.0,4.0,1.0,4.0,1.0,3.0
51070228,1.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,1.0
51070229,1.0,-1.0,1.0,-1.0,2.0,3.0,-1.0,-1.0,-1.0,1.0
51070230,3.0,-1.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0
51070231,-1.0,-1.0,-1.0,2.0,2.0,-1.0,-1.0,4.0,3.0,1.0
51070232,1.0,4.0,3.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0
51070233,1.0,4.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
51070234,3.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0
51070235,3.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0
51070236,3.0,3.0,1.0,1.0,4.0,3.0,1.0,4.0,1.0,1.0
51070237,3.0,-1.0,-1.0,3.0,4.0,-1.0,2.0,-1.0,2.0,1.0
51070238,3.0,1.0,4.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0
51070239,4.0,1.0,-1.0,1.0,-1.0,4.0,3.0,-1.0,1.0,1.0
51070240,4.0,-1.0,4.0,1.0,4.0,4.0,-1.0,4.0,4.0,1.0
51070241,4.0,1.0,4.0,1.0,4.0,4.0,3.0,4.0,-1.0,1.0
51070242,3.0,3.0,3.0,1.0,4.0,4.0,2.0,2.0,1.0,3.0
51070243,2.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0
51070244,4.0,2.0,3.0,1.0,3.0,4.0,2.0,-1.0,2.0,1.0
51070245,-1.0,-1.0,-2.0,-1.0,-1.0,-1.0,4.0,4.0,-1.0,4.0
51070246,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0
51070247,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0
51070248,4.0,1.0,2.0,2.0,4.0,4.0,2.0,4.0,1.0,1.0
51070249,2.0,-1.0,4.0,4.0,4.0,4.0,-1.0,-2.0,1.0,1.0
51070250,2.0,-2.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
51070251,1.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0
51070252,4.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,1.0,1.0
51070253,2.0,4.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0
51070254,2.0,4.0,2.0,4.0,2.0,1.0,1.0,4.0,4.0,1.0
51070255,2.0,2.0,2.0,4.0,1.0,2.0,4.0,4.0,1.0,1.0
51070256,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,4.0,1.0,1.0
51070257,2.0,4.0,4.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0
51070258,1.0,3.0,3.0,4.0,3.0,1.0,-1.0,4.0,1.0,1.0
51070259,1.0,4.0,4.0,1.0,4.0,2.0,1.0,4.0,1.0,1.0
51070260,3.0,3.0,4.0,1.0,4.0,4.0,-1.0,4.0,1.0,1.0
51070261,4.0,4.0,4.0,-1.0,4.0,2.0,-1.0,4.0,-1.0,1.0
51070262,4.0,4.0,1.0,4.0,1.0,4.0,2.0,3.0,1.0,2.0
51070263,1.0,1.0,4.0,1.0,3.0,4.0,4.0,1.0,4.0,4.0
51070264,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0
51070265,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0
51070266,3.0,4.0,3.0,3.0,1.0,2.0,1.0,4.0,4.0,2.0
51070267,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0
51070268,-1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0
51070269,3.0,2.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,2.0
51070270,-1.0,-1.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,1.0
51070271,-1.0,-1.0,1.0,2.0,1.0,4.0,1.0,4.0,1.0,1.0
51070272,2.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0
51070273,2.0,4.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0
51070274,-1.0,2.0,4.0,-1.0,-1.0,2.0,-1.0,-1.0,1.0,2.0
51070275,4.0,-1.0,-1.0,2.0,4.0,4.0,2.0,2.0,3.0,1.0
51070276,2.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,1.0,1.0
51070277,4.0,3.0,4.0,1.0,1.0,4.0,1.0,-1.0,2.0,1.0
51070278,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,1.0
51070279,3.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0
51070280,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0
51070281,4.0,-1.0,4.0,2.0,4.0,3.0,1.0,4.0,2.0,2.0
51070282,4.0,4.0,4.0,1.0,4.0,-1.0,1.0,2.0,2.0,1.0
51070283,3.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0
51070284,4.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,1.0,3.0
51070285,4.0,-1.0,-1.0,2.0,-1.0,4.0,1.0,-1.0,-1.0,1.0
51070286,3.0,-1.0,4.0,2.0,1.0,3.0,2.0,4.0,-1.0,1.0
51070287,-1.0,-1.0,2.0,2.0,3.0,-1.0,-1.0,4.0,2.0,2.0
51070288,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0
51070289,4.0,-1.0,3.0,2.0,2.0,-1.0,-1.0,4.0,2.0,1.0
51070290,4.0,3.0,3.0,2.0,-1.0,4.0,2.0,4.0,2.0,1.0
51070291,2.0,4.0,-1.0,-1.0,-1.0,3.0,-1.0,4.0,1.0,2.0
51070292,3.0,1.0,3.0,1.0,4.0,3.0,3.0,4.0,2.0,1.0
51070293,4.0,2.0,-1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
51070294,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,1.0
51070295,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0
51070296,4.0,3.0,4.0,3.0,-1.0,4.0,1.0,4.0,3.0,1.0
51070297,3.0,-1.0,-1.0,3.0,4.0,4.0,2.0,3.0,1.0,1.0
51070298,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
51070299,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,4.0,1.0,1.0
51070300,-1.0,-1.0,-1.0,1.0,-1.0,4.0,-1.0,4.0,1.0,1.0
51070301,4.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0
51070302,2.0,-1.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,1.0
51070303,1.0,1.0,2.0,-1.0,3.0,2.0,-1.0,4.0,1.0,1.0
51070304,3.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0
51070305,1.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0
51070306,2.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,-1.0,1.0
51070307,-1.0,-1.0,1.0,1.0,2.0,-1.0,1.0,4.0,1.0,1.0
