D_INTERVIEW,Q224,Q225,Q226,Q227,Q228,Q229,Q230,Q231,Q232,Q233
528070292,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
528070293,1,3,3,4,1,1,4,4,1,1
528070294,1,4,2,3,2,2,4,4,2,2
528070295,1,-5,-5,-5,1,1,-5,-5,2,3
528070296,2,-1,2,-1,3,2,-1,3,3,2
528070297,2,4,4,4,2,1,4,4,2,2
528070298,2,2,3,4,2,3,4,4,2,2
528070299,1,4,2,4,2,2,4,4,1,1
528070300,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
528070301,2,4,3,4,2,2,4,4,2,2
528070302,1,4,4,4,3,2,2,3,2,2
528070303,1,-1,-1,-1,-1,-1,-1,4,1,1
528070304,1,4,4,4,1,1,4,4,1,1
528070305,1,3,3,3,2,2,3,3,2,2
528070306,1,4,3,3,2,2,3,4,1,2
528070307,2,-1,2,-1,2,-1,-1,3,2,1
528070308,1,3,4,3,2,1,4,4,1,1
528070309,-2,-1,-1,-1,-1,-1,-1,-5,-5,-2
528070310,1,4,4,3,1,1,4,3,2,1
528070311,1,4,3,4,2,1,4,4,1,2
528070312,1,3,4,4,2,2,4,4,1,1
528070313,1,4,4,4,2,1,4,4,1,1
528070314,2,-1,2,2,3,3,3,3,2,3
528070315,-1,4,-1,-1,-1,-1,-1,4,1,2
528070316,-1,-1,-1,2,-1,-1,2,-1,-1,1
528070317,1,4,4,4,2,2,4,4,1,1
528070318,1,4,4,4,3,1,4,4,1,1
528070319,-1,-1,-1,-1,2,-1,-1,4,4,2
528070320,1,2,4,3,1,1,3,4,1,1
528070321,1,-1,2,4,2,2,4,4,2,2
528070322,2,3,2,2,3,3,2,4,1,2
528070323,1,4,1,-1,2,1,-1,4,3,2
528070324,1,4,4,4,1,1,4,4,1,1
528070325,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
528070326,2,3,1,-1,2,2,-1,-1,1,1
528070327,-1,-1,-1,-1,-1,-1,4,-1,2,2
528070328,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
528070329,-1,2,-1,-1,2,-1,-1,4,-1,2
528070330,2,3,3,2,4,4,-1,3,3,2
528070331,-1,-1,-5,-5,1,-1,-5,-1,-1,2
528070332,1,4,4,4,1,1,4,4,2,1
528070333,1,3,2,3,2,2,3,3,3,1
528070334,2,-1,3,-1,2,2,3,3,2,1
528070335,1,4,3,4,2,1,4,4,2,1
528070336,1,4,3,4,2,1,4,4,1,2
528070337,1,3,3,3,2,2,4,3,2,1
528070338,1,4,4,4,2,1,4,4,1,2
528070339,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
528070340,3,-1,-1,3,3,3,2,3,3,3
528070341,1,3,3,3,2,2,4,4,2,2
528070342,1,3,2,3,3,2,4,4,1,1
528070343,1,4,4,4,1,1,4,4,1,1
528070344,-1,1,2,-1,3,4,4,4,2,2
528070345,1,-1,3,3,2,-1,-1,4,2,2
528070346,1,3,4,4,2,1,4,3,2,2
528070347,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
528070348,1,4,4,4,1,1,4,4,1,2
528070349,2,3,3,3,2,3,-1,3,2,2
528070350,1,-1,-1,-1,-1,-1,-1,4,2,2
528070351,1,-1,-1,3,2,2,3,3,2,2
528070352,1,-1,-1,-1,-1,1,-1,-1,1,1
528070353,1,4,3,4,2,2,4,4,1,1
528070354,1,4,3,4,1,1,4,4,1,1
528070355,-1,1,1,-1,3,-1,-1,4,4,-1
528070356,1,-5,3,-5,1,1,-5,4,1,2
528070357,1,3,3,3,3,2,3,3,3,3
528070358,1,4,4,4,2,2,4,4,2,2
528070359,1,3,3,3,2,2,4,4,1,2
528070360,1,3,2,3,2,2,3,3,2,3
528070361,-1,4,-1,-1,-1,-1,-1,-1,3,1
528070362,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
528070363,2,2,2,3,2,2,2,3,4,1
528070364,1,4,4,4,1,1,4,4,1,2
528070365,1,3,4,3,-1,1,3,4,3,-1
528070366,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
528070367,1,4,4,4,2,2,-5,4,1,1
528070368,1,4,4,4,1,2,4,4,3,2
528070369,1,-1,4,4,1,1,4,4,1,2
528070370,1,-1,-1,-1,3,-1,-1,-1,-1,1
528070371,4,4,4,4,2,2,3,4,3,2
528070372,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
528070373,1,4,3,4,2,2,4,4,1,1
528070374,1,-1,-1,4,1,-1,4,4,1,1
528070375,1,-5,-1,-5,1,1,-5,-5,1,1
528070376,2,4,4,4,2,2,4,4,2,2
528070377,2,-1,4,2,2,3,3,3,2,2
528070378,1,2,4,-1,2,-1,-1,-1,3,2
528070379,1,4,4,4,2,1,3,4,1,1
528070380,-1,-1,-1,-1,2,-1,-1,-1,-1,-1
528070381,2,3,4,3,4,2,3,4,2,2
528070382,1,4,4,4,1,1,4,4,1,1
528070383,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
528070384,1,4,3,2,2,2,4,4,2,2
528070385,1,-1,-1,-1,-1,-1,3,3,-1,-1
528070386,1,4,3,3,2,2,-1,4,2,3
528070387,2,4,4,4,1,-1,4,4,2,2
528070388,1,4,-1,4,-1,3,4,4,-1,2
528070389,1,4,4,4,2,1,4,4,1,1
528070390,1,4,2,4,2,2,4,4,1,2
528070391,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
528070392,1,2,2,3,2,-1,4,-1,3,1
528070393,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
528070394,1,-1,2,4,3,2,4,4,2,-1
528070395,1,-1,2,4,1,1,4,4,1,1
528070396,2,3,3,4,2,2,3,4,2,1
528070397,-1,2,1,1,4,4,1,-1,4,-1
528070398,1,4,-1,4,3,-1,3,3,3,3
528070399,2,-1,3,2,2,2,3,3,2,2
528070400,1,4,3,3,2,2,3,4,2,2
528070401,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
528070402,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
528070403,1,4,2,3,2,2,2,3,3,2
528070404,-1,-1,1,2,3,3,2,3,2,1
528070405,1,-1,-1,-1,1,-1,-1,-1,-1,3
528070406,4,-1,1,-1,4,4,-1,-1,4,2
528070407,1,4,2,4,2,-1,4,4,2,1
528070408,4,1,1,1,4,4,1,1,3,3
528070409,2,4,3,4,1,2,3,4,2,2
528070410,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
528070411,2,-1,3,3,2,2,3,3,2,2
528070412,1,3,3,3,2,2,3,3,3,3
528070413,1,4,3,4,2,2,4,4,2,1
528070414,1,4,3,4,2,2,4,4,1,1
528070415,2,-1,3,4,2,2,3,4,2,1
528070416,1,4,4,4,2,2,4,4,1,1
528070417,-1,-1,2,-1,3,3,-1,-1,3,2
528070418,1,4,4,4,2,1,4,4,3,2
528070419,-1,-1,3,-1,2,2,-1,4,-1,1
528070420,2,-1,3,3,-1,-1,-1,4,4,1
528070421,1,4,-1,4,3,2,2,4,4,-1
528070422,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
528070423,1,4,4,4,1,1,4,4,1,1
528070424,1,2,4,3,4,3,3,3,2,3
528070425,1,4,2,4,2,2,4,4,1,1
528070426,1,4,4,4,2,1,4,4,1,1
528070427,1,-1,-1,2,-1,-1,2,4,2,3
528070428,-1,2,2,3,2,2,3,4,1,2
528070429,1,4,4,4,1,1,4,4,2,1
528070430,1,4,2,-1,2,1,-1,4,2,1
528070431,1,-1,-1,3,2,2,4,4,1,1
528070432,1,4,4,4,1,1,4,4,2,2
528070433,1,1,1,3,2,2,4,4,2,1
528070434,1,4,2,4,2,3,4,4,1,1
528070435,1,3,3,3,2,3,4,3,2,1
528070436,1,4,3,4,2,2,4,4,2,3
528070437,2,3,2,2,2,3,-1,-2,2,3
528070438,1,3,3,3,2,2,3,3,2,1
528070439,1,4,4,4,4,2,-1,4,3,2
528070440,2,1,3,4,2,3,4,4,4,2
528070441,2,-1,-1,-1,-1,3,-1,4,4,3
528070442,2,-1,-5,3,2,2,4,4,1,1
528070443,-1,-1,-1,-1,-1,-1,-1,4,-1,-1
528070444,4,4,1,1,4,3,1,-1,4,1
528070445,1,3,3,3,2,2,3,3,2,2
528070446,1,1,2,4,2,2,4,4,1,1
528070447,1,3,3,4,2,1,4,4,1,1
528070448,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
528070449,1,4,3,4,2,3,3,4,1,1
528070450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
528070451,1,3,2,3,4,3,3,4,2,1
528070452,1,4,4,3,3,2,3,4,2,2
528070453,1,4,3,3,2,2,4,4,2,2
528070454,1,3,4,3,1,2,3,4,1,1
528070455,1,4,4,4,2,2,4,4,3,2
528070456,1,4,4,4,2,1,4,4,1,1
528070457,1,-1,4,4,2,2,4,3,3,2
528070458,2,2,3,3,2,2,4,4,2,2
528070459,1,-1,4,4,2,1,4,4,1,2
528070460,1,4,4,4,2,-1,4,4,2,2
528070461,1,4,4,3,2,1,4,3,1,2
528070462,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
528070463,-1,-1,4,-1,2,1,-1,-1,2,2
528070464,2,3,4,4,2,2,1,4,2,2
528070465,1,4,3,3,2,2,3,4,1,1
528070466,1,2,3,3,3,3,3,3,3,3
528070467,1,4,4,4,3,1,4,4,2,1
528070468,1,3,2,1,2,3,4,4,4,3
528070469,1,3,2,4,2,-1,4,4,3,2
528070470,1,4,4,4,2,3,-1,4,2,2
528070471,1,4,3,4,1,1,4,4,1,1
528070472,1,3,3,4,2,1,4,3,2,1
528070473,1,3,4,3,2,-1,3,3,2,2
528070474,1,4,2,4,1,3,4,4,2,1
528070475,2,1,2,-1,3,4,-1,3,-1,2
528070476,1,4,4,4,1,1,4,4,1,1
528070477,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
528070478,1,4,4,4,2,2,4,4,2,2
528070479,1,2,1,3,2,2,2,3,1,1
528070480,1,-1,3,-1,2,3,2,3,4,1
528070481,-1,4,2,-1,1,-1,-1,4,3,1
528070482,1,4,4,4,1,1,4,4,1,1
528070483,2,-1,-1,-1,2,3,4,4,3,2
528070484,1,4,-1,1,-1,1,-1,4,-1,1
528070485,2,3,3,3,3,2,4,4,2,2
528070486,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
528070487,1,2,2,3,2,2,3,3,1,1
528070488,1,-1,3,4,1,1,4,4,1,1
528070489,1,4,4,4,1,2,4,4,2,1
528070490,2,-1,2,4,2,2,-1,-1,2,2
528070491,1,4,3,4,2,2,4,4,1,1
528070492,1,-1,-1,4,1,1,4,4,3,2
528070493,1,-1,-1,4,1,1,4,4,1,1
528070494,1,4,4,4,1,1,4,4,1,2
528070495,1,4,-1,-1,2,-1,-1,3,2,1
528070496,2,3,4,4,2,2,4,4,2,2
528070497,1,4,3,4,2,1,4,4,2,2
528070498,1,4,4,4,1,1,4,4,2,2
528070499,1,-1,2,3,3,3,4,4,3,1
528070500,2,1,3,3,2,2,3,3,2,3
528070501,1,4,4,4,1,1,4,3,2,2
528070502,1,4,4,4,1,1,4,4,1,1
528070503,1,4,4,4,1,1,4,4,1,1
528070504,2,-1,3,3,2,2,3,4,2,2
528070505,2,4,4,4,2,-1,4,3,2,1
528070506,1,4,4,4,1,1,4,4,1,1
528070507,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
528070508,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
528070509,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
528070510,2,3,4,4,3,3,4,4,4,2
528070511,1,4,4,4,1,1,4,4,1,2
528070512,1,-1,-1,4,3,2,4,-1,3,3
528070513,1,4,4,4,2,1,4,4,1,1
528070514,1,4,4,4,2,2,4,4,2,1
528070515,2,2,2,2,2,2,2,2,2,2
528070516,1,-1,-1,-1,-1,-1,4,4,-1,2
528070517,2,1,1,-1,3,3,3,2,3,-1
528070518,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
528070519,1,4,2,-1,2,3,-1,-1,4,3
528070520,1,4,4,4,1,1,4,4,1,1
528070521,-2,-2,-1,4,4,3,4,3,4,3
528070522,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
528070523,-1,-2,-1,-1,3,4,4,3,4,3
528070524,1,4,3,3,2,2,2,4,3,2
