D_INTERVIEW,Q224,Q225,Q226,Q227,Q228,Q229,Q230,Q231,Q232,Q233
528070030,1.0,3.0,4.0,4.0,2.0,1.0,4.0,4.0,1.0,1.0
528070031,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
528070032,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
528070033,1.0,4.0,-1.0,4.0,-1.0,-1.0,4.0,4.0,-1.0,1.0
528070034,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
528070035,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
528070036,1.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0
528070037,1.0,-1.0,-1.0,-1.0,2.0,2.0,-1.0,-1.0,2.0,2.0
528070038,1.0,3.0,3.0,-1.0,2.0,-1.0,-1.0,4.0,1.0,1.0
528070039,1.0,4.0,3.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0
528070040,3.0,3.0,3.0,3.0,2.0,2.0,-1.0,-1.0,2.0,2.0
528070041,1.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0
528070042,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0
528070043,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
528070044,1.0,4.0,4.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0
528070045,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
528070046,4.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,4.0
528070047,1.0,3.0,4.0,4.0,1.0,1.0,4.0,3.0,1.0,1.0
528070048,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0
528070049,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
528070050,1.0,-1.0,-1.0,-1.0,2.0,2.0,-1.0,3.0,2.0,2.0
528070051,1.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,1.0
528070052,2.0,3.0,1.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0
528070053,2.0,3.0,4.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0
528070054,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
528070055,1.0,2.0,4.0,4.0,2.0,1.0,4.0,4.0,1.0,2.0
528070056,1.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0
528070057,1.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0
528070058,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0
528070059,1.0,-1.0,2.0,2.0,2.0,2.0,2.0,-1.0,4.0,2.0
528070060,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
528070061,1.0,3.0,3.0,3.0,1.0,1.0,4.0,3.0,2.0,2.0
528070062,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0
528070063,2.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,3.0,-1.0,3.0
528070064,1.0,-1.0,-1.0,-5.0,-1.0,-1.0,-5.0,-5.0,2.0,2.0
528070065,1.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0
528070066,1.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,1.0,1.0
528070067,1.0,2.0,-5.0,3.0,2.0,-1.0,-1.0,3.0,3.0,1.0
528070068,1.0,-1.0,-1.0,-1.0,2.0,2.0,-1.0,4.0,1.0,1.0
528070069,1.0,4.0,4.0,4.0,1.0,2.0,4.0,4.0,2.0,1.0
528070070,2.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0
528070071,1.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,1.0,2.0
528070072,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
528070073,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0
528070074,1.0,-5.0,-5.0,-5.0,4.0,2.0,-5.0,-5.0,1.0,1.0
528070075,1.0,3.0,2.0,4.0,2.0,-1.0,-1.0,4.0,3.0,2.0
528070076,4.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0
528070077,1.0,3.0,3.0,4.0,1.0,1.0,4.0,4.0,2.0,2.0
528070078,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,2.0,3.0
528070079,2.0,-1.0,2.0,-1.0,-1.0,3.0,-1.0,4.0,2.0,3.0
528070080,1.0,-1.0,-1.0,4.0,1.0,-1.0,4.0,-1.0,1.0,1.0
528070081,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
528070082,1.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0
528070083,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0
528070084,1.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0
528070085,1.0,-5.0,-5.0,-5.0,1.0,3.0,4.0,-5.0,2.0,1.0
528070086,2.0,4.0,1.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0
528070087,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0
528070088,2.0,3.0,2.0,3.0,2.0,-1.0,-1.0,-1.0,4.0,3.0
528070089,-1.0,-2.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
528070090,1.0,4.0,4.0,4.0,2.0,3.0,-1.0,4.0,2.0,2.0
528070091,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0
528070092,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
528070093,4.0,1.0,3.0,1.0,4.0,4.0,1.0,3.0,4.0,2.0
528070094,1.0,-1.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,1.0
528070095,1.0,-1.0,-1.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0
528070096,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0
528070097,1.0,4.0,3.0,3.0,1.0,1.0,4.0,4.0,3.0,4.0
528070098,1.0,4.0,4.0,4.0,1.0,2.0,4.0,4.0,1.0,3.0
528070099,2.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0
528070100,1.0,-1.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,2.0
528070101,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,2.0,1.0
528070102,1.0,-1.0,-1.0,-1.0,2.0,1.0,-1.0,4.0,1.0,2.0
528070103,2.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0
528070104,2.0,3.0,-1.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0
528070105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,2.0
528070106,1.0,4.0,4.0,3.0,1.0,1.0,4.0,4.0,3.0,2.0
528070107,2.0,-1.0,2.0,-1.0,2.0,2.0,-1.0,-1.0,2.0,1.0
528070108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
528070109,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0
528070110,1.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0
528070111,1.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,1.0,1.0
528070112,2.0,-1.0,2.0,-1.0,2.0,-1.0,4.0,4.0,1.0,1.0
528070113,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
528070114,-1.0,-1.0,-1.0,3.0,2.0,2.0,-1.0,3.0,2.0,2.0
528070115,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,2.0,2.0
528070116,1.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,1.0
528070117,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,3.0,3.0,-1.0
528070118,1.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
528070119,1.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,1.0,1.0
528070120,1.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0
528070121,1.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0
528070122,1.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0
528070123,2.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0
528070124,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
528070125,4.0,4.0,-1.0,-1.0,4.0,4.0,-1.0,4.0,-1.0,4.0
528070126,1.0,-1.0,4.0,3.0,2.0,2.0,4.0,4.0,1.0,1.0
528070127,1.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0
528070128,1.0,4.0,3.0,4.0,1.0,1.0,4.0,4.0,2.0,1.0
528070129,1.0,3.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,2.0
528070130,1.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0
528070131,1.0,-1.0,3.0,-1.0,2.0,2.0,-1.0,4.0,2.0,2.0
528070132,2.0,2.0,1.0,-1.0,3.0,-1.0,-1.0,3.0,2.0,1.0
528070133,-1.0,-2.0,-2.0,-5.0,-1.0,-5.0,-5.0,-1.0,-2.0,-2.0
528070134,2.0,-1.0,2.0,2.0,2.0,-1.0,-1.0,3.0,3.0,2.0
528070135,1.0,3.0,3.0,4.0,2.0,1.0,4.0,4.0,2.0,1.0
528070136,1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0
528070137,2.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0
528070138,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0
528070139,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0
528070140,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,2.0
528070141,1.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0
528070142,1.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0
528070143,1.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0
528070144,1.0,4.0,4.0,4.0,1.0,1.0,-1.0,4.0,1.0,2.0
528070145,3.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0
528070146,1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0
528070147,1.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,2.0,2.0
528070148,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
528070149,-1.0,-1.0,4.0,-1.0,2.0,-1.0,-1.0,-1.0,2.0,2.0
528070150,2.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0
528070151,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
528070152,1.0,4.0,4.0,4.0,1.0,2.0,4.0,4.0,2.0,2.0
528070153,1.0,-1.0,4.0,4.0,3.0,2.0,-1.0,4.0,3.0,1.0
528070154,1.0,3.0,-1.0,4.0,2.0,1.0,4.0,4.0,2.0,1.0
528070155,1.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,1.0,1.0
528070156,1.0,4.0,3.0,4.0,1.0,1.0,4.0,4.0,1.0,2.0
528070157,1.0,-1.0,4.0,4.0,2.0,-1.0,-1.0,4.0,3.0,2.0
528070158,1.0,1.0,4.0,4.0,2.0,1.0,4.0,4.0,2.0,2.0
528070159,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
528070160,1.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0
528070161,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0
528070162,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,2.0,2.0
528070163,1.0,4.0,-1.0,3.0,3.0,-1.0,-1.0,4.0,4.0,1.0
528070164,1.0,-1.0,-1.0,-1.0,2.0,2.0,-1.0,-1.0,3.0,2.0
528070165,1.0,4.0,4.0,4.0,1.0,1.0,4.0,3.0,1.0,2.0
528070166,2.0,1.0,2.0,3.0,3.0,-1.0,3.0,4.0,3.0,2.0
528070167,1.0,3.0,-1.0,3.0,-1.0,2.0,3.0,3.0,2.0,3.0
528070168,1.0,4.0,-1.0,4.0,-1.0,-1.0,4.0,4.0,2.0,-1.0
528070169,1.0,2.0,4.0,3.0,2.0,2.0,-1.0,3.0,3.0,3.0
528070170,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0
528070171,1.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,1.0,2.0
528070172,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,2.0
528070173,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0
528070174,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0
528070175,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
528070176,-2.0,-2.0,-2.0,-5.0,-5.0,-5.0,-2.0,-5.0,-2.0,-1.0
528070177,1.0,-1.0,3.0,4.0,2.0,-1.0,4.0,4.0,3.0,3.0
528070178,1.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,2.0
528070179,4.0,-1.0,1.0,-1.0,4.0,4.0,-1.0,-1.0,4.0,-1.0
528070180,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,2.0,2.0
528070181,3.0,3.0,-1.0,-1.0,2.0,-1.0,-1.0,4.0,-1.0,2.0
528070182,3.0,3.0,2.0,2.0,3.0,3.0,-1.0,4.0,-1.0,3.0
528070183,1.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0
528070184,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
528070185,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0
528070186,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
528070187,2.0,3.0,1.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0
528070188,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0
528070189,1.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,1.0
528070190,1.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0
528070191,1.0,4.0,3.0,-1.0,1.0,-1.0,4.0,4.0,1.0,1.0
528070192,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
528070193,4.0,-1.0,2.0,-1.0,1.0,-1.0,2.0,2.0,2.0,2.0
528070194,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0
528070195,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0
528070196,2.0,-1.0,2.0,-1.0,4.0,3.0,3.0,4.0,2.0,2.0
528070197,1.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0
528070198,2.0,-1.0,-1.0,-1.0,2.0,2.0,2.0,-1.0,3.0,4.0
528070199,1.0,4.0,3.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0
528070200,1.0,-1.0,-1.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0
528070201,1.0,-1.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,1.0
528070202,2.0,-1.0,4.0,4.0,1.0,3.0,4.0,4.0,1.0,-1.0
528070203,1.0,2.0,-1.0,-1.0,2.0,2.0,4.0,4.0,3.0,2.0
528070204,1.0,-1.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0
528070205,1.0,4.0,3.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0
528070206,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
528070207,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
528070208,1.0,4.0,3.0,4.0,1.0,1.0,4.0,4.0,2.0,2.0
528070209,4.0,2.0,1.0,2.0,4.0,3.0,2.0,4.0,4.0,2.0
528070210,1.0,4.0,4.0,4.0,1.0,1.0,4.0,3.0,1.0,1.0
528070211,1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
528070212,2.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0
528070213,1.0,4.0,3.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0
528070214,1.0,-1.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0
528070215,1.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0
528070216,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
528070217,1.0,4.0,3.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0
528070218,1.0,4.0,3.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0
528070219,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
528070220,1.0,4.0,4.0,4.0,1.0,1.0,4.0,3.0,1.0,1.0
528070221,1.0,-1.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,1.0
528070222,1.0,-1.0,3.0,4.0,2.0,1.0,4.0,4.0,3.0,1.0
528070223,1.0,-1.0,3.0,3.0,2.0,-1.0,4.0,3.0,2.0,2.0
528070224,1.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0
528070225,1.0,4.0,4.0,4.0,1.0,1.0,3.0,4.0,2.0,2.0
528070226,2.0,3.0,3.0,-1.0,3.0,2.0,-1.0,-1.0,3.0,2.0
528070227,1.0,-1.0,-1.0,-1.0,-1.0,2.0,4.0,4.0,2.0,2.0
528070228,1.0,4.0,-1.0,-1.0,2.0,2.0,-1.0,4.0,2.0,2.0
528070229,-1.0,2.0,2.0,-1.0,-1.0,3.0,-1.0,4.0,4.0,2.0
528070230,1.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,1.0
528070231,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
528070232,1.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0
528070233,1.0,4.0,3.0,4.0,2.0,-1.0,4.0,3.0,4.0,1.0
528070234,1.0,3.0,4.0,4.0,1.0,2.0,4.0,4.0,2.0,1.0
528070235,1.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0
528070236,1.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0
528070237,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
528070238,2.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,1.0
528070239,1.0,2.0,4.0,4.0,1.0,1.0,4.0,4.0,3.0,1.0
528070240,1.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0
528070241,1.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,1.0,3.0
528070242,1.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0
528070243,4.0,1.0,1.0,-1.0,4.0,4.0,-1.0,-1.0,1.0,2.0
528070244,1.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0
528070245,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
528070246,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
528070247,-1.0,-1.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
528070248,2.0,-1.0,-1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0
528070249,1.0,4.0,-1.0,4.0,-1.0,1.0,4.0,4.0,1.0,1.0
528070250,1.0,-1.0,-1.0,4.0,2.0,1.0,4.0,4.0,1.0,2.0
528070251,1.0,4.0,4.0,4.0,4.0,-1.0,4.0,4.0,1.0,1.0
528070252,1.0,-1.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,1.0
528070253,1.0,3.0,3.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0
528070254,1.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0
528070255,1.0,-1.0,-1.0,-1.0,2.0,2.0,-1.0,4.0,-1.0,1.0
528070256,1.0,4.0,4.0,4.0,1.0,2.0,4.0,4.0,2.0,1.0
528070257,2.0,4.0,2.0,3.0,2.0,1.0,4.0,4.0,2.0,2.0
528070258,1.0,-1.0,-1.0,3.0,4.0,2.0,-1.0,4.0,3.0,1.0
528070259,1.0,-1.0,3.0,4.0,1.0,1.0,-1.0,4.0,1.0,1.0
528070260,1.0,4.0,2.0,4.0,3.0,1.0,4.0,4.0,2.0,1.0
528070261,1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,4.0,2.0,2.0
528070262,1.0,1.0,4.0,3.0,2.0,3.0,-1.0,4.0,2.0,1.0
528070263,1.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0
528070264,1.0,4.0,2.0,3.0,3.0,-1.0,4.0,4.0,2.0,2.0
528070265,1.0,4.0,4.0,4.0,1.0,2.0,4.0,4.0,1.0,1.0
528070266,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0
528070267,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0
528070268,1.0,4.0,-5.0,-5.0,1.0,1.0,-5.0,1.0,1.0,1.0
528070269,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,3.0,1.0
528070270,-1.0,-1.0,2.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,3.0
528070271,2.0,1.0,1.0,-1.0,3.0,-1.0,-1.0,3.0,2.0,1.0
528070272,1.0,-1.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0
528070273,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
528070274,2.0,4.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0
528070275,1.0,3.0,4.0,4.0,1.0,1.0,4.0,4.0,2.0,2.0
528070276,1.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0
528070277,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
528070278,1.0,4.0,3.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0
528070279,2.0,-1.0,-1.0,-1.0,2.0,2.0,-1.0,-1.0,1.0,1.0
528070280,1.0,4.0,4.0,3.0,2.0,1.0,4.0,4.0,2.0,2.0
528070281,1.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,1.0,2.0
528070282,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
528070283,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
528070284,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
528070285,2.0,-1.0,4.0,-1.0,2.0,-1.0,-1.0,-1.0,3.0,4.0
528070286,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,2.0,1.0
528070287,1.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,1.0
528070288,2.0,-1.0,-1.0,-1.0,2.0,2.0,-1.0,-1.0,2.0,2.0
528070289,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0
528070290,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0
528070291,2.0,-1.0,-1.0,-1.0,3.0,2.0,4.0,4.0,1.0,1.0
528070292,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0
528070293,1.0,3.0,3.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0
528070294,1.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0
528070295,1.0,-5.0,-5.0,-5.0,1.0,1.0,-5.0,-5.0,2.0,3.0
528070296,2.0,-1.0,2.0,-1.0,3.0,2.0,-1.0,3.0,3.0,2.0
528070297,2.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,2.0,2.0
