D_INTERVIEW,Q177,Q178,Q179,Q180,Q181,Q182,Q183,Q184,Q185,Q186,Q187,Q188,Q189,Q190,Q191,Q192,Q193,Q194,Q195
458070020,6.0,8.0,3.0,4.0,4.0,3.0,2.0,2.0,8.0,3.0,2.0,3.0,4.0,6.0,3.0,3.0,3.0,3.0,3.0
458070021,7.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,7.0
458070023,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0
458070024,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,10.0
458070025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0
458070026,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0
458070027,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,4.0
458070028,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,9.0,5.0,5.0,2.0,2.0,5.0
458070029,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
458070030,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
458070031,10.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,1.0,6.0,1.0,1.0
458070032,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
458070033,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,10.0,1.0,10.0,10.0,6.0,1.0,1.0,5.0,1.0
458070034,5.0,1.0,1.0,1.0,1.0,7.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070035,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,7.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0
458070036,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
458070037,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0
458070038,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070039,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
458070040,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070041,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0
458070042,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070043,8.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,6.0,4.0,5.0,6.0,5.0,5.0,5.0
458070044,6.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0
458070045,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
458070046,8.0,8.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0
458070047,6.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0
458070048,6.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
458070049,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0
458070050,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070051,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070052,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070053,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070054,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070055,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070056,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070057,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0
458070058,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070059,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070060,4.0,7.0,7.0,5.0,7.0,6.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,6.0,7.0,5.0,4.0,5.0,5.0
458070061,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070062,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070063,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070064,5.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
458070065,8.0,6.0,3.0,6.0,5.0,8.0,4.0,5.0,5.0,9.0,8.0,5.0,5.0,4.0,4.0,4.0,4.0,8.0,6.0
458070066,9.0,8.0,5.0,5.0,7.0,4.0,4.0,4.0,8.0,5.0,5.0,6.0,4.0,5.0,5.0,6.0,8.0,7.0,10.0
458070067,8.0,8.0,9.0,7.0,8.0,2.0,2.0,6.0,2.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
458070068,6.0,5.0,7.0,6.0,6.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0
458070069,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
458070070,5.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0
458070071,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070072,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0
458070073,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070074,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0
458070075,7.0,6.0,6.0,6.0,7.0,5.0,7.0,7.0,5.0,6.0,5.0,7.0,6.0,7.0,7.0,6.0,7.0,5.0,5.0
458070076,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0
458070077,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0
458070078,4.0,8.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,6.0,3.0,2.0,3.0
458070079,8.0,9.0,3.0,2.0,1.0,4.0,1.0,2.0,5.0,2.0,1.0,1.0,5.0,8.0,2.0,4.0,5.0,1.0,1.0
458070080,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0
458070081,7.0,5.0,2.0,6.0,2.0,2.0,1.0,6.0,8.0,2.0,1.0,3.0,7.0,1.0,2.0,2.0,2.0,2.0,1.0
458070082,6.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0
458070083,5.0,8.0,2.0,1.0,1.0,4.0,1.0,1.0,5.0,7.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0
458070084,8.0,3.0,1.0,2.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0
458070085,5.0,1.0,1.0,2.0,2.0,7.0,3.0,2.0,7.0,7.0,4.0,5.0,2.0,5.0,3.0,3.0,8.0,3.0,3.0
458070086,4.0,4.0,3.0,2.0,2.0,5.0,3.0,2.0,5.0,3.0,1.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0
458070087,3.0,3.0,1.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0
458070088,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070089,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
458070090,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,8.0
458070091,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
458070092,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0
458070093,8.0,7.0,3.0,4.0,1.0,8.0,6.0,6.0,9.0,7.0,5.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0
458070094,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0
458070095,5.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
458070096,6.0,6.0,7.0,6.0,6.0,6.0,5.0,4.0,4.0,3.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0
458070097,4.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0
458070098,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070099,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
458070100,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
458070101,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0
458070102,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0
458070103,2.0,7.0,1.0,1.0,1.0,7.0,9.0,8.0,10.0,8.0,8.0,5.0,1.0,6.0,2.0,1.0,1.0,1.0,6.0
458070104,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070105,3.0,5.0,3.0,1.0,1.0,8.0,9.0,7.0,7.0,5.0,1.0,5.0,2.0,5.0,1.0,1.0,3.0,5.0,1.0
458070106,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
458070107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0
458070108,7.0,6.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0
458070109,5.0,6.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0
458070110,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
458070111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070113,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0
458070114,6.0,6.0,5.0,5.0,5.0,7.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0
458070115,6.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
458070116,5.0,5.0,3.0,3.0,3.0,4.0,2.0,4.0,5.0,5.0,2.0,5.0,4.0,6.0,4.0,4.0,5.0,4.0,5.0
458070117,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070118,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070119,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0
458070120,8.0,6.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
458070121,5.0,5.0,3.0,5.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,7.0,3.0,4.0,3.0,5.0,5.0
458070122,5.0,5.0,3.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,5.0,3.0,8.0,7.0,1.0,3.0,3.0,6.0
458070123,5.0,9.0,7.0,9.0,6.0,6.0,7.0,6.0,9.0,7.0,7.0,7.0,5.0,9.0,8.0,5.0,8.0,8.0,9.0
458070124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0
458070125,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070126,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070127,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070128,6.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,5.0
458070129,6.0,7.0,7.0,3.0,3.0,3.0,4.0,6.0,7.0,6.0,6.0,5.0,6.0,7.0,5.0,5.0,5.0,5.0,5.0
458070130,6.0,6.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0
458070131,3.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
458070132,9.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
458070133,3.0,6.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,2.0,4.0,2.0
458070134,3.0,2.0,1.0,1.0,1.0,5.0,4.0,1.0,3.0,4.0,1.0,5.0,1.0,5.0,4.0,4.0,4.0,3.0,3.0
458070135,2.0,3.0,2.0,2.0,3.0,5.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0
458070136,4.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0
458070137,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070139,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070140,4.0,3.0,1.0,4.0,2.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,4.0
458070141,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
458070142,5.0,6.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0
458070143,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0
458070144,7.0,6.0,7.0,7.0,6.0,8.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0
458070145,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070146,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
458070147,7.0,7.0,8.0,8.0,7.0,6.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,8.0,8.0,7.0,6.0,6.0,6.0
458070148,6.0,7.0,1.0,1.0,7.0,7.0,6.0,6.0,8.0,6.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0
458070149,5.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,8.0,5.0,6.0,6.0,6.0,6.0,7.0,6.0,5.0
458070150,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0
458070151,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,9.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0
458070152,10.0,10.0,1.0,7.0,1.0,1.0,1.0,10.0,10.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070153,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458070154,6.0,7.0,6.0,5.0,5.0,6.0,7.0,7.0,8.0,8.0,8.0,6.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0
458070155,5.0,8.0,8.0,5.0,2.0,5.0,6.0,3.0,6.0,5.0,6.0,5.0,2.0,2.0,3.0,3.0,6.0,2.0,9.0
458070156,5.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8.0
458070157,4.0,7.0,7.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,7.0
458070158,5.0,9.0,8.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0
458070159,3.0,8.0,8.0,5.0,1.0,4.0,3.0,2.0,6.0,2.0,3.0,6.0,3.0,1.0,2.0,4.0,1.0,2.0,8.0
458070160,5.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,8.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0
458070161,3.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0
458070162,4.0,4.0,8.0,5.0,8.0,7.0,9.0,8.0,8.0,9.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,2.0
458070163,7.0,8.0,8.0,8.0,7.0,9.0,9.0,8.0,8.0,8.0,6.0,6.0,5.0,5.0,7.0,8.0,8.0,7.0,4.0
458070164,5.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,5.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,7.0
458070165,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,7.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,8.0
458070166,5.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,8.0
458070167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0
458070168,5.0,9.0,2.0,3.0,3.0,2.0,3.0,2.0,6.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,9.0
458070169,6.0,3.0,8.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,7.0
458070170,4.0,7.0,3.0,3.0,4.0,3.0,4.0,3.0,8.0,3.0,1.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,8.0
458070171,4.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,6.0,4.0,3.0,2.0,3.0,2.0,3.0,8.0
458070172,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
