D_INTERVIEW,Q177,Q178,Q179,Q180,Q181,Q182,Q183,Q184,Q185,Q186,Q187,Q188,Q189,Q190,Q191,Q192,Q193,Q194,Q195
276070120,5,2,1,1,1,8,3,7,4,10,9,7,1,1,1,1,1,1,1
276070121,1,1,1,1,1,10,3,3,5,10,1,6,1,1,1,1,3,1,2
276070122,4,5,1,2,1,10,5,10,10,10,8,8,1,1,1,1,1,1,1
276070123,3,1,1,1,1,7,3,2,3,8,6,6,1,1,1,1,2,1,1
276070124,1,1,1,1,1,10,2,10,5,10,1,10,1,1,1,1,1,1,1
276070125,1,1,1,1,1,7,3,3,4,3,3,6,1,3,3,1,2,2,1
276070126,1,2,2,3,1,10,8,7,10,10,10,10,3,2,2,1,10,2,1
276070127,2,2,2,2,1,9,9,9,9,9,8,9,3,3,3,2,3,3,2
276070128,3,1,1,2,1,10,8,10,10,10,9,10,1,2,1,1,8,1,1
276070129,3,6,1,1,1,10,6,9,10,10,6,9,1,1,1,3,9,1,1
276070130,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
276070131,2,1,1,1,1,8,1,2,8,10,1,5,1,1,1,1,2,1,1
276070132,1,1,1,1,1,10,6,10,10,10,1,1,1,7,1,1,8,1,1
276070133,2,2,1,1,1,10,1,2,10,10,7,10,1,2,2,1,5,1,2
276070134,1,1,1,1,1,10,10,8,10,10,10,10,1,1,1,1,10,1,1
276070135,1,1,1,1,1,6,5,5,8,10,5,6,1,1,1,1,4,1,1
276070136,2,2,1,5,2,5,5,5,5,5,5,5,5,5,5,1,5,1,3
276070137,2,2,1,2,2,5,5,5,5,5,5,5,1,1,5,1,5,1,2
276070138,1,1,1,2,1,10,10,5,8,10,5,8,1,1,1,1,5,1,5
276070139,4,2,1,1,1,10,10,10,10,10,5,5,1,1,3,1,5,1,1
276070140,1,1,1,2,1,10,4,4,9,10,7,9,1,2,1,1,7,1,3
276070141,1,1,1,1,1,10,5,5,5,10,1,7,1,1,1,1,6,1,1
276070142,1,1,1,1,1,10,1,6,10,10,5,10,1,1,1,1,6,1,10
276070143,1,1,1,1,1,10,7,1,1,1,1,10,1,1,1,1,1,1,1
276070144,1,1,1,1,1,10,1,10,10,10,-1,10,1,1,1,1,-1,1,1
276070145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1
276070146,6,4,1,1,1,10,5,10,10,10,10,10,1,2,1,1,10,1,1
276070147,2,2,1,1,1,10,5,10,10,10,-1,10,1,2,1,1,5,1,1
276070148,1,2,1,1,1,10,5,5,5,5,2,8,1,3,1,1,10,2,1
276070149,1,1,1,4,1,1,1,1,7,10,1,1,1,1,1,1,1,1,1
276070150,2,2,1,1,1,9,2,1,7,10,2,5,1,1,1,1,2,2,1
276070151,1,1,1,1,1,7,1,1,7,10,1,1,1,1,1,1,1,1,1
276070152,3,6,1,2,2,10,5,5,10,10,10,10,1,1,1,1,4,1,1
276070153,1,2,1,1,1,5,3,1,1,1,1,3,1,1,1,1,1,3,10
276070154,1,1,1,1,1,5,1,1,3,10,1,5,1,1,1,1,1,1,1
276070155,2,2,1,2,1,10,6,6,10,10,3,8,1,2,1,1,6,1,1
276070156,1,1,1,1,1,8,1,5,3,10,1,5,1,1,1,1,4,1,1
276070157,1,1,1,1,1,10,5,9,10,10,5,9,1,1,1,1,5,1,10
276070158,1,1,1,1,1,10,10,10,10,10,10,10,1,1,1,1,5,1,1
276070159,1,1,1,2,1,9,5,5,9,10,2,7,1,1,1,1,3,1,2
276070160,3,4,2,2,2,10,8,9,9,9,9,8,1,1,1,1,8,1,1
276070161,1,1,1,5,5,5,5,5,5,5,5,5,5,10,7,7,7,10,7
276070162,5,6,5,6,1,10,6,8,10,10,6,10,1,1,1,1,5,1,1
276070163,1,1,1,1,2,-2,-2,1,5,5,5,5,1,1,3,1,6,1,3
276070164,1,2,1,1,1,10,5,5,5,10,1,10,1,1,1,1,5,1,1
276070165,1,1,1,1,2,5,2,4,8,8,4,8,1,2,2,1,5,3,1
276070166,1,1,1,1,1,10,5,5,10,10,3,10,1,1,1,1,10,1,1
276070167,1,3,1,1,1,10,10,6,10,10,4,10,1,1,1,1,5,1,1
276070168,1,1,1,1,1,10,5,5,10,10,8,9,1,1,1,1,8,1,2
276070169,1,1,1,1,1,6,6,4,10,10,-1,10,1,1,1,1,6,1,1
276070170,1,1,1,1,1,10,5,10,10,10,8,10,1,1,1,1,10,1,1
276070171,2,2,1,4,1,9,9,9,9,10,7,10,1,2,3,1,5,2,3
276070172,1,7,1,5,1,10,9,10,10,10,10,10,1,1,1,1,10,1,1
276070173,1,1,1,1,3,10,8,7,8,10,5,10,1,2,2,1,2,1,2
276070174,1,1,1,1,1,10,10,10,10,10,5,10,1,1,1,1,-2,1,1
276070175,1,1,1,1,1,10,5,10,10,10,1,6,1,1,1,1,10,1,1
276070176,2,1,1,2,1,9,9,9,9,9,9,10,1,1,1,1,5,1,1
276070177,1,1,1,1,1,6,6,-1,9,10,2,10,1,2,1,1,2,1,1
276070178,2,1,1,1,1,10,5,8,10,10,5,10,1,1,1,1,10,1,9
276070179,1,1,1,1,1,10,-1,-1,-1,7,2,10,1,1,1,1,3,2,1
276070180,1,1,1,1,1,5,5,5,10,10,5,10,1,1,1,1,5,1,1
276070181,1,1,1,1,1,10,1,1,1,1,1,2,1,1,1,1,1,1,1
276070182,8,7,1,1,3,10,5,7,9,10,8,10,1,1,1,1,10,1,1
276070183,1,1,5,1,1,8,7,9,9,9,1,1,10,5,2,5,8,10,5
276070184,-2,10,1,1,1,-2,-2,10,10,10,10,-2,-2,-2,-2,-2,-2,-2,-2
276070185,1,3,1,1,1,9,5,10,10,10,8,10,1,2,1,1,7,1,1
276070186,1,1,1,5,1,10,1,1,5,10,10,10,1,1,1,1,10,1,10
276070187,1,3,2,6,3,7,3,2,5,9,4,9,1,1,3,1,4,1,8
276070188,5,1,1,1,1,8,5,1,5,6,1,4,1,1,1,1,1,1,1
276070189,1,7,1,1,1,10,1,5,10,8,1,5,1,1,1,1,2,1,5
276070190,1,1,1,1,1,10,8,3,8,10,3,8,1,1,1,1,1,1,1
276070191,2,1,1,1,2,5,2,1,5,8,5,9,1,3,1,1,2,1,5
276070192,1,1,1,3,3,8,3,3,3,10,3,3,1,1,1,1,3,1,1
276070193,1,1,1,1,1,4,1,1,10,10,10,10,1,1,1,1,1,1,1
276070194,1,1,1,1,1,3,1,7,7,7,1,7,1,1,1,1,3,1,5
276070195,1,1,1,1,1,10,1,1,10,10,1,10,1,1,1,1,1,1,1
276070196,1,1,1,1,1,5,1,5,10,10,3,10,1,1,1,1,5,1,5
276070197,1,5,1,1,1,10,10,5,10,10,5,10,1,1,1,1,10,1,8
276070198,1,1,1,1,1,10,10,5,7,8,2,10,1,1,1,1,1,1,4
276070199,2,1,1,1,1,10,5,4,7,7,1,8,1,1,1,1,1,1,1
276070200,3,1,2,1,5,5,5,5,3,10,2,2,1,5,1,1,5,3,3
276070201,1,1,1,1,1,8,7,5,5,10,10,10,1,1,1,1,3,1,6
276070202,1,4,2,2,3,10,8,9,8,10,1,9,1,1,1,1,4,1,3
276070203,1,1,1,1,1,4,3,5,8,9,1,7,1,1,1,1,3,1,6
276070204,1,1,1,1,1,10,10,10,10,10,10,10,1,1,3,1,10,1,1
276070205,1,1,1,1,1,1,5,1,5,7,2,10,1,1,1,1,1,1,1
276070206,4,1,1,1,1,1,1,1,1,7,1,6,1,3,2,1,3,3,8
276070207,1,1,1,1,1,10,10,1,5,10,1,10,1,1,1,1,1,1,1
276070208,1,1,1,1,1,-2,10,10,10,10,1,10,1,1,1,1,2,2,5
276070209,1,1,1,1,1,10,10,9,9,9,5,9,1,1,1,1,1,1,1
276070210,1,5,1,1,2,8,8,8,9,9,1,1,1,1,1,1,5,1,6
276070211,1,8,1,6,2,9,2,3,8,8,1,9,1,1,1,1,3,2,8
276070212,1,1,1,1,1,2,1,1,4,4,1,5,1,1,2,1,5,1,2
276070213,1,1,1,1,1,10,6,7,8,8,10,8,1,1,1,1,7,1,2
276070214,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1
276070215,1,1,1,1,1,10,5,5,5,9,5,4,1,1,1,1,4,1,1
276070216,1,1,1,1,1,10,10,10,10,10,10,10,1,1,1,1,10,1,1
276070217,1,1,1,1,1,5,1,1,1,2,1,10,1,1,1,1,1,1,1
276070218,10,1,1,1,1,10,10,5,10,10,10,10,1,1,6,1,1,1,1
276070219,1,1,1,1,1,5,1,1,5,5,1,1,1,5,1,1,1,1,1
276070220,1,1,1,3,1,-2,1,1,4,1,1,1,1,6,6,1,1,1,7
276070221,1,3,1,1,1,10,2,6,8,9,3,10,1,1,1,1,3,1,7
276070222,3,3,1,1,2,5,4,2,5,7,2,8,1,1,2,1,2,1,1
276070223,1,2,1,2,2,6,4,2,5,3,1,4,1,2,1,1,2,2,2
276070224,1,1,1,1,1,-1,-1,5,5,5,4,4,1,1,1,1,5,1,1
276070225,1,1,1,1,1,10,5,10,10,10,1,10,1,1,1,1,10,1,8
276070226,1,1,1,1,1,10,-1,5,5,10,5,8,1,1,1,1,-2,1,1
276070227,3,3,2,3,2,10,10,10,10,10,10,-2,1,1,1,1,6,1,1
276070228,1,1,1,1,1,9,1,5,10,10,1,6,1,1,1,1,6,1,1
276070229,1,1,1,1,1,1,2,5,10,10,5,10,1,1,1,1,1,1,8
276070230,1,1,1,1,1,9,5,9,10,10,9,6,1,1,1,1,1,1,1
276070231,4,1,1,1,1,5,5,4,8,10,7,10,1,1,1,1,1,1,7
276070232,4,2,1,2,2,3,3,3,10,7,3,7,1,1,1,1,3,1,3
276070233,3,1,1,1,1,10,5,5,5,10,3,10,1,1,1,1,5,1,1
276070234,1,1,1,1,1,10,10,10,10,10,5,8,1,1,1,1,10,1,1
276070235,1,1,1,1,1,10,5,7,10,10,-2,8,1,1,1,1,10,1,1
276070236,1,1,1,1,9,10,10,10,10,10,4,8,1,1,1,1,4,2,1
276070237,1,1,1,1,1,10,10,4,6,10,4,4,1,1,1,1,10,1,1
276070238,1,1,1,1,1,4,4,4,8,9,2,7,1,1,1,1,1,1,1
276070239,1,1,1,1,1,9,-2,-2,10,10,1,10,1,1,1,1,1,1,1
276070240,2,4,3,2,3,9,2,6,8,8,6,6,1,1,2,2,8,2,2
276070241,2,2,1,2,2,9,5,8,9,10,1,8,1,1,1,1,7,2,1
276070242,2,2,1,1,1,10,5,2,8,8,2,3,1,1,1,1,5,1,1
276070243,1,3,1,2,1,10,8,10,10,10,10,10,1,2,1,1,5,3,1
276070244,2,2,1,1,1,10,5,8,8,10,8,7,1,2,2,3,3,2,2
276070245,1,2,1,3,2,2,2,5,6,5,1,3,3,1,2,1,3,1,1
276070246,1,2,1,1,5,3,3,2,2,2,2,3,2,2,1,1,-1,1,1
276070247,9,9,5,5,5,10,5,10,10,10,10,10,1,1,1,2,10,1,1
276070248,1,1,1,1,1,-2,2,8,8,10,-2,9,1,3,1,1,-2,1,1
276070249,1,1,1,1,1,5,5,1,5,5,5,5,1,1,1,1,1,1,1
276070250,1,1,1,3,1,10,1,10,10,10,10,10,1,1,1,1,5,1,1
276070251,2,1,1,1,1,10,5,5,10,10,5,10,1,1,1,1,5,1,5
276070252,1,1,1,1,1,10,5,5,7,7,1,8,1,2,2,1,6,1,1
276070253,1,1,1,1,1,8,1,4,8,8,1,7,1,1,1,1,5,1,6
276070254,3,5,1,1,1,10,10,3,9,1,1,7,1,1,1,1,1,1,1
276070255,1,1,1,1,1,10,2,1,10,10,1,8,1,1,1,1,1,1,1
276070256,1,3,1,1,1,10,10,8,10,10,10,10,1,1,1,1,10,1,1
276070257,2,4,1,2,1,10,5,5,10,10,3,8,1,1,1,1,10,1,1
276070258,1,1,1,3,2,10,8,2,7,7,3,9,1,1,2,1,2,2,1
276070259,1,1,1,1,1,9,5,5,5,9,4,9,1,3,2,1,5,1,2
276070260,1,3,2,2,1,5,5,5,5,5,5,8,1,2,2,1,1,1,8
276070261,1,1,1,1,1,10,5,5,5,10,5,8,1,1,1,1,5,1,1
276070262,1,1,1,1,1,3,4,6,7,5,2,10,1,1,1,1,8,1,6
276070263,1,1,1,1,3,1,1,1,5,-2,4,-1,1,1,1,1,1,1,1
276070264,1,1,1,1,1,10,7,4,5,10,5,5,1,1,1,1,10,1,1
276070265,1,3,1,1,1,10,6,3,7,10,5,4,1,1,1,1,1,1,2
276070266,1,1,1,3,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1
276070267,1,1,1,1,1,10,10,5,10,10,5,5,1,1,1,1,5,5,1
276070268,1,3,2,2,2,-2,6,-2,-2,8,1,7,1,6,1,1,-2,1,7
276070269,2,3,1,1,2,10,5,4,7,10,5,10,1,1,1,1,2,1,1
276070270,2,2,1,1,2,10,10,8,10,10,5,5,1,3,1,1,5,1,1
276070271,1,10,1,1,1,10,5,5,10,10,1,10,1,1,1,1,5,1,1
276070272,1,1,1,1,1,3,3,1,4,8,1,4,1,1,1,1,2,1,1
276070273,1,1,1,1,1,8,2,1,8,9,1,-1,1,1,1,1,1,1,1
276070274,2,3,2,1,1,10,6,7,9,10,9,8,1,4,1,2,10,2,1
276070275,1,1,1,1,1,1,1,1,8,5,1,6,1,2,1,1,1,1,1
276070276,1,1,3,1,1,10,3,5,10,10,6,6,1,1,1,1,10,1,1
276070277,1,1,1,1,1,10,3,8,8,10,1,8,1,2,2,1,7,2,2
276070278,1,1,1,1,1,10,1,10,10,10,1,6,1,1,1,1,1,1,1
276070279,1,2,1,1,1,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2
276070280,5,4,3,2,3,6,1,6,6,6,3,6,1,3,2,1,2,2,6
276070281,1,2,2,2,2,7,8,6,7,7,3,7,1,1,2,2,2,2,6
276070282,2,3,1,3,3,5,6,6,6,7,3,7,2,2,2,1,5,1,6
276070283,6,1,1,1,1,7,1,2,2,5,3,8,1,1,1,1,3,1,5
276070284,1,1,1,1,1,6,2,5,5,10,2,-1,1,1,1,1,5,1,1
276070285,1,1,1,1,1,1,1,5,5,5,1,6,1,1,1,1,3,1,1
276070286,1,1,1,2,2,5,5,5,5,9,1,2,1,1,1,1,2,1,1
276070287,3,5,3,4,4,10,4,10,10,10,-2,8,1,4,2,1,6,4,5
276070288,5,2,4,1,1,10,6,7,10,10,2,8,2,2,5,1,8,1,4
276070289,2,2,1,2,1,10,5,5,8,10,5,10,1,1,1,1,5,1,5
276070290,2,2,2,1,1,8,1,2,5,7,1,5,1,1,1,1,5,1,1
276070291,2,1,1,2,3,8,5,1,7,10,7,10,1,1,1,1,4,2,1
276070292,2,3,1,3,1,10,6,5,8,5,1,6,1,1,1,1,5,1,2
276070293,-2,1,1,5,2,1,3,4,8,8,1,8,1,1,1,1,5,-1,9
276070294,1,2,1,1,1,10,4,2,10,10,6,6,1,1,1,1,3,1,2
276070295,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
276070296,1,1,1,1,1,10,10,10,10,10,1,1,1,1,1,1,1,1,1
276070297,1,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1
276070298,5,1,1,1,1,10,5,5,5,10,1,5,1,1,1,1,10,1,1
276070299,1,1,1,1,1,10,5,10,10,10,5,10,1,1,1,1,5,1,1
276070300,1,1,1,1,1,10,5,10,10,10,5,1,1,1,1,1,10,1,1
276070301,1,1,1,1,1,10,2,5,5,8,1,1,1,3,1,1,1,1,1
276070302,1,1,1,1,1,10,1,1,3,10,1,6,1,5,1,1,3,1,1
276070303,1,1,1,1,1,1,1,1,1,10,1,5,1,4,1,1,1,1,5
276070304,2,2,2,2,2,6,5,-1,6,-1,-1,6,2,4,5,1,-1,2,6
276070305,1,1,1,1,1,10,5,5,5,5,5,5,1,1,1,1,1,1,1
276070306,-1,-2,1,1,1,10,4,4,4,3,1,10,7,1,1,1,1,1,1
276070307,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
276070308,4,1,1,1,1,10,10,5,10,10,1,10,1,1,1,1,1,1,10
276070309,1,1,1,1,1,10,1,1,1,-1,-1,10,1,1,1,1,-1,1,-2
276070310,1,1,1,1,1,10,1,4,10,10,1,10,1,1,1,1,5,1,1
276070311,1,1,1,1,1,10,10,5,10,10,5,10,1,1,1,1,10,1,10
276070312,1,1,1,1,1,10,10,2,10,10,1,1,1,1,1,1,6,1,1
276070313,1,5,1,3,3,10,10,-2,10,10,10,-1,1,1,1,1,10,1,5
276070314,1,1,1,1,1,10,10,5,10,10,5,6,1,1,1,1,1,1,1
276070315,1,3,1,1,1,10,10,10,10,10,10,8,1,1,1,1,10,1,1
276070316,1,2,1,1,1,10,5,8,10,10,10,7,1,1,1,1,5,1,1
276070317,1,1,1,1,1,10,10,10,10,10,-1,9,1,1,1,1,1,1,1
276070318,1,7,1,1,1,10,9,9,9,10,9,10,1,1,1,2,5,2,1
276070319,1,3,1,1,1,10,7,9,10,10,9,10,1,1,1,1,10,1,1
276070320,2,3,1,2,2,8,4,-2,-2,10,-2,7,1,1,1,1,5,1,4
276070321,1,1,1,1,1,10,10,10,10,10,10,5,1,3,1,1,10,1,1
276070322,1,3,1,2,1,10,5,7,10,10,7,10,1,2,1,1,10,1,1
276070323,1,1,1,1,1,10,5,5,5,10,2,10,1,1,1,1,1,1,1
276070324,1,1,1,2,1,1,1,1,5,10,5,5,1,1,1,1,1,5,1
276070325,3,10,1,1,1,10,5,1,5,10,1,5,1,1,1,1,5,1,1
276070326,1,1,1,1,1,10,5,10,10,10,10,10,1,1,1,1,5,1,1
