D_INTERVIEW,Q165,Q166,Q167,Q168
528070138,1,1,2,2
528070139,1,1,1,1
528070140,2,-1,2,2
528070141,1,2,2,2
528070142,-1,2,2,2
528070143,1,1,-1,1
528070144,1,1,2,1
528070145,2,2,2,2
528070146,2,1,2,2
528070147,-1,-1,-1,-1
528070148,-1,1,2,2
528070149,1,2,2,2
528070150,2,-1,2,2
528070151,-5,-5,-5,-5
528070152,2,1,2,2
528070153,1,1,1,1
528070154,1,1,1,1
528070155,2,2,2,2
528070156,1,1,1,1
528070157,1,1,2,1
528070158,2,2,2,2
528070159,-1,-1,-1,-1
528070160,2,2,2,2
528070161,2,2,2,2
528070162,2,2,2,2
528070163,1,1,1,1
528070164,1,1,2,1
528070165,2,2,2,2
528070166,1,1,1,1
528070167,-1,-1,2,-1
528070168,-1,-1,2,2
528070169,1,1,2,1
528070170,2,2,2,2
528070171,2,2,2,2
528070172,2,2,2,2
528070173,2,2,2,2
528070174,1,1,1,1
528070175,2,2,2,1
528070176,-5,-2,-5,-2
528070177,-1,-1,-1,-1
528070178,2,2,2,2
528070179,-5,-1,2,2
528070180,2,2,2,2
528070181,1,1,2,1
528070182,1,1,1,1
528070183,1,1,2,1
528070184,2,1,2,2
528070185,1,1,2,2
528070186,2,1,-1,-1
528070187,1,2,2,2
528070188,2,-1,2,2
528070189,1,2,2,2
528070190,1,2,2,2
528070191,2,2,2,2
528070192,-2,-2,-2,-2
528070193,1,-1,-1,-1
528070194,2,2,2,2
528070195,2,2,2,2
528070196,1,1,1,1
528070197,2,2,2,2
528070198,2,1,2,1
528070199,-1,2,2,2
528070200,2,2,-1,1
528070201,2,-1,2,2
528070202,2,2,2,2
528070203,2,-1,-1,-1
528070204,1,1,2,1
528070205,2,2,2,2
528070206,1,1,2,1
528070207,2,-1,-1,-1
528070208,-1,-1,-1,-1
528070209,2,2,2,2
528070210,2,-1,2,2
528070211,1,1,2,2
528070212,-1,1,2,1
528070213,2,2,2,2
528070214,2,2,2,2
528070215,2,2,2,2
528070216,2,1,2,2
528070217,1,1,1,1
528070218,2,2,2,2
528070219,-5,-5,-5,-5
528070220,2,2,2,2
528070221,2,2,2,2
528070222,2,2,2,2
528070223,1,1,-1,1
528070224,2,-1,2,-1
528070225,2,2,2,2
528070226,2,1,2,2
528070227,2,2,2,2
528070228,-1,-1,-1,-1
528070229,-5,-5,-5,-5
528070230,1,2,2,2
528070231,-1,-1,-1,-1
528070232,2,2,2,2
528070233,2,2,2,2
528070234,2,2,2,2
528070235,1,-1,2,2
528070236,2,2,2,2
528070237,2,2,2,2
528070238,2,2,2,2
528070239,2,2,2,2
528070240,2,2,2,2
528070241,2,2,2,2
528070242,1,2,2,2
528070243,1,1,-1,1
528070244,2,2,2,2
528070245,2,1,-1,-1
528070246,-1,-1,-1,-1
528070247,2,1,2,1
528070248,2,2,2,2
528070249,2,2,2,2
528070250,1,2,2,1
528070251,1,-1,2,1
528070252,1,1,2,1
528070253,2,2,2,2
528070254,2,2,2,2
528070255,-1,2,2,-1
528070256,-1,-1,2,2
528070257,1,-1,-1,-1
528070258,-5,2,2,2
528070259,1,1,2,1
528070260,2,2,2,2
528070261,1,1,2,-1
528070262,2,2,2,2
528070263,1,-1,2,2
528070264,2,2,2,2
528070265,1,-1,2,1
528070266,2,2,2,2
528070267,2,2,2,2
528070268,1,1,2,1
528070269,1,1,2,2
528070270,-1,-1,2,-1
528070271,1,2,2,2
528070272,2,2,2,1
528070273,2,2,2,2
528070274,1,1,2,1
528070275,1,1,1,1
528070276,2,2,2,2
528070277,2,2,2,2
528070278,1,-1,2,-1
528070279,1,2,2,1
528070280,2,2,2,2
528070281,2,2,2,2
528070282,2,-1,2,2
528070283,2,2,2,2
528070284,-5,-5,-5,-5
528070285,1,1,1,1
528070286,2,2,2,2
528070287,2,2,2,2
528070288,2,2,2,2
528070289,1,1,2,2
528070290,1,1,2,1
528070291,2,2,2,2
528070292,-1,2,2,2
528070293,1,1,1,1
528070294,1,-1,-1,-1
528070295,1,2,-1,-1
528070296,2,1,2,2
528070297,-1,-1,-1,-1
528070298,2,2,2,2
528070299,1,1,1,1
528070300,-5,-5,-5,-5
528070301,1,1,1,1
528070302,-1,2,2,2
528070303,-2,-1,-1,-1
528070304,-1,2,2,2
528070305,2,-1,2,2
528070306,1,1,2,1
528070307,2,2,2,2
528070308,2,2,2,2
528070309,1,1,1,1
528070310,1,1,2,2
528070311,2,2,2,2
528070312,1,1,-1,-1
528070313,1,-1,2,2
528070314,2,-1,2,2
528070315,-1,-1,2,-1
528070316,1,-1,-1,1
528070317,2,2,2,2
528070318,2,2,2,2
528070319,2,2,2,2
528070320,2,2,2,2
528070321,1,1,2,1
528070322,2,1,2,2
528070323,-1,-1,2,2
528070324,2,2,2,2
528070325,-5,-5,-5,-5
528070326,1,1,-1,-1
528070327,1,1,1,1
528070328,-5,-5,-5,-5
528070329,-1,1,2,1
528070330,2,-1,2,2
528070331,1,1,-1,1
528070332,-1,-1,2,-1
528070333,1,2,2,2
528070334,1,-1,-1,-1
528070335,2,2,2,2
528070336,1,1,1,1
528070337,-1,-1,2,-1
528070338,2,2,2,2
528070339,-5,-5,-5,-5
528070340,2,1,2,2
528070341,2,2,2,2
528070342,2,2,2,2
528070343,1,2,2,2
528070344,2,2,2,2
528070345,2,2,2,2
528070346,2,2,2,2
528070347,-5,-5,-5,-5
528070348,2,2,2,2
528070349,2,2,2,2
528070350,1,1,1,1
528070351,2,-1,2,-1
528070352,-1,-1,-1,-1
528070353,2,2,2,2
528070354,2,2,2,2
528070355,2,2,2,2
528070356,1,1,-1,-1
528070357,2,2,2,2
528070358,2,1,2,2
528070359,1,1,-1,1
528070360,1,2,1,1
528070361,-1,-1,-1,-1
528070362,-1,-1,-1,-1
528070363,1,1,1,1
528070364,-1,2,2,2
528070365,-1,2,2,2
528070366,-1,2,2,2
528070367,1,2,2,-1
528070368,2,-1,2,2
528070369,2,2,2,2
528070370,2,-1,2,2
528070371,1,1,1,1
528070372,-5,-5,-5,-5
528070373,1,1,1,1
528070374,-1,2,2,2
528070375,-1,-1,2,2
528070376,1,1,1,1
528070377,-1,1,2,-1
528070378,2,1,2,2
528070379,-1,2,2,2
528070380,1,-1,-1,-1
528070381,-1,-1,-1,-1
528070382,2,2,2,2
528070383,1,1,1,1
528070384,1,1,2,1
528070385,2,1,2,2
528070386,-1,2,2,2
528070387,2,2,2,2
528070388,1,1,1,1
528070389,2,2,2,2
528070390,2,-1,2,2
528070391,-5,-5,-5,-5
528070392,2,2,2,2
528070393,2,2,2,2
528070394,-1,-1,-1,-1
528070395,2,2,2,2
528070396,-1,2,2,2
528070397,2,1,2,2
528070398,2,-1,2,2
528070399,1,1,1,1
528070400,2,2,2,2
528070401,-1,-1,-1,-1
528070402,-5,-5,-5,-5
528070403,1,1,1,1
528070404,1,1,1,1
528070405,1,-1,2,2
528070406,2,2,2,2
528070407,2,2,2,2
528070408,1,1,2,1
528070409,1,-1,2,-1
528070410,1,1,1,1
528070411,2,-1,2,2
528070412,1,1,2,1
528070413,2,2,2,2
528070414,1,1,2,2
528070415,-1,1,2,-1
528070416,1,1,2,1
528070417,-1,-1,-1,-1
528070418,2,2,2,2
528070419,-1,-1,-1,-1
528070420,-1,2,2,2
528070421,-1,2,2,2
528070422,1,1,1,1
528070423,2,2,2,2
528070424,2,-1,2,2
528070425,2,1,2,2
528070426,2,2,2,2
528070427,-1,1,2,1
528070428,2,1,2,2
528070429,2,2,2,2
528070430,1,1,-1,-1
528070431,2,1,2,2
528070432,2,2,2,2
528070433,2,2,2,2
528070434,2,2,2,2
528070435,2,2,2,2
528070436,1,1,1,1
528070437,1,1,1,1
528070438,1,1,2,2
528070439,1,1,2,1
528070440,2,2,2,2
528070441,-1,-1,-1,-1
528070442,2,2,2,2
528070443,-1,1,1,1
528070444,2,2,2,2
528070445,1,1,2,1
528070446,1,1,1,1
528070447,1,1,2,2
528070448,-2,-1,-1,-1
528070449,2,2,2,2
528070450,-1,-1,-1,-1
528070451,2,1,2,2
528070452,1,1,2,1
528070453,2,2,2,2
528070454,-1,-1,-1,-1
528070455,2,2,2,2
528070456,2,2,2,2
528070457,2,-1,-1,-1
528070458,-1,2,2,2
528070459,2,2,2,2
528070460,1,1,-1,1
528070461,2,-1,2,2
528070462,-1,-1,-1,1
528070463,-1,-1,-1,-1
528070464,1,2,1,1
528070465,2,2,2,-1
528070466,1,2,2,1
528070467,1,1,2,2
528070468,1,1,1,1
528070469,2,-1,2,2
528070470,1,1,2,-1
528070471,2,2,2,2
528070472,2,2,2,2
528070473,1,2,2,1
528070474,2,2,2,2
528070475,2,1,2,-1
528070476,2,2,2,2
528070477,1,2,2,2
528070478,2,-1,2,2
528070479,2,2,2,2
528070480,2,-1,2,-1
528070481,2,2,2,2
528070482,2,2,2,2
528070483,2,1,2,2
528070484,2,2,2,2
528070485,1,1,1,1
528070486,-5,-5,-5,-5
528070487,2,2,2,2
528070488,1,1,-1,1
528070489,2,2,2,2
528070490,1,-1,-1,1
528070491,2,2,2,2
528070492,1,1,-1,-1
528070493,1,1,1,1
528070494,2,2,2,2
528070495,-1,2,2,2
528070496,2,2,2,2
528070497,2,-1,2,2
528070498,2,-1,2,2
528070499,-1,-1,2,1
528070500,2,2,2,2
528070501,2,2,2,2
528070502,2,1,2,2
528070503,2,-1,2,2
528070504,1,1,1,1
528070505,2,2,2,2
528070506,2,2,2,2
528070507,-1,-1,-1,-1
528070508,-1,-1,-1,-1
528070509,-5,-5,-5,-5
528070510,-1,2,2,2
528070511,2,2,2,2
528070512,2,2,2,2
528070513,2,-1,2,2
528070514,2,2,2,2
528070515,2,2,2,2
528070516,-1,-1,2,2
528070517,2,2,2,2
528070518,-5,-5,-5,-5
528070519,2,1,2,2
528070520,-1,2,2,2
528070521,-2,2,-1,2
528070522,-5,-5,-5,-5
528070523,2,2,2,2
528070524,1,1,1,1
528070525,1,1,1,1
528070526,2,2,2,2
528070527,2,-1,2,2
528070528,2,2,2,2
528070529,2,2,2,2
528070530,-5,-5,-5,-5
528070531,1,2,2,1
528070532,2,2,2,2
528070533,1,2,2,2
528070534,2,2,2,2
528070535,2,2,2,2
528070536,2,-1,-1,-1
528070537,1,2,2,2
528070538,-1,2,2,2
528070539,2,-1,2,-1
528070540,2,2,2,2
528070541,2,2,2,2
528070542,1,1,1,1
528070543,-5,-1,-1,-1
528070544,2,2,2,2
528070545,-1,-1,-1,-1
528070546,2,2,2,2
528070547,2,-1,2,2
528070548,-5,-5,-5,-5
528070549,2,2,2,2
528070550,1,-1,-1,1
528070551,1,1,2,1
528070552,2,2,2,2
528070553,1,-1,-1,-1
528070554,2,-1,2,2
528070555,-1,-1,-1,-1
528070556,2,2,2,2
528070557,2,-1,2,-1
528070558,1,2,2,2
528070559,2,2,2,2
528070560,2,2,2,2
528070561,2,2,2,2
528070562,1,1,1,1
528070563,2,2,2,2
528070564,1,2,2,1
528070565,-5,-5,-5,-5
528070566,2,2,2,2
528070567,2,-1,2,2
528070568,-1,2,2,2
528070569,2,2,2,2
528070570,2,-1,2,2
528070571,2,2,2,2
528070572,2,2,2,2
528070573,-5,-5,-5,-5
528070574,2,2,2,2
528070575,1,2,2,1
528070576,2,-1,-1,-1
528070577,2,-1,-1,-1
528070578,1,1,1,1
528070579,1,1,2,1
528070580,2,2,2,2
528070581,2,2,2,2
528070582,-1,-1,-1,-1
528070583,-1,-1,2,2
528070584,1,1,1,1
528070585,2,2,2,2
528070586,1,-1,-1,-1
528070587,2,2,2,2
528070588,2,2,2,2
528070589,2,2,2,2
528070590,2,2,2,2
528070591,2,2,2,2
528070592,2,2,2,2
528070593,2,1,2,2
528070594,2,2,2,2
528070595,1,1,2,2
528070596,-5,-5,-5,-5
528070597,1,-1,2,-1
528070598,2,2,2,2
528070599,1,1,1,1
528070600,2,2,2,2
528070601,2,2,2,2
528070602,1,2,2,2
528070603,1,2,2,1
528070604,2,2,2,2
528070605,2,2,2,2
528070606,2,2,2,2
528070607,2,-1,2,2
528070608,1,2,2,2
528070609,1,1,1,1
528070610,-1,-1,-1,-1
528070611,2,2,2,2
528070612,1,2,2,2
528070613,1,2,2,-1
528070614,2,2,2,2
528070615,-5,-5,-5,-5
528070616,1,2,1,1
528070617,2,2,2,2
528070618,2,2,2,2
528070619,2,2,2,2
528070620,-1,-1,2,2
528070621,1,1,1,1
528070622,1,1,2,1
528070623,2,2,2,2
528070624,2,2,2,2
528070625,-1,2,2,2
528070626,2,-1,2,2
528070627,2,1,2,1
528070628,2,2,2,2
528070629,2,2,2,2
528070630,-1,-1,-1,-1
528070631,-1,-1,-1,-1
528070632,1,1,2,1
528070633,2,2,2,2
528070634,1,-1,-1,-1
528070635,-1,-1,2,-1
528070636,1,1,1,1
528070637,-2,-2,-1,2
528070638,2,2,2,2
528070639,-1,-1,-1,-1
528070640,1,1,-1,-1
528070641,-5,-5,-5,-5
528070642,2,2,2,2
528070643,1,1,2,1
528070644,1,1,1,1
528070645,-5,-5,-5,-5
528070646,2,-1,2,2
528070647,-1,1,-1,-1
528070648,1,1,2,2
528070649,1,1,2,1
528070650,-1,-1,2,-1
528070651,1,1,1,1
528070652,1,1,2,1
528070653,1,1,1,1
528070654,-1,1,-1,-1
528070655,1,1,2,1
528070656,2,2,1,2
528070657,2,2,2,2
528070658,2,2,2,2
528070659,1,1,-1,-1
528070660,1,1,2,-1
528070661,-1,1,2,-1
528070662,1,-1,2,2
528070663,2,1,2,2
528070664,2,2,2,2
528070665,2,2,2,2
528070666,1,2,2,1
528070667,2,2,2,2
528070668,2,-1,2,2
528070669,2,1,2,2
528070670,-5,-5,-5,-5
528070671,-5,-5,-5,-5
528070672,1,1,2,1
528070673,1,-1,2,1
528070674,2,2,2,2
528070675,2,-1,2,2
528070676,-5,-5,-5,-5
528070677,2,2,2,2
528070678,2,1,2,2
528070679,2,2,2,2
528070680,2,2,2,2
528070681,1,2,2,-1
528070682,2,-1,2,2
528070683,-2,-2,-2,-5
528070684,1,-1,-1,-1
528070685,1,1,1,1
528070686,-1,2,2,2
528070687,-1,2,2,2
528070688,-5,2,2,2
528070689,2,2,2,2
528070690,2,2,2,2
528070691,2,2,2,2
528070692,2,2,2,2
528070693,2,2,2,2
528070694,-1,-1,2,2
528070695,1,2,2,1
528070696,-1,-1,2,2
528070697,2,2,2,2
528070698,-1,-1,-1,-1
528070699,1,1,2,2
528070700,-5,-5,-5,-5
528070701,2,2,2,2
528070702,1,1,2,1
528070703,1,1,2,2
528070704,2,-1,2,-1
528070705,1,1,1,1
528070706,2,2,2,2
528070707,-1,-1,-1,-1
528070708,2,2,2,2
528070709,-1,-1,2,2
528070710,1,1,1,1
528070711,1,2,2,2
528070712,2,2,2,2
528070713,1,1,1,1
528070714,1,1,1,1
528070715,1,1,2,2
528070716,2,2,2,2
528070717,-1,-1,-1,-1
528070718,1,1,1,1
528070719,-1,-1,-1,-1
528070720,2,2,2,2
528070721,1,1,2,1
528070722,2,2,2,2
528070723,2,-1,2,2
528070724,2,2,2,2
528070725,1,1,2,2
528070726,1,2,2,1
528070727,-1,-1,2,-1
528070728,2,-1,2,2
528070729,2,2,2,2
528070730,1,2,2,2
528070731,1,1,1,1
528070732,2,2,2,2
528070733,-1,-1,2,2
528070734,1,2,1,1
528070735,2,-1,2,2
528070736,2,2,2,2
528070737,-1,-1,2,2
528070738,2,1,2,-1
528070739,2,2,2,2
528070740,2,-1,2,2
528070741,1,2,2,2
528070742,2,2,2,2
528070743,1,2,2,2
528070744,2,2,2,2
528070745,1,2,2,2
528070746,2,2,2,2
528070747,2,1,2,1
528070748,2,2,2,2
528070749,1,1,1,1
528070750,2,2,2,2
528070751,1,2,2,2
528070752,2,2,2,2
528070753,2,2,2,2
528070754,2,2,2,2
528070755,-1,-1,-1,-1
528070756,2,2,2,2
528070757,2,2,2,2
528070758,1,1,-1,1
528070759,2,2,2,2
528070760,2,2,2,2
528070761,-5,-5,-5,-5
528070762,2,1,2,2
528070763,1,2,2,2
528070764,1,-1,-1,-1
528070765,2,2,2,2
528070766,2,2,2,2
528070767,2,-1,2,2
528070768,1,1,1,1
528070769,2,2,2,2
528070770,1,1,2,1
528070771,2,2,2,2
528070772,2,2,2,2
528070773,-1,2,2,2
528070774,1,1,1,1
528070775,-1,2,2,2
528070776,1,-1,-1,-1
528070777,-1,2,2,2
528070778,1,1,2,1
528070779,2,2,2,2
528070780,1,1,1,1
528070781,2,1,2,1
528070782,-5,-5,-5,-5
528070783,1,1,1,1
528070784,2,2,2,2
528070785,2,2,2,2
528070786,-1,2,2,-1
528070787,-1,2,2,2
528070788,2,2,2,2
528070789,1,1,1,1
528070790,2,1,2,2
528070791,2,1,-1,1
528070792,1,1,-1,1
528070793,2,-1,2,2
528070794,1,1,1,1
528070795,2,2,2,2
528070796,2,2,2,2
528070797,1,1,1,1
528070798,1,-1,-1,1
528070799,-1,-1,-1,-1
528070800,-1,-1,-1,-1
528070801,-1,-1,-1,-1
528070802,1,2,2,2
528070803,2,2,2,2
528070804,1,2,1,1
528070805,1,2,2,2
528070806,1,1,1,1
528070807,1,1,1,1
528070808,2,-1,2,2
528070809,1,-5,1,1
528070810,2,-1,2,-1
528070811,-1,2,2,2
528070812,2,2,2,2
528070813,1,1,2,2
528070814,-5,1,-5,-5
528070815,2,1,2,2
528070816,-1,-1,2,2
528070817,2,2,2,2
528070818,2,2,2,2
528070819,2,-1,2,2
528070820,1,2,2,1
528070821,1,1,1,1
528070822,2,2,2,2
528070823,2,2,2,2
528070824,-5,1,2,-1
528070825,2,2,2,2
528070826,2,2,2,2
528070827,1,1,1,1
528070828,1,-1,-1,-1
528070829,2,2,2,2
528070830,-1,2,2,2
528070831,1,2,2,2
528070832,1,1,2,1
528070833,1,1,2,1
528070834,-5,-5,-5,-5
528070835,2,2,2,2
528070836,2,2,2,2
528070837,-1,-1,2,-1
528070838,2,2,2,2
528070839,2,2,2,2
528070840,1,-1,-1,-1
528070841,2,2,2,2
528070842,-1,-1,2,-1
528070843,-5,-5,-5,-5
528070844,1,-1,-1,1
528070845,2,2,2,2
528070846,-5,-5,-5,-5
528070847,1,1,1,1
528070848,1,1,2,1
528070849,2,2,2,2
528070850,1,2,2,2
528070851,1,1,1,2
528070852,2,2,2,2
528070853,2,2,2,2
528070854,2,2,2,2
528070855,1,1,2,2
528070856,2,2,2,2
528070857,2,1,2,2
528070858,2,2,2,2
528070859,2,2,2,2
528070860,1,1,1,1
528070861,-1,2,2,2
528070862,1,1,1,1
528070863,1,1,1,1
528070864,-5,-5,-5,-5
528070865,2,1,2,2
528070866,2,1,2,2
528070867,2,2,2,1
528070868,1,1,2,1
528070869,1,2,2,2
528070870,2,2,2,2
528070871,1,1,1,1
528070872,2,1,2,1
528070873,-1,-1,2,2
528070874,2,2,2,2
528070875,-5,-5,-5,-5
528070876,1,1,2,2
528070877,2,2,2,2
528070878,-5,-5,-5,-5
528070879,2,2,2,2
528070880,2,2,2,2
528070881,2,2,2,2
528070882,1,1,2,1
528070883,2,2,2,2
528070884,1,-1,2,-1
528070885,2,2,2,2
528070886,-5,-5,-5,-5
528070887,1,1,1,1
528070888,-1,2,2,2
528070889,2,1,2,2
528070890,1,2,2,2
528070891,-1,1,2,-1
528070892,2,2,2,2
528070893,1,2,2,1
528070894,2,2,2,2
528070895,2,-1,-1,-1
528070896,-1,-1,-1,-1
528070897,-1,2,2,2
528070898,2,-1,-1,-1
528070899,2,2,2,2
528070900,-1,-1,-1,-1
528070901,1,1,-1,-1
528070902,-1,-1,2,2
528070903,-1,-1,-1,-1
528070904,2,2,2,2
528070905,2,2,2,2
528070906,2,2,2,2
528070907,2,2,2,2
528070908,2,2,2,2
528070909,1,2,2,2
528070910,2,-1,2,2
528070911,2,2,2,2
528070912,-1,-1,-1,-1
528070913,2,-1,2,2
528070914,2,-1,2,-1
528070915,-1,-1,2,2
528070916,2,2,2,2
528070917,2,2,2,2
528070918,-1,-1,2,2
528070919,2,2,2,2
528070920,1,1,1,1
528070921,2,2,2,2
528070922,2,1,2,2
528070923,2,2,2,2
528070924,2,1,2,2
528070925,2,-1,2,2
528070926,1,-1,-1,-1
528070927,2,-1,2,2
528070928,2,2,2,2
528070929,2,2,2,2
528070930,2,2,2,2
528070931,2,-1,2,2
528070932,2,2,2,2
528070933,2,2,2,2
528070934,1,2,2,2
528070935,2,2,2,2
528070936,2,2,2,2
528070937,2,2,2,2
528070938,2,2,2,2
528070939,2,2,2,2
528070940,-1,-1,-1,-1
528070941,2,2,2,2
528070942,2,2,2,2
528070943,2,2,2,2
528070944,2,2,2,2
528070945,2,2,2,2
528070946,2,2,2,2
528070947,2,2,2,2
528070948,2,1,2,1
528070949,2,2,2,2
528070950,2,2,2,2
528070951,2,-1,2,2
528070952,2,1,2,1
528070953,1,1,2,2
528070954,1,1,2,2
528070955,1,1,1,1
528070956,2,2,2,2
528070957,1,1,1,1
528070958,2,2,2,2
528070959,1,1,1,1
528070960,1,1,2,1
528070961,1,1,1,1
528070962,1,-1,1,1
528070963,2,2,2,2
528070964,1,-1,-1,1
528070965,2,1,2,2
528070966,-1,1,-2,-2
528070967,2,2,2,2
528070968,2,-1,2,2
528070969,1,1,2,2
528070970,1,1,1,1
528070971,2,-1,-1,-1
528070972,2,2,2,2
528070973,2,2,2,2
528070974,-1,-1,2,1
528070975,-2,2,2,2
528070976,2,2,2,2
528070977,-1,-2,-2,-1
528070978,2,2,2,2
528070979,2,-1,2,2
528070980,2,2,2,2
528070981,2,1,2,2
528070982,1,1,2,1
528070983,1,-1,-1,-1
528070984,2,2,2,2
528070985,-1,-1,-1,-1
528070986,1,1,2,1
528070987,2,1,2,1
528070988,2,-1,-1,-1
528070989,1,1,1,1
528070990,1,-1,-1,1
528070991,-1,-2,-1,-1
528070992,1,1,2,-1
528070993,2,1,2,2
528070994,2,2,2,2
528070995,2,2,2,2
528070996,1,1,1,1
528070997,2,2,2,2
528070998,2,2,2,2
528070999,1,-1,2,-1
528071000,1,1,1,1
528071001,-2,1,-2,-2
528071002,2,2,2,2
528071003,1,1,1,1
528071004,-1,-1,-1,-1
528071005,2,2,2,2
528071006,2,2,2,2
528071007,1,2,2,2
528071008,2,2,2,2
528071009,2,2,2,2
528071010,2,2,2,2
528071011,2,2,2,2
528071012,2,1,2,2
528071013,2,2,2,2
528071014,2,2,2,2
528071015,-1,2,2,2
528071016,1,1,1,1
528071017,2,-1,2,2
528071018,-1,-1,-1,-1
528071019,1,1,1,1
528071020,2,2,2,2
528071021,1,1,1,1
528071022,2,2,2,2
528071023,2,2,2,2
528071024,2,1,2,1
528071025,2,-1,2,2
528071026,2,2,2,2
528071027,2,2,2,2
528071028,1,1,2,1
528071029,1,1,1,1
528071030,2,2,2,2
528071031,2,1,2,-1
528071032,2,1,2,1
528071033,2,2,2,2
528071034,-1,-1,-1,-1
528071035,-1,-1,-1,-1
528071036,2,2,2,2
528071037,1,1,-1,-1
528071038,2,-1,2,2
528071039,-1,2,2,2
528071040,1,1,2,2
528071041,2,2,2,2
528071042,1,1,2,2
528071043,1,1,2,2
528071044,1,1,1,1
528071045,2,2,2,2
528071046,2,2,2,2
528071047,2,2,2,2
528071048,2,-1,2,1
528071049,-1,2,2,2
528071050,1,2,2,1
528071051,2,2,2,2
528071052,-5,-5,-5,-5
528071053,-1,-1,-1,-1
528071054,2,2,2,2
528071055,1,2,2,2
528071056,1,1,-1,1
528071057,1,1,1,1
528071058,-5,-5,-5,-5
528071059,2,1,2,1
528071060,1,1,2,1
528071061,2,2,2,2
528071062,1,-1,1,1
528071063,2,2,2,2
528071064,2,2,2,2
528071065,2,2,2,2
528071066,2,-1,2,2
528071067,1,-1,-1,-1
528071068,-5,-5,-5,-5
528071069,1,2,2,1
528071070,2,2,2,2
528071071,2,1,2,2
528071072,2,-1,2,2
528071073,2,2,2,2
528071074,1,2,1,2
528071075,-2,2,2,-2
528071076,2,2,2,2
528071077,2,2,2,2
528071078,1,1,1,1
528071079,2,2,2,2
528071080,1,1,1,1
528071081,2,1,2,2
528071082,2,2,2,2
528071083,1,2,2,2
528071084,2,2,2,2
528071085,2,2,2,2
528071086,2,-1,2,2
