D_INTERVIEW,Q241,Q242,Q243,Q244,Q245,Q246,Q247,Q248,Q249
458070152,10,10,10,10,10,10,10,10,10
458070153,10,1,10,10,1,10,10,10,10
458070154,5,6,5,6,7,7,6,6,5
458070155,8,7,7,7,7,7,7,7,7
458070156,4,4,8,7,6,5,5,5,5
458070157,5,5,10,6,7,9,8,9,4
458070158,9,9,9,8,2,9,8,9,4
458070159,10,5,10,4,5,8,9,9,7
458070160,2,7,8,3,3,3,9,9,9
458070161,8,8,7,7,6,6,7,7,7
458070162,7,8,7,7,6,5,5,8,7
458070163,4,5,6,6,7,8,7,7,7
458070164,7,7,6,7,5,6,4,5,7
458070165,8,6,8,8,3,7,6,7,5
458070166,10,8,9,7,8,7,5,8,8
458070167,9,7,10,8,7,10,10,10,10
458070168,9,8,8,9,9,8,8,8,8
458070169,9,6,9,8,8,8,7,9,3
458070170,9,10,9,9,4,9,8,9,8
458070171,8,8,8,4,8,8,8,9,6
458070172,10,7,9,9,3,6,6,6,6
458070173,6,6,6,6,6,6,6,6,6
458070174,1,7,7,7,7,7,7,7,7
458070175,10,10,9,9,9,8,10,10,10
458070176,10,10,10,10,10,10,10,10,10
458070177,10,10,10,10,10,10,10,10,10
458070178,5,4,6,6,6,6,5,5,5
458070179,4,7,6,6,6,5,6,7,7
458070180,7,6,7,8,7,6,6,7,8
458070181,2,10,10,10,10,10,10,10,10
458070182,3,10,6,8,3,8,9,9,9
458070183,8,9,9,7,8,8,7,8,8
458070184,8,7,6,8,9,8,7,7,6
458070185,5,6,5,4,5,6,3,2,2
458070186,8,8,3,9,3,4,5,5,6
458070187,5,5,6,7,4,4,4,5,4
458070188,7,6,7,6,8,7,6,5,4
458070189,8,7,9,8,8,8,8,9,10
458070190,5,6,7,7,6,6,6,5,8
458070191,6,7,7,6,8,8,7,7,7
458070192,7,8,8,8,6,6,7,7,7
458070193,6,6,7,7,6,6,8,8,7
458070194,8,10,9,9,8,9,8,8,9
458070195,6,7,7,8,8,7,6,6,9
458070196,8,8,7,6,7,8,6,7,7
458070197,4,3,2,4,4,3,3,4,4
458070198,8,9,6,7,7,6,6,6,6
458070199,4,9,9,8,8,8,9,8,8
458070200,5,5,3,7,7,6,6,7,6
458070201,7,6,6,6,7,6,6,7,6
458070202,10,9,9,8,9,9,10,10,10
458070203,10,9,8,9,9,8,8,9,8
458070204,8,8,9,10,8,9,9,8,9
458070205,8,8,8,7,6,6,7,7,7
458070206,5,5,5,5,6,6,7,7,7
458070207,6,8,9,7,5,7,7,8,6
458070208,7,8,8,9,6,8,8,9,6
458070209,9,7,8,7,6,7,7,8,7
458070210,7,10,10,9,10,10,9,10,10
458070211,5,8,7,4,3,5,6,6,5
458070212,5,4,8,8,6,9,8,7,10
458070213,9,9,9,8,8,8,8,7,8
458070214,6,6,7,6,6,6,7,6,6
458070215,5,7,8,6,4,6,7,8,5
458070216,7,9,9,8,9,8,9,9,9
458070217,6,7,5,5,5,7,6,7,6
458070218,7,4,6,3,7,8,5,5,4
458070219,8,8,4,6,8,3,4,8,6
458070220,8,10,8,9,9,10,8,9,9
458070221,6,8,4,4,6,8,7,5,4
458070222,8,5,8,8,5,8,8,7,8
458070223,10,5,10,8,3,5,6,10,6
458070224,4,4,4,5,4,4,4,5,5
458070225,5,5,10,10,5,5,8,10,10
458070226,6,6,7,4,4,6,6,6,6
458070227,8,7,3,6,7,6,7,7,7
458070228,6,6,6,5,6,6,6,7,6
458070229,1,1,10,10,10,10,10,5,10
458070230,4,4,3,5,6,5,4,4,4
458070231,10,6,10,8,8,10,10,10,10
458070232,4,4,9,9,2,9,3,9,9
458070233,10,7,10,8,7,10,10,10,10
458070234,8,7,8,7,8,8,8,8,8
458070235,10,10,10,9,1,1,7,10,10
458070236,10,5,10,7,5,10,10,10,8
458070237,10,9,8,8,9,9,8,8,6
458070238,5,3,9,7,4,6,8,8,10
458070239,8,7,9,5,2,5,8,7,5
458070240,8,8,10,9,10,10,10,10,10
458070241,7,5,9,5,3,8,6,5,4
458070242,8,8,8,5,3,8,8,8,8
458070243,8,9,10,9,9,10,9,10,10
458070244,8,7,9,8,5,7,7,8,6
458070245,4,7,10,8,6,8,8,10,10
458070246,7,8,8,9,7,8,10,10,10
458070247,5,7,7,6,2,3,6,7,5
458070248,7,5,9,7,5,3,7,8,5
458070249,1,4,9,2,4,5,7,4,5
458070250,9,10,10,10,9,1,10,7,9
458070251,3,10,10,7,8,5,9,9,8
458070252,4,6,5,4,6,5,5,6,6
458070253,3,9,8,8,8,8,7,6,7
458070254,2,8,4,4,4,4,7,3,3
458070255,7,4,9,8,5,7,6,6,5
458070256,3,1,10,4,1,5,2,8,10
458070257,9,5,10,8,2,8,8,8,8
458070258,5,5,5,5,5,5,5,5,5
458070259,9,6,10,9,2,7,7,9,9
458070260,5,1,10,5,1,5,5,5,10
458070261,9,9,9,7,8,9,9,9,8
458070262,3,3,10,10,10,9,9,9,9
458070263,9,9,10,6,6,6,9,9,9
458070264,4,4,4,4,4,4,4,4,4
458070265,5,6,7,7,4,4,8,7,7
458070266,10,10,8,1,8,9,10,10,7
458070267,4,6,5,4,7,5,3,4,4
458070268,6,2,9,5,1,4,2,7,9
458070269,3,8,9,4,1,6,6,8,9
458070270,5,2,9,5,2,5,5,1,9
458070271,5,3,8,5,5,5,5,5,9
458070272,6,5,8,7,5,5,5,3,7
458070273,8,6,6,6,5,4,5,6,6
458070274,2,3,3,3,4,3,3,3,3
458070275,4,4,7,8,5,5,8,4,5
458070276,7,7,7,7,7,7,7,7,7
458070277,8,7,8,8,8,7,7,8,9
458070278,10,9,9,8,9,9,9,9,9
458070279,10,9,9,9,9,3,8,8,8
458070280,8,8,9,8,8,6,7,6,8
458070281,6,8,10,8,5,10,9,10,5
458070282,6,5,7,6,6,6,7,7,7
458070283,8,8,9,7,8,9,9,9,9
458070284,7,6,7,7,7,7,7,7,8
458070285,8,10,10,8,1,10,9,10,10
458070286,1,1,3,2,4,2,3,4,3
458070287,10,10,6,10,10,10,10,10,10
458070288,9,8,8,9,7,8,7,10,10
458070289,9,8,8,6,2,8,7,8,7
458070290,7,7,6,8,6,7,6,8,10
458070291,10,10,10,5,5,5,5,5,5
458070292,10,10,10,10,10,10,10,10,10
458070293,8,7,6,6,8,8,8,6,7
458070294,10,5,9,10,10,10,8,10,6
458070295,9,9,7,9,8,7,9,7,7
458070296,9,9,10,8,9,9,8,10,9
458070297,9,10,10,10,9,10,9,10,9
458070298,3,6,2,2,2,2,3,3,3
458070299,10,9,6,10,10,10,10,10,10
458070300,10,1,7,10,4,6,6,7,10
458070301,7,5,10,10,7,9,9,5,10
458070302,8,1,10,10,1,8,5,7,10
458070303,8,8,8,8,8,8,8,8,8
458070304,9,7,10,9,9,10,9,8,10
458070305,9,1,9,9,2,7,3,10,10
458070306,9,10,10,10,10,5,10,10,10
458070307,8,4,10,9,5,9,8,6,10
458070308,7,7,5,6,7,8,5,7,6
458070309,8,7,8,9,8,7,8,8,7
458070310,10,10,10,10,10,9,10,10,10
458070311,9,8,9,9,2,7,8,10,7
458070312,9,2,9,9,1,1,3,8,9
458070313,7,4,10,4,1,8,7,10,10
458070314,5,5,8,7,9,8,7,7,9
458070315,7,5,7,7,1,6,8,8,8
458070316,5,4,7,8,4,5,6,5,8
458070317,6,6,8,9,8,5,9,8,10
458070318,9,9,9,1,1,10,10,10,10
458070319,5,6,7,7,7,8,6,7,6
458070320,10,10,10,10,1,10,10,10,10
458070321,8,1,10,6,1,10,8,1,10
458070322,10,10,10,10,2,10,10,10,10
458070323,8,1,10,8,1,10,10,1,10
458070324,6,8,10,10,2,9,8,10,7
458070325,4,8,8,8,7,8,7,8,8
458070326,9,9,10,10,1,10,10,10,10
458070327,10,10,10,10,10,10,10,10,10
458070328,8,7,9,8,4,10,8,10,9
458070329,10,10,10,10,1,10,10,10,10
458070330,8,5,7,5,8,7,5,5,9
458070331,5,7,6,7,5,6,5,6,6
458070332,10,10,10,10,1,10,10,10,10
458070333,9,7,10,9,4,8,8,9,9
458070334,9,6,4,8,6,9,9,9,8
458070335,7,7,7,9,6,8,7,6,7
458070336,8,5,8,7,5,7,7,7,8
458070337,6,7,7,8,7,7,8,8,7
458070338,9,8,6,7,5,7,6,8,6
458070339,6,5,5,5,5,5,5,5,5
458070340,6,7,5,5,6,7,4,5,5
458070341,10,8,10,8,4,4,10,10,7
458070342,6,7,8,5,6,7,7,7,6
458070343,10,6,10,5,1,8,9,10,5
458070344,4,6,5,6,5,4,4,6,5
458070345,6,7,8,6,6,7,6,7,8
458070346,10,7,10,10,5,9,9,10,5
458070347,6,7,6,6,5,7,5,6,6
458070348,9,6,8,8,7,7,6,8,8
458070349,9,8,6,5,7,6,5,6,4
458070350,6,5,6,7,7,5,5,6,7
458070351,8,8,9,5,2,8,3,5,7
458070352,6,7,4,6,7,5,6,4,4
458070353,7,4,6,7,5,6,4,6,5
458070354,7,5,5,5,7,6,5,5,7
458070355,10,8,10,8,7,10,10,10,10
458070356,6,8,7,9,6,7,8,6,8
458070357,10,10,10,10,7,10,10,10,10
458070358,9,9,10,7,6,9,9,8,8
458070359,6,7,6,8,7,4,7,7,5
458070360,8,6,8,7,9,6,8,7,8
458070361,8,6,8,6,8,6,8,7,8
458070362,8,5,7,8,7,7,8,5,8
458070363,8,5,9,7,8,9,6,8,9
458070364,7,9,6,8,9,6,8,9,7
458070365,8,7,9,8,9,7,9,8,9
458070366,8,6,9,7,9,7,9,7,8
458070367,8,6,8,9,7,8,9,7,8
458070368,1,1,10,7,1,1,5,8,10
458070369,10,10,10,10,10,10,10,10,10
458070370,10,10,10,10,10,10,10,10,10
458070371,8,1,9,1,1,10,10,10,10
458070372,10,4,10,5,5,9,8,10,10
458070373,2,2,5,5,5,5,5,5,5
458070374,7,1,10,6,1,7,7,8,9
458070375,8,10,8,9,9,8,8,9,10
458070376,10,10,10,10,10,10,10,10,10
458070377,10,10,10,7,6,8,9,9,3
458070378,10,6,10,8,5,10,10,10,10
458070379,1,3,2,3,3,5,3,3,4
458070380,2,3,2,3,2,2,3,3,2
458070381,7,5,3,6,6,8,5,6,5
458070382,7,9,8,7,10,4,7,9,8
458070383,7,10,9,5,10,4,7,8,7
458070384,7,7,8,6,7,7,8,8,7
458070385,9,8,8,7,3,5,8,8,7
458070386,5,9,10,2,10,10,9,9,9
458070387,5,7,9,9,10,9,9,10,10
458070388,5,6,6,7,9,9,10,10,10
458070389,8,6,9,5,8,6,7,9,8
458070390,3,4,4,4,4,4,4,4,4
458070391,2,7,10,10,10,10,10,10,10
458070392,6,6,7,5,7,7,6,5,4
458070393,10,8,9,8,9,9,10,10,9
458070394,5,6,6,6,6,6,6,7,7
458070395,8,7,7,5,9,5,6,6,7
458070396,8,6,6,6,6,7,7,7,6
458070397,9,8,7,7,8,6,8,6,7
458070398,7,5,9,5,5,7,6,9,8
458070399,6,7,6,5,6,7,7,7,6
458070400,2,9,8,6,5,6,5,6,5
458070401,6,10,1,10,10,1,10,10,1
458070402,5,5,6,5,5,6,5,6,5
458070403,3,7,6,5,7,8,6,7,4
458070404,5,9,2,7,5,2,8,8,3
458070405,2,10,1,5,10,1,7,6,1
458070406,3,9,2,5,9,2,6,3,2
458070407,5,5,3,4,5,4,4,4,3
458070408,2,10,1,5,7,2,2,8,2
458070409,7,10,1,10,10,1,5,10,4
458070410,8,10,1,5,2,1,8,2,1
458070411,5,5,5,5,5,5,5,5,5
458070412,9,5,2,3,4,4,4,4,4
458070413,9,9,1,3,6,3,8,5,3
458070414,3,9,2,7,9,3,9,9,2
458070415,6,10,1,4,7,1,4,4,2
458070416,3,10,1,2,10,3,4,7,1
458070417,2,10,1,1,10,2,2,2,1
458070418,5,8,1,5,5,4,5,5,1
458070419,7,7,5,5,5,6,4,5,6
458070420,4,10,1,7,10,2,9,10,1
458070421,5,9,1,6,5,5,7,6,1
458070422,1,5,1,1,10,5,5,5,1
458070423,7,7,5,7,9,10,7,7,6
458070424,4,5,4,5,5,4,5,5,5
458070425,5,1,6,5,5,2,5,2,5
458070426,1,10,1,1,10,1,10,10,1
458070427,7,10,1,3,2,4,4,7,2
458070428,7,8,2,7,10,2,3,5,6
458070429,1,10,1,1,10,1,1,5,1
458070430,7,7,6,8,10,2,4,3,4
458070431,3,10,1,3,10,1,5,5,1
458070432,5,9,1,2,10,8,6,9,3
458070433,9,5,1,6,5,1,6,5,1
458070434,10,1,10,1,3,10,2,1,10
458070435,5,5,4,4,5,5,5,5,6
458070436,3,10,1,3,6,2,6,7,6
458070437,3,5,7,5,6,6,4,6,4
458070438,1,10,1,1,10,1,1,1,1
458070439,2,3,3,3,8,2,2,4,2
458070440,4,8,1,2,5,3,3,3,1
458070441,6,5,6,5,4,5,5,6,5
458070442,5,5,5,2,5,3,5,7,2
458070443,6,6,7,6,5,6,7,6,6
458070444,5,5,1,5,5,5,5,1,5
458070445,6,9,6,4,6,5,8,5,3
458070446,9,9,1,9,2,1,9,3,1
458070447,1,5,1,2,1,2,1,2,4
458070448,2,2,7,5,2,2,4,2,4
458070449,2,4,1,4,1,1,1,1,1
458070450,1,5,1,1,10,1,10,5,1
458070451,8,7,10,7,4,8,8,8,6
458070452,2,3,3,9,2,2,2,2,3
458070453,8,10,1,9,10,1,1,2,1
458070454,3,2,3,3,4,2,4,2,4
458070455,1,5,1,5,5,5,10,5,6
458070456,9,7,3,5,3,6,5,5,3
458070457,2,5,2,6,7,2,2,2,1
458070458,2,10,1,3,8,2,3,3,2
458070459,10,10,1,10,10,1,10,1,1
458070460,8,10,1,6,6,5,8,6,6
458070461,4,7,2,3,5,3,7,3,2
458070462,10,6,1,3,10,1,10,2,4
458070463,10,10,1,1,10,1,1,1,1
458070464,7,8,8,9,10,10,8,8,8
458070465,6,10,1,4,10,1,6,8,1
458070466,5,6,1,8,10,1,8,5,7
458070467,4,4,4,6,7,3,4,3,3
458070468,3,2,2,3,9,2,3,2,9
458070469,4,5,4,5,3,3,4,4,5
458070470,3,5,5,7,7,7,8,9,8
458070471,6,6,1,1,10,1,6,5,1
458070472,5,7,7,6,7,7,7,6,7
458070473,4,9,1,5,7,2,7,4,4
458070474,10,10,1,10,8,1,1,10,1
458070475,9,9,7,8,6,8,8,7,9
458070476,3,3,2,3,9,5,7,6,5
458070477,9,7,9,6,9,8,8,5,5
458070478,9,8,8,8,8,9,7,8,8
458070479,3,10,1,4,10,2,3,5,1
458070480,6,8,1,4,5,3,7,5,1
458070481,7,5,5,5,7,4,6,8,9
458070482,6,10,6,7,10,7,7,7,1
458070483,8,6,7,7,7,8,8,8,6
458070484,5,5,5,5,5,5,5,5,6
458070485,1,10,1,1,10,1,6,10,10
458070486,10,8,8,7,9,8,7,7,6
458070487,10,9,10,9,10,10,9,9,8
458070488,6,6,5,5,6,5,5,5,5
458070489,1,10,1,10,10,1,7,1,7
458070490,7,6,3,5,9,8,5,2,2
458070491,6,6,7,5,6,5,6,5,8
458070492,5,7,5,6,6,3,5,6,8
458070493,1,10,1,1,10,1,5,5,5
458070494,2,5,3,3,4,3,2,1,5
458070495,1,3,1,1,1,1,1,1,3
458070496,1,10,1,1,6,1,1,10,1
458070497,1,10,1,5,10,1,10,1,1
458070498,6,4,8,8,5,8,5,4,7
458070499,7,7,1,6,2,2,9,9,2
458070500,3,4,1,1,7,3,1,2,1
458070501,5,10,1,5,10,3,6,4,1
458070502,3,9,1,4,10,2,2,2,2
458070503,5,1,10,5,1,5,6,2,10
458070504,6,5,2,2,5,5,3,3,3
458070505,7,6,6,6,6,5,6,1,1
458070506,1,9,1,1,1,1,9,4,1
458070507,6,8,1,6,1,9,5,5,5
458070508,3,6,2,5,8,3,5,3,2
458070509,7,7,7,9,7,7,7,7,10
458070510,1,10,3,5,10,8,8,8,1
458070511,4,2,5,4,2,1,1,2,3
458070512,8,8,2,2,5,1,1,1,1
458070513,3,5,3,1,5,5,3,5,5
458070514,2,5,2,6,6,6,6,5,4
458070515,9,8,9,5,1,10,8,8,9
458070516,7,7,7,6,8,5,5,5,8
458070517,2,3,3,7,7,4,3,2,5
458070518,3,4,1,5,9,1,1,1,4
458070519,4,9,1,4,6,3,8,6,7
458070520,8,5,7,7,2,6,8,6,7
458070521,5,9,1,2,3,2,5,8,2
458070522,5,9,1,5,9,2,9,5,1
458070523,3,9,2,8,8,3,8,7,2
458070524,8,5,6,4,7,5,7,5,7
458070525,1,8,1,1,8,1,3,5,1
458070526,3,3,3,3,3,3,3,3,4
458070527,5,6,6,6,6,6,6,6,6
458070528,1,7,1,3,3,1,1,2,1
458070529,1,3,1,2,5,2,2,1,2
458070530,8,8,5,5,5,5,5,5,5
458070531,4,9,1,4,8,5,2,2,1
458070532,1,10,1,1,10,2,1,6,1
458070533,5,10,1,5,8,2,10,8,1
458070534,5,5,5,5,5,5,5,5,5
458070535,1,1,1,1,1,1,1,2,5
458070536,1,10,1,3,5,5,9,3,1
458070537,5,10,1,5,7,3,8,4,1
458070538,2,5,5,5,5,5,5,5,5
458070539,9,8,9,8,9,8,9,8,8
458070540,3,5,2,4,5,5,5,5,2
458070541,2,2,1,3,2,3,2,1,3
458070542,10,3,1,5,10,6,1,2,1
458070543,10,3,10,7,8,8,8,9,10
458070544,6,10,1,8,7,2,8,7,7
458070545,3,10,3,8,10,3,3,9,3
458070546,1,10,2,2,4,4,3,8,2
458070547,8,10,2,3,10,1,10,10,1
458070548,2,1,10,2,2,9,8,9,9
458070549,5,5,5,5,6,5,4,4,4
458070550,6,6,1,4,7,2,4,3,1
458070551,3,7,1,1,4,2,4,5,2
458070552,9,10,2,10,10,3,5,6,4
458070553,5,9,2,4,6,2,5,5,5
458070554,8,2,1,1,9,2,8,7,1
458070555,9,6,1,3,8,1,3,2,1
458070556,5,6,6,6,6,6,6,6,6
458070557,6,6,5,6,9,5,5,6,5
458070558,7,10,1,5,2,1,10,9,1
458070559,9,8,7,8,7,8,7,7,6
458070560,4,9,2,2,10,2,2,3,4
458070561,6,9,1,6,10,8,2,1,5
458070562,7,10,1,5,9,8,5,7,5
458070563,8,9,1,3,9,2,4,9,2
458070564,8,6,6,7,6,5,7,7,6
458070565,5,5,4,4,5,5,5,5,2
458070566,10,10,6,10,3,4,10,10,2
458070567,4,10,1,6,10,1,3,8,1
458070568,5,6,6,5,9,5,7,7,5
458070569,4,8,2,2,9,5,5,3,2
458070570,6,5,8,9,4,8,6,5,6
458070571,4,10,1,7,8,1,7,7,1
458070572,4,10,1,7,10,1,8,4,1
458070573,7,9,4,5,7,4,6,6,5
458070574,2,8,1,2,8,1,1,1,1
458070575,2,6,1,3,6,2,2,2,3
458070576,10,10,1,1,10,1,10,10,1
458070577,3,4,2,6,8,3,9,9,2
458070578,8,3,9,5,6,8,5,6,10
458070579,5,10,1,7,10,1,9,5,1
458070580,3,10,1,5,1,3,7,7,3
458070581,10,1,10,10,5,10,1,1,10
458070582,9,9,2,2,5,1,5,7,1
458070583,8,7,1,5,6,6,10,6,1
458070584,6,7,6,4,5,5,6,6,7
458070585,4,10,1,4,10,1,5,8,1
458070586,2,10,1,3,10,3,3,5,1
458070587,8,10,1,9,10,5,9,1,1
458070588,5,5,5,5,5,5,5,5,5
458070589,5,10,1,1,10,1,10,1,1
458070590,10,10,1,3,3,1,7,1,1
458070591,2,10,1,5,5,1,5,5,1
458070592,4,5,5,4,5,5,5,5,5
458070593,1,10,1,1,5,1,5,1,1
458070594,5,10,1,2,10,2,10,1,1
458070595,3,10,1,10,10,5,7,6,5
458070596,5,9,9,5,9,1,10,10,1
458070597,9,7,3,6,6,6,6,5,6
458070598,1,10,1,1,10,5,10,10,1
458070599,4,8,2,4,4,2,4,4,2
458070600,5,8,1,2,6,2,5,5,5
458070601,10,10,1,10,10,1,1,1,1
458070602,4,8,1,3,6,2,9,8,3
458070603,2,10,1,5,10,1,1,1,1
458070604,4,10,1,1,10,3,9,1,1
458070605,2,9,1,6,10,5,7,5,2
458070606,6,10,1,4,10,1,9,10,1
458070607,2,3,5,4,4,5,5,5,5
458070608,2,3,1,2,7,2,5,5,1
458070609,7,10,1,3,4,1,5,10,1
458070610,5,8,2,4,9,2,2,2,2
458070611,1,3,2,1,7,2,10,3,6
458070612,3,10,2,2,3,2,9,3,1
458070613,5,5,5,5,5,5,5,5,5
458070614,3,10,1,8,10,1,10,3,1
458070615,2,4,1,2,7,2,2,2,2
458070616,6,10,1,4,8,1,3,3,1
458070617,4,10,2,5,6,2,9,1,10
458070618,6,5,1,10,5,1,6,6,1
458070619,6,6,2,2,8,3,6,9,2
458070620,5,5,5,5,5,5,5,6,6
458070621,4,8,3,4,8,3,7,4,3
458070622,2,10,1,3,10,1,8,10,10
458070623,2,6,2,3,6,3,5,5,2
458070624,8,10,3,5,10,9,2,8,1
458070625,1,1,1,5,10,1,1,1,1
458070626,4,7,3,5,10,5,5,8,3
458070627,5,5,6,6,6,6,6,5,6
458070628,1,1,1,10,1,1,5,5,6
458070629,7,5,8,6,6,8,6,7,8
