D_INTERVIEW,Q241,Q242,Q243,Q244,Q245,Q246,Q247,Q248,Q249
840071057,5,5,5,5,5,5,5,5,5
840071058,10,1,10,1,4,4,10,5,1
840071059,5,5,10,10,6,5,9,9,9
840071060,-2,-2,5,-2,1,-2,-2,5,10
840071061,10,5,5,10,1,10,10,1,10
840071062,5,5,5,5,5,5,5,5,5
840071063,10,1,10,1,1,10,1,1,10
840071064,5,5,5,5,5,5,5,5,5
840071065,5,1,5,3,5,5,4,5,10
840071066,10,9,8,6,6,5,5,5,7
840071067,10,10,10,10,1,10,10,10,10
840071068,5,5,5,5,5,5,5,5,5
840071069,5,5,5,5,5,5,5,5,5
840071070,7,4,5,8,1,10,5,7,10
840071071,5,5,5,5,5,5,5,5,5
840071072,6,1,10,3,6,10,1,10,10
840071073,6,6,6,6,6,6,6,6,6
840071074,1,1,8,5,1,5,7,5,7
840071075,10,10,10,10,10,10,10,10,10
840071076,1,1,1,1,1,1,1,1,1
840071077,7,5,7,5,5,7,7,7,8
840071078,4,5,5,5,5,5,5,5,5
840071079,2,3,7,7,5,4,7,2,4
840071080,8,1,10,8,6,10,5,7,10
840071081,5,5,6,5,6,5,6,6,10
840071082,5,5,5,5,5,5,5,5,7
840071083,6,6,6,6,6,6,6,6,6
840071084,1,2,4,3,6,8,3,4,6
840071085,6,4,5,4,4,7,7,9,8
840071086,5,5,5,5,5,5,5,5,5
840071087,7,5,5,5,1,9,3,3,10
840071088,6,5,7,7,4,4,4,5,7
840071089,5,5,5,5,5,5,5,5,5
840071090,2,7,10,1,8,7,3,7,7
840071091,5,1,1,10,1,6,1,1,8
840071092,6,1,5,8,6,7,8,5,7
840071093,10,1,10,10,1,10,6,4,10
840071094,7,2,9,9,2,9,6,7,9
840071095,8,5,8,7,4,8,6,7,10
840071096,9,1,10,2,9,7,10,7,10
840071097,7,7,6,6,6,6,7,7,7
840071098,4,7,6,6,5,6,6,6,6
840071099,5,5,5,5,5,5,5,5,10
840071100,3,6,9,5,3,5,5,8,8
840071101,1,3,5,1,3,7,1,7,10
840071102,5,1,10,5,4,6,3,5,10
840071103,8,8,8,4,1,9,2,1,1
840071104,9,1,10,5,2,10,8,10,10
840071105,4,7,3,4,2,3,5,3,7
840071106,3,2,10,3,6,7,1,8,10
840071107,1,1,4,5,-2,5,6,5,6
840071108,7,7,10,5,6,8,4,6,10
840071109,4,3,3,4,3,3,2,4,2
840071110,8,8,9,9,8,9,9,9,9
840071111,10,1,10,10,1,10,10,1,10
840071112,1,1,1,10,1,6,1,1,1
840071113,2,2,4,2,9,10,10,10,4
840071114,5,1,10,10,1,10,10,7,10
840071115,10,1,10,10,1,10,10,1,10
840071116,7,1,1,10,10,10,7,7,8
840071117,10,1,10,10,10,10,10,1,10
840071118,6,1,10,7,3,10,3,5,10
840071119,10,1,10,10,8,10,10,1,10
840071120,10,1,10,1,1,10,1,1,10
840071121,10,1,10,8,1,10,7,8,10
840071122,1,1,10,1,1,10,1,8,9
840071123,1,-2,10,10,2,10,8,10,10
840071124,5,1,10,1,6,6,1,4,10
840071125,1,1,10,1,1,5,1,1,1
840071126,3,3,6,3,1,3,1,4,1
840071127,9,1,10,8,2,10,7,3,10
840071128,10,1,1,10,10,10,10,1,10
840071129,5,1,10,4,1,6,7,4,7
840071130,5,1,10,10,1,10,1,5,10
840071131,10,10,10,10,10,10,10,10,10
840071132,8,8,5,8,8,8,4,8,8
840071133,10,1,10,10,10,10,10,10,10
840071134,5,5,5,5,5,5,5,5,5
840071135,1,1,10,1,10,1,1,1,10
840071136,7,1,10,4,1,10,3,5,10
840071137,10,1,10,10,1,10,1,4,10
840071138,5,2,10,5,3,7,3,5,10
840071139,1,-2,10,1,-2,-2,1,-2,10
840071140,3,3,8,6,3,8,8,5,9
840071141,-2,6,6,-2,5,6,-2,5,10
840071142,3,3,8,3,3,8,1,5,9
840071143,10,1,10,10,1,10,10,5,10
840071144,6,1,10,8,1,10,8,1,10
840071145,10,10,9,10,6,10,10,6,10
840071146,5,1,10,6,4,10,5,7,9
840071147,-2,-2,-2,-2,-2,-2,-2,-2,-2
840071148,-2,-2,-2,-2,-2,-2,-2,-2,-2
840071149,10,1,9,10,3,-2,-2,-2,10
840071150,5,6,6,6,6,5,6,7,5
840071151,5,5,5,5,5,5,5,5,5
840071152,3,1,10,10,1,10,1,10,10
840071153,7,1,10,10,1,10,1,1,10
840071154,7,7,8,7,2,4,2,8,7
840071155,1,5,5,5,6,5,6,5,5
840071156,10,1,10,5,1,10,10,7,10
840071157,5,5,5,7,5,5,5,5,5
840071158,5,1,10,6,1,8,5,1,5
840071159,5,5,5,5,5,5,5,5,5
840071160,1,1,10,1,1,10,1,1,10
840071161,1,1,10,10,1,10,10,10,1
840071162,1,1,10,1,10,10,1,1,10
840071163,4,2,9,9,7,1,10,10,9
840071164,5,6,5,2,7,5,5,5,5
840071165,1,1,10,10,4,7,1,1,1
840071166,3,3,4,7,2,2,6,3,5
840071167,9,2,7,7,5,8,-2,6,8
840071168,6,6,6,6,6,6,6,6,6
840071169,8,8,8,8,8,8,8,7,5
840071170,1,1,8,2,2,1,9,8,2
840071171,2,8,5,6,8,8,9,4,5
840071172,8,8,5,10,8,8,7,7,8
840071173,10,10,10,10,10,10,10,10,10
840071174,5,5,6,5,1,5,5,5,5
840071175,10,6,5,5,8,8,8,7,7
840071176,5,6,5,5,7,6,4,8,3
840071177,-2,1,10,10,5,-2,2,9,10
840071178,6,5,7,8,5,6,5,5,10
840071179,10,9,7,8,7,8,8,9,10
840071180,4,3,10,8,6,9,4,7,9
840071181,2,9,10,9,9,9,2,8,9
840071182,8,5,5,6,5,5,6,5,5
840071183,4,2,10,5,5,9,4,9,9
840071184,10,7,2,10,10,7,7,6,10
840071185,10,5,7,10,5,5,10,8,10
840071186,5,5,4,5,8,8,4,5,8
840071187,6,6,5,7,5,5,5,5,5
840071188,10,4,10,3,8,9,2,4,10
840071189,4,6,5,5,3,4,5,5,5
840071190,7,2,10,3,4,4,4,8,5
840071191,8,3,9,9,3,7,7,7,8
840071192,8,5,10,5,7,8,5,1,8
840071193,5,5,5,6,6,6,6,6,6
840071194,8,7,6,9,9,9,8,9,8
840071195,5,6,5,5,5,6,5,5,4
840071196,4,2,6,7,7,9,9,5,10
840071197,1,1,10,10,1,10,5,1,10
840071198,6,5,5,5,5,5,-2,5,5
840071199,3,4,8,3,5,7,9,8,4
840071200,1,1,10,2,1,10,5,1,10
840071201,5,5,5,5,5,5,5,5,5
840071202,3,2,4,7,7,8,3,9,8
840071203,6,1,7,8,2,6,2,7,9
840071204,6,8,5,4,6,7,6,5,7
840071205,5,8,5,3,4,7,6,4,6
840071206,8,3,7,5,5,7,6,8,8
840071207,10,1,10,5,1,5,1,5,10
840071208,2,1,10,1,1,4,1,4,5
840071209,5,5,5,5,5,5,5,5,5
840071210,6,4,5,5,4,4,3,4,3
840071211,10,10,10,10,10,10,-2,10,10
840071212,3,1,8,8,1,10,8,4,10
840071213,7,5,5,5,5,6,10,10,10
840071214,5,5,10,10,1,5,5,5,6
840071215,7,5,5,5,4,8,8,2,9
840071216,7,5,7,5,5,6,5,1,7
840071217,3,7,5,5,5,5,5,5,5
840071218,6,5,5,5,5,4,3,3,6
840071219,8,3,10,9,2,10,1,3,10
840071220,-2,-2,-2,-2,-2,-2,-2,5,5
840071221,1,1,1,1,1,1,1,1,10
840071222,5,5,5,7,5,5,4,3,5
840071223,4,3,6,4,6,5,6,6,5
840071224,8,2,9,8,2,8,3,7,9
840071225,8,4,3,5,3,7,7,7,8
840071226,2,1,8,6,1,9,7,5,10
840071227,4,5,5,5,5,6,5,5,5
840071228,7,7,5,5,5,5,5,3,3
840071229,5,5,5,5,5,5,5,5,5
840071230,5,5,5,5,5,5,5,5,5
840071231,6,7,6,7,6,5,10,7,8
840071232,6,3,4,6,7,8,7,5,7
840071233,6,4,5,7,4,6,10,9,10
840071234,5,5,5,5,5,5,5,5,5
840071235,7,2,8,5,1,5,4,4,7
840071236,5,5,5,5,5,5,-2,-2,-2
840071237,5,5,5,5,5,5,5,5,5
840071238,5,5,5,5,5,5,6,5,5
840071239,3,4,4,7,8,8,7,5,4
840071240,8,1,8,8,8,6,8,8,10
840071241,7,7,7,7,7,7,7,7,7
840071242,5,5,5,5,5,5,5,5,5
840071243,4,4,4,5,4,6,4,4,4
840071244,3,3,3,7,7,6,6,6,10
840071245,5,5,5,5,5,5,5,5,5
840071246,5,5,5,5,5,5,5,5,5
840071247,5,5,5,5,5,5,5,5,5
840071248,5,5,5,5,5,5,5,5,5
840071249,5,5,6,5,5,5,5,5,5
840071250,7,5,6,6,5,5,6,7,7
840071251,5,7,9,9,2,6,1,7,10
840071252,5,1,10,10,1,10,6,4,10
840071253,6,5,7,5,5,5,6,5,5
840071254,10,5,5,5,5,5,5,5,5
840071255,6,6,7,6,5,-2,5,4,6
840071256,9,2,9,9,5,9,5,7,9
840071257,10,3,10,8,4,6,10,6,5
840071258,6,5,6,6,5,6,7,6,7
840071259,5,5,5,5,5,5,5,7,5
840071260,10,6,7,10,2,6,10,8,10
840071261,5,4,5,7,3,10,5,5,10
840071262,5,5,5,5,5,5,5,5,5
840071263,2,1,5,5,4,4,4,7,7
840071264,5,5,5,5,5,5,5,5,5
840071265,1,1,1,-2,-2,-2,-2,-2,-2
840071266,4,1,10,5,5,5,5,7,8
840071267,5,5,5,5,5,5,5,5,5
840071268,5,5,5,6,6,4,5,5,6
840071269,10,1,5,7,10,5,10,5,10
840071270,5,5,5,6,1,5,5,1,10
840071271,1,1,10,10,5,5,1,1,10
840071272,4,4,9,5,5,6,4,8,8
840071273,5,5,4,5,5,5,5,4,5
840071274,5,4,5,5,5,5,5,10,5
840071275,6,4,8,7,7,5,3,4,3
840071276,7,5,5,7,6,6,5,3,5
840071277,6,6,7,5,4,5,5,6,4
840071278,5,5,5,5,5,5,6,6,5
840071279,8,5,7,7,5,7,7,5,5
840071280,5,5,5,6,6,6,6,6,6
840071281,5,5,5,5,5,5,5,5,5
840071282,5,5,5,5,5,5,5,5,5
840071283,1,1,10,5,1,8,5,7,10
840071284,5,5,5,5,5,5,5,5,5
840071285,5,5,5,5,5,5,5,5,5
840071286,10,10,10,10,7,10,10,10,10
840071287,5,5,5,5,5,5,5,5,5
840071288,5,5,5,5,5,5,5,5,5
840071289,5,5,5,5,5,5,5,5,5
840071290,5,5,5,5,5,5,5,5,5
840071291,5,5,5,5,5,5,5,5,5
840071292,5,5,3,7,3,3,4,8,7
840071293,5,5,5,5,5,5,5,5,5
840071294,5,5,5,5,5,5,5,5,5
840071295,-2,-2,-2,-2,-2,-2,-2,-2,-2
840071296,1,5,5,5,5,5,5,5,5
840071297,5,6,5,8,4,7,7,4,8
840071298,6,6,6,6,6,6,6,6,6
840071299,5,5,8,8,5,10,9,1,7
840071300,5,5,5,5,5,5,5,5,5
840071301,10,5,5,10,1,1,5,5,5
840071302,9,8,7,9,9,9,10,9,10
840071303,8,8,9,4,9,10,1,8,8
840071304,10,1,10,10,1,10,8,2,10
840071305,7,5,7,7,5,5,7,5,10
840071306,8,1,10,5,1,10,5,1,10
840071307,6,6,6,6,5,5,8,5,7
840071308,1,4,4,1,10,6,1,7,7
840071309,5,5,5,5,5,5,5,5,5
840071310,6,5,8,6,1,9,6,5,8
840071311,5,1,-2,5,3,4,2,5,7
840071312,7,1,10,7,8,7,1,1,10
840071313,4,8,5,3,9,2,2,1,1
840071314,5,1,10,5,1,5,1,1,5
840071315,3,2,10,4,4,9,5,8,6
840071316,8,7,5,6,6,8,1,1,6
840071317,10,8,10,10,7,5,9,1,5
840071318,6,1,8,6,2,8,8,4,10
840071319,7,3,6,8,6,6,8,6,6
840071320,6,3,6,6,4,5,6,6,6
840071321,1,1,10,10,1,10,1,10,10
840071322,4,-2,4,3,3,3,3,3,3
840071323,10,1,10,5,10,10,5,1,10
840071324,10,7,10,10,1,10,10,10,10
840071325,6,5,5,5,5,7,6,6,5
840071326,5,5,5,5,6,6,6,5,6
840071327,1,1,10,5,6,7,1,5,10
840071328,9,4,9,9,5,9,6,6,9
840071329,5,5,7,6,10,6,6,6,10
840071330,6,6,8,7,8,6,5,6,9
840071331,5,8,10,7,5,7,1,4,5
840071332,7,2,10,10,1,10,5,7,10
840071333,4,1,8,7,1,6,3,4,10
840071334,5,3,10,8,4,8,3,7,10
840071335,6,1,7,7,3,6,7,1,10
840071336,7,6,4,6,1,10,9,8,2
840071337,10,1,10,10,3,10,1,10,10
840071338,5,6,5,7,4,7,7,6,8
840071339,7,1,10,8,8,9,5,4,10
840071340,7,7,7,5,5,5,5,5,5
840071341,6,6,6,6,6,6,6,6,6
840071342,5,5,5,10,5,5,5,5,10
840071343,6,4,5,5,4,5,5,6,6
840071344,5,6,5,7,6,6,7,5,5
840071345,3,5,4,5,5,4,5,6,5
840071346,6,4,4,6,7,5,3,8,3
840071347,5,5,5,5,5,5,5,5,5
840071348,1,5,5,5,5,6,4,6,4
840071349,7,4,9,7,7,9,5,6,5
840071350,7,7,8,7,4,7,8,8,8
840071351,6,3,10,6,4,6,4,7,8
840071352,6,7,10,5,5,5,10,2,10
840071353,7,2,10,8,3,8,6,5,5
840071354,7,7,4,7,1,10,1,10,10
840071355,-2,-2,-2,-2,-2,-2,-2,-2,-2
840071356,1,5,5,5,6,6,5,5,5
840071357,5,1,8,8,3,8,3,7,10
840071358,10,5,1,10,10,6,3,10,7
840071359,2,1,10,2,1,9,1,1,10
840071360,5,1,1,5,5,5,8,1,5
840071361,5,5,8,5,4,7,2,4,4
840071362,3,5,5,5,3,10,10,2,10
840071363,6,6,8,8,5,7,3,5,7
840071364,10,1,5,6,5,5,7,5,5
840071365,7,3,9,7,3,5,5,8,10
840071366,7,7,7,5,6,7,9,7,8
840071367,6,1,6,5,1,6,4,7,9
840071368,10,1,10,8,1,9,2,3,9
840071369,3,4,3,4,4,9,7,7,2
840071370,1,1,10,4,1,10,1,6,10
840071371,5,1,7,5,6,5,5,4,10
840071372,7,7,9,4,6,6,9,2,8
840071373,10,3,10,7,5,10,6,5,10
840071374,5,4,3,1,5,5,8,10,5
840071375,1,1,10,7,1,3,1,1,10
840071376,6,6,5,6,5,6,7,6,7
840071377,10,7,8,7,7,6,6,5,10
840071378,8,4,2,2,7,5,9,9,9
840071379,4,3,7,6,5,6,5,6,6
840071380,1,1,10,5,5,7,5,10,10
840071381,4,5,1,1,6,8,4,8,10
840071382,10,5,10,10,1,5,5,1,5
840071383,5,2,8,5,7,5,2,2,2
840071384,5,5,5,5,5,5,5,5,5
840071385,8,1,10,6,4,10,5,2,10
840071386,1,1,8,3,2,6,3,8,10
840071387,3,3,9,8,5,5,3,8,7
840071388,2,1,10,2,2,10,1,5,10
840071389,5,5,5,5,5,5,5,5,5
840071390,5,7,7,8,7,8,7,8,1
840071391,5,4,6,4,7,-2,-2,-2,-2
840071392,6,5,5,7,5,5,5,5,5
840071393,5,4,7,5,2,5,6,6,8
840071394,8,5,8,4,7,10,1,1,10
840071395,3,3,5,7,5,4,2,2,6
840071396,7,-2,6,9,7,7,6,-2,-2
840071397,8,6,8,5,4,5,2,4,4
840071398,4,1,10,5,5,5,4,6,9
840071399,7,1,10,4,2,10,10,5,10
840071400,5,3,10,7,3,10,3,5,10
840071401,3,3,8,4,7,9,3,5,8
840071402,6,1,8,6,1,8,4,6,9
840071403,1,1,10,1,5,5,1,10,10
840071404,4,4,4,4,2,6,4,2,1
840071405,5,1,7,4,3,8,4,3,9
840071406,1,1,10,1,1,7,1,10,10
840071407,7,1,10,4,3,10,1,4,10
840071408,6,1,8,8,1,8,7,4,10
840071409,5,1,8,6,1,10,1,1,10
840071410,10,3,5,10,3,10,10,3,10
840071411,5,1,10,1,7,10,2,5,10
840071412,7,6,8,7,5,7,6,7,10
840071413,5,5,7,10,5,7,3,7,10
840071414,10,5,5,6,6,7,5,4,10
840071415,7,7,10,8,9,7,6,7,10
840071416,9,8,8,8,8,10,8,8,8
840071417,1,1,10,1,1,10,1,4,10
840071418,8,7,6,8,7,7,7,8,6
840071419,4,1,10,4,4,10,1,1,10
840071420,7,4,10,5,1,1,1,1,10
840071421,8,1,10,10,1,10,1,1,10
840071422,6,6,6,5,5,5,8,3,6
840071423,5,5,5,5,5,5,5,5,5
840071424,5,1,10,-2,5,8,1,5,10
840071425,1,1,10,1,1,10,1,1,10
840071426,6,1,10,4,1,10,5,10,5
840071427,3,1,10,3,2,10,3,6,10
840071428,1,1,10,1,5,10,8,10,10
840071429,5,5,9,4,7,5,3,3,9
840071430,6,2,9,7,5,9,8,7,10
840071431,9,3,10,10,8,10,10,9,8
840071432,8,6,5,9,8,8,8,5,9
840071433,5,6,7,6,7,6,7,6,5
840071434,6,7,7,7,7,10,10,8,10
840071435,9,7,4,5,4,4,3,3,10
840071436,3,3,8,2,10,10,3,3,2
840071437,4,1,1,10,5,6,5,10,3
840071438,5,1,10,8,3,5,5,1,10
840071439,8,5,5,9,1,6,3,1,8
840071440,1,1,10,3,1,2,8,5,10
840071441,8,5,7,8,5,8,6,5,8
840071442,5,5,5,5,5,5,5,5,5
840071443,4,6,5,4,4,5,5,5,5
840071444,10,8,10,10,8,8,7,8,10
840071445,7,7,7,8,8,8,8,7,7
840071446,10,1,1,10,1,10,1,10,10
840071447,7,2,9,2,3,8,4,5,7
840071448,7,3,5,4,3,5,4,6,6
840071449,6,1,7,8,3,7,5,3,9
840071450,7,5,10,8,5,9,7,7,10
840071451,1,1,10,1,1,10,1,8,10
840071452,4,5,9,1,10,10,10,1,10
840071453,10,1,10,2,9,10,8,1,10
840071454,7,1,5,10,8,8,5,5,5
840071455,5,1,8,8,5,8,1,9,10
840071456,5,1,5,3,7,7,5,10,10
840071457,5,1,10,10,1,10,5,5,10
840071458,8,6,8,6,3,6,7,6,7
840071459,5,9,10,6,6,7,1,10,8
840071460,9,2,8,7,7,8,3,5,7
840071461,5,2,9,3,6,8,6,4,8
840071462,10,1,8,10,3,9,8,9,9
840071463,3,1,10,3,2,5,2,3,5
840071464,1,1,10,1,7,9,1,1,1
840071465,5,9,8,9,8,8,6,2,-2
840071466,9,1,10,5,3,7,3,2,8
840071467,5,1,10,1,7,8,7,7,8
840071468,5,-2,5,5,5,5,4,6,6
840071469,8,7,5,5,5,5,6,5,5
840071470,10,1,10,10,1,10,5,6,10
840071471,7,1,10,7,6,8,6,7,9
840071472,6,2,10,7,1,6,7,8,10
840071473,10,10,10,10,10,10,10,10,10
840071474,10,5,10,10,5,10,5,10,10
840071475,3,5,3,9,4,5,10,10,4
840071476,10,1,10,10,1,10,8,6,10
840071477,8,2,10,7,1,10,7,10,10
840071478,5,7,4,5,5,4,6,4,5
840071479,8,10,8,8,7,10,1,5,10
840071480,6,1,10,3,1,7,1,6,10
840071481,7,1,10,10,7,10,8,8,10
840071482,10,1,10,8,1,10,8,6,10
840071483,8,2,10,7,8,10,1,7,10
840071484,1,1,10,1,1,10,1,1,10
840071485,4,1,3,4,8,7,5,3,7
840071486,9,1,6,5,3,7,8,5,10
840071487,4,1,8,6,1,10,4,8,10
840071488,1,1,10,10,1,10,10,1,10
840071489,8,5,10,6,5,5,8,6,10
840071490,6,1,10,8,1,8,2,5,10
840071491,10,1,10,10,1,10,5,5,10
840071492,1,1,10,1,1,10,1,1,1
840071493,10,6,10,7,10,5,5,5,3
840071494,10,1,10,7,6,10,8,5,10
840071495,1,1,10,1,1,7,1,1,10
840071496,10,1,10,2,1,10,3,1,10
840071497,10,6,10,10,5,10,5,1,10
840071498,1,1,10,3,7,6,1,6,1
840071499,10,1,10,1,1,10,3,1,10
840071500,10,1,10,1,5,10,5,1,10
840071501,1,1,10,1,1,10,1,1,10
840071502,5,5,5,5,6,6,5,5,6
840071503,3,1,10,10,6,10,10,1,10
840071504,8,1,7,10,7,5,9,8,10
840071505,10,1,10,10,1,10,10,3,10
840071506,3,3,9,2,7,9,1,2,9
840071507,7,1,10,8,1,10,3,7,8
840071508,1,1,10,1,1,10,1,1,10
840071509,10,1,10,10,2,10,10,1,10
840071510,7,1,10,5,5,10,1,9,10
840071511,5,6,5,7,6,7,7,4,9
840071512,7,7,7,5,5,5,5,5,5
840071513,10,1,10,3,10,10,10,2,10
840071514,6,6,10,9,9,10,1,5,9
840071515,10,1,10,10,3,10,10,3,10
840071516,5,1,10,4,1,10,4,5,10
840071517,10,1,10,5,1,10,5,1,10
840071518,10,1,10,10,1,10,5,1,10
840071519,1,1,10,4,6,9,5,8,9
840071520,7,1,10,7,1,10,5,3,10
840071521,1,1,10,4,7,10,10,10,10
840071522,8,1,10,6,10,5,1,10,10
840071523,10,1,10,10,10,10,10,5,10
840071524,8,1,10,8,1,10,4,3,10
840071525,2,1,10,4,1,10,3,2,10
840071526,6,6,5,3,3,7,4,4,9
840071527,10,1,6,9,5,8,8,9,10
840071528,6,1,6,5,3,9,2,3,10
840071529,5,1,10,10,1,10,10,5,10
840071530,10,2,10,8,7,10,10,10,10
840071531,10,1,10,2,1,10,2,1,10
840071532,10,1,10,9,2,9,9,2,10
840071533,10,10,10,10,10,1,10,10,1
840071534,10,1,10,9,1,10,1,1,10
840071535,10,5,5,10,5,10,10,7,10
840071536,10,1,10,10,5,10,10,6,10
840071537,5,1,10,10,1,5,1,1,10
840071538,8,1,10,9,1,3,9,5,10
840071539,7,2,8,7,6,8,6,6,9
840071540,5,5,5,5,1,4,1,5,10
840071541,3,1,10,6,5,10,1,1,10
840071542,5,1,10,5,2,-2,1,5,5
840071543,6,1,10,5,1,8,1,1,10
840071544,8,1,10,9,1,10,5,7,10
840071545,-2,-2,6,6,6,6,5,5,5
840071546,6,4,4,5,6,6,6,5,6
840071547,10,8,10,8,2,10,10,10,10
840071548,7,1,10,3,1,10,8,1,10
840071549,-2,-2,-2,10,10,-2,1,-2,1
840071550,1,1,10,1,8,10,1,7,10
840071551,3,3,10,5,1,8,1,1,7
840071552,8,4,8,8,9,7,4,9,4
840071553,8,1,10,7,1,10,7,3,10
840071554,6,8,4,5,4,7,8,8,5
840071555,10,1,10,10,8,5,6,10,10
840071556,2,2,7,1,6,10,1,8,8
840071557,8,7,5,6,1,1,3,3,8
840071558,6,6,5,8,4,4,7,7,5
840071559,5,5,7,6,6,5,5,4,3
840071560,5,1,10,5,9,6,5,5,10
840071561,8,1,10,8,1,10,3,5,8
840071562,1,3,-2,4,7,5,1,4,3
840071563,6,5,4,7,7,5,5,5,5
840071564,8,5,10,8,3,8,9,8,8
840071565,6,5,6,5,4,3,2,3,3
840071566,1,1,10,3,1,10,1,8,10
840071567,3,3,10,3,8,5,1,3,10
840071568,7,4,6,6,5,5,4,4,7
840071569,5,5,5,5,5,5,5,6,5
840071570,7,5,5,3,4,4,3,10,10
840071571,1,5,10,1,1,8,1,8,5
840071572,5,5,6,5,5,5,5,5,5
840071573,3,9,2,7,10,3,10,7,10
840071574,3,1,10,2,1,10,1,5,10
840071575,7,4,9,3,7,5,7,7,10
840071576,8,5,5,5,5,5,5,5,5
840071577,3,1,9,6,8,10,1,4,8
840071578,6,4,8,2,4,4,4,7,3
840071579,3,2,1,3,1,2,3,7,4
840071580,4,3,10,4,2,7,5,7,9
840071581,1,1,1,1,1,1,1,1,3
840071582,6,6,5,5,5,5,5,5,5
840071583,5,2,10,6,1,10,1,3,1
840071584,6,6,8,4,6,4,7,4,10
840071585,5,5,5,5,5,5,5,5,5
840071586,10,1,10,10,1,8,7,6,10
840071587,7,1,7,7,3,5,7,4,7
840071588,5,7,7,3,-2,5,-2,-2,6
840071589,6,4,8,6,6,6,1,3,8
840071590,5,5,5,5,5,5,5,5,5
840071591,5,1,6,8,6,4,4,3,4
840071592,6,7,6,5,5,7,5,6,6
840071593,7,8,8,9,7,9,8,8,7
840071594,7,4,5,7,3,10,5,2,10
840071595,8,2,8,8,2,7,6,7,10
840071596,4,5,9,2,1,5,1,4,10
840071597,5,2,7,4,4,9,1,5,10
840071598,4,2,7,5,2,6,5,5,8
840071599,1,6,10,1,10,5,1,1,10
840071600,5,4,10,5,4,1,5,5,10
840071601,5,5,5,5,5,5,5,5,5
840071602,4,6,4,4,8,3,4,8,3
840071603,7,1,10,10,2,8,3,9,10
840071604,1,1,10,2,1,10,1,1,7
840071605,6,4,5,5,4,4,4,6,6
840071606,4,8,7,4,7,7,5,9,10
840071607,6,5,10,6,2,10,3,4,10
840071608,3,3,7,3,4,5,5,6,9
840071609,6,2,10,1,7,4,1,6,7
840071610,1,1,10,1,10,10,1,10,10
840071611,8,5,9,9,3,8,2,6,8
840071612,2,2,10,2,2,2,2,2,8
840071613,5,3,5,3,4,-2,3,3,4
840071614,2,1,10,7,1,4,1,1,10
840071615,1,2,8,6,1,6,4,1,10
840071616,4,4,4,4,5,4,4,3,4
840071617,6,4,9,8,1,6,7,9,9
840071618,4,7,5,5,3,6,6,9,9
840071619,7,7,7,7,7,7,5,5,5
840071620,10,3,5,8,5,6,9,6,8
840071621,5,4,5,5,5,5,6,6,6
840071622,5,5,5,5,5,5,5,5,5
840071623,10,5,7,8,5,5,8,10,10
840071624,5,5,5,5,5,5,5,10,5
840071625,5,5,5,5,5,5,5,5,5
840071626,8,5,5,5,5,5,5,5,8
840071627,7,1,10,7,5,7,5,4,10
