D_INTERVIEW,Q241,Q242,Q243,Q244,Q245,Q246,Q247,Q248,Q249
QWEN2_5VL_32B_explicit,5.0,1.0,10.0,4.0,1.0,10.0,1.0,1.0,10.0
QWEN2_5VL_72B_explicit,5.0,1.0,9.0,5.0,1.0,9.0,2.0,2.0,9.0
QWEN2_5VL_7B_explicit,7.0,0.0,9.0,6.0,0.0,8.0,0.0,2.0,8.0
QWEN3_32B_explicit,7.0,2.0,10.0,7.0,1.0,10.0,4.0,2.0,10.0
QWEN_7B_explicit,7.0,2.0,9.0,6.0,2.0,9.0,2.0,2.0,8.0
GPT_4O_explicit,5.0,1.0,10.0,5.0,1.0,10.0,5.0,5.0,10.0
GPT-OSS_120B_parantheses,8.0,2.0,10.0,8.0,1.0,9.0,2.0,4.0,9.0
LLAMA3_1_70B_parantheses,8.0,0.0,8.0,6.0,0.0,8.0,2.0,0.0,8.0
LLAMA3_70B_parantheses,8.0,0.0,10.0,8.0,0.0,10.0,2.0,0.0,10.0
PHI3_INSTRUCT_parantheses,7.0,2.0,9.0,10.0,2.0,9.0,2.0,9.0,9.0
QWEN2_5VL_32B_parantheses,5.0,1.0,10.0,5.0,1.0,9.0,2.0,1.0,10.0
QWEN2_5VL_72B_parantheses,5.0,1.0,9.0,5.0,1.0,9.0,2.0,1.0,9.0
QWEN2_5VL_7B_parantheses,7.0,0.0,9.0,6.0,0.0,8.0,0.0,2.0,8.0
QWEN3_32B_parantheses,8.0,1.0,10.0,6.0,1.0,10.0,3.0,3.0,10.0
QWEN_7B_parantheses,4.0,6.0,9.0,3.0,2.0,9.0,3.0,2.0,8.0
GPT_4O_parantheses,6.0,1.0,10.0,7.0,1.0,10.0,5.0,5.0,10.0
GPT-OSS_120B_roleplay,8.0,1.0,10.0,8.0,1.0,10.0,3.0,2.0,10.0
LLAMA3_1_70B_roleplay,8.0,0.0,10.0,8.0,0.0,8.0,4.0,2.0,10.0
LLAMA3_70B_roleplay,8.0,0.0,10.0,8.0,0.0,10.0,6.0,0.0,10.0
PHI3_INSTRUCT_roleplay,7.0,2.0,9.0,7.0,9.0,9.0,2.0,9.0,9.0
QWEN2_5VL_32B_roleplay,7.0,1.0,10.0,5.0,1.0,9.0,2.0,2.0,10.0
QWEN2_5VL_72B_roleplay,7.0,1.0,10.0,7.0,1.0,9.0,3.0,2.0,9.0
QWEN2_5VL_7B_roleplay,6.0,0.0,9.0,6.0,0.0,9.0,0.0,2.0,9.0
QWEN3_32B_roleplay,7.0,1.0,10.0,8.0,1.0,10.0,2.0,3.0,10.0
QWEN_7B_roleplay,6.0,6.0,9.0,2.0,2.0,9.0,2.0,2.0,8.0
GPT_4O_roleplay,7.0,1.0,10.0,7.0,1.0,9.0,3.0,4.0,10.0
