D_INTERVIEW,Q94,Q95,Q96,Q97,Q98,Q99,Q100,Q101,Q102,Q103,Q104
276070077,0,0,0,0,0,0,0,0,0,0,0
276070078,0,0,0,0,0,0,0,0,0,0,0
276070079,0,0,0,0,0,0,0,0,0,0,0
276070080,0,0,0,0,0,0,2,0,0,0,0
276070081,0,0,0,2,0,0,2,0,0,1,0
276070082,0,0,0,0,0,0,0,0,0,0,0
276070083,0,0,0,0,0,0,0,0,0,0,0
276070084,0,0,0,0,0,0,0,0,0,0,0
276070085,0,0,0,0,0,0,0,0,0,0,0
276070086,0,2,0,0,0,0,0,0,0,0,0
276070087,1,0,1,0,0,0,2,0,0,0,0
276070088,2,1,1,0,0,0,0,0,0,0,0
276070089,2,2,2,0,0,0,0,0,0,0,0
276070090,0,1,2,1,0,2,2,1,0,0,0
276070091,2,0,0,0,0,1,0,1,0,0,0
276070092,2,0,0,0,0,0,2,0,0,0,0
276070093,0,1,0,0,0,0,0,0,0,0,0
276070094,0,0,0,0,0,0,0,0,0,0,0
276070095,0,0,0,0,0,2,0,0,0,0,2
276070096,0,0,0,0,0,0,0,0,0,0,0
276070097,0,0,0,0,0,0,0,0,0,0,0
276070098,0,1,1,0,0,0,0,0,0,0,0
276070099,0,0,0,0,0,0,0,0,0,0,0
276070100,2,1,2,2,0,0,0,0,0,0,0
276070101,0,0,0,0,0,0,0,0,0,0,0
276070102,0,0,0,0,0,0,0,0,0,0,0
276070103,1,0,0,0,0,0,0,0,0,0,0
276070104,0,0,0,0,0,0,0,0,0,0,0
276070105,0,1,0,0,0,0,0,0,0,0,0
276070106,0,1,0,0,0,0,0,0,0,0,0
276070107,0,1,0,2,0,0,1,0,0,0,0
276070108,0,1,0,0,0,0,0,0,0,0,0
276070109,0,0,0,0,0,0,0,0,0,0,0
276070110,0,0,1,0,0,0,0,0,0,0,1
276070111,0,1,0,2,0,2,0,0,0,0,0
276070112,2,1,0,0,2,0,0,0,0,0,0
276070113,0,0,0,0,0,0,0,0,0,0,0
276070114,0,1,0,0,0,0,0,0,0,0,0
276070115,0,1,0,0,0,0,0,0,0,1,0
276070116,0,0,0,0,0,0,0,0,0,0,0
276070117,2,2,0,0,0,0,0,0,0,0,0
276070118,0,1,2,0,0,0,0,0,0,0,0
276070119,0,0,0,0,0,0,0,0,0,0,0
276070120,2,0,0,0,0,0,0,0,0,0,0
276070121,0,0,0,0,0,0,0,0,0,0,0
276070122,0,1,0,0,1,0,0,0,0,0,0
276070123,1,0,0,0,0,0,0,0,0,1,0
276070124,0,1,0,0,0,0,1,0,0,0,1
276070125,1,1,0,0,0,0,0,0,0,0,0
276070126,2,0,0,0,0,0,0,0,0,0,0
276070127,0,0,0,0,0,0,0,0,0,1,0
276070128,1,1,1,0,0,0,0,0,0,0,0
276070129,0,1,0,0,0,0,0,0,0,0,0
276070130,0,0,0,0,0,0,0,0,0,0,0
276070131,0,1,0,0,0,0,0,0,0,0,0
276070132,1,1,2,0,0,0,0,0,0,0,2
276070133,1,0,1,0,0,0,0,0,0,0,1
276070134,0,0,1,0,0,0,0,0,0,0,0
276070135,2,0,1,0,2,0,0,0,0,0,0
276070136,0,0,0,0,0,0,0,0,0,0,0
276070137,0,2,0,0,0,0,0,0,0,0,0
276070138,1,1,0,0,0,0,2,1,0,0,0
276070139,0,1,0,0,0,0,0,0,0,0,0
276070140,0,2,0,0,0,0,0,0,0,0,0
276070141,0,0,0,0,0,0,0,0,0,0,0
276070142,0,0,0,0,0,0,0,0,0,0,0
276070143,0,0,0,0,0,0,0,0,0,0,0
276070144,0,1,0,0,0,0,0,0,0,0,0
276070145,1,1,0,0,0,0,0,0,0,0,0
276070146,1,0,0,0,0,0,0,0,0,0,0
276070147,0,1,1,0,0,0,0,0,0,0,0
276070148,0,0,0,0,0,1,1,0,0,0,0
276070149,2,2,0,0,0,0,0,0,0,0,0
276070150,2,0,0,0,0,2,0,0,0,0,0
276070151,2,0,0,0,0,1,0,0,0,0,1
276070152,0,1,0,0,0,0,0,0,0,0,0
276070153,0,0,0,0,0,0,0,0,0,0,0
276070154,0,0,0,0,0,0,0,0,0,0,0
276070155,2,1,0,0,0,2,0,0,0,0,0
276070156,0,0,0,0,2,0,0,0,0,0,0
276070157,0,1,0,0,0,0,0,0,0,0,0
276070158,1,1,1,0,0,0,1,1,0,1,0
276070159,0,1,0,0,0,0,0,2,0,0,0
276070160,1,0,0,0,0,0,0,0,0,0,0
276070161,2,2,2,0,1,0,0,1,0,0,0
276070162,2,2,2,2,2,2,2,2,0,0,-2
276070163,0,0,0,-2,0,2,-2,0,0,2,0
276070164,1,0,0,0,0,0,0,0,0,0,0
276070165,2,1,1,0,0,0,2,0,0,0,0
276070166,0,0,0,0,0,0,0,0,0,0,0
276070167,0,0,0,0,0,0,1,0,0,0,0
276070168,0,0,0,0,0,0,0,0,0,0,0
276070169,0,0,0,0,0,0,0,0,0,0,0
276070170,0,1,1,0,0,0,0,0,0,0,0
276070171,0,2,0,0,0,0,0,0,0,0,0
276070172,0,2,1,0,1,2,1,2,0,0,0
276070173,0,2,0,0,0,0,0,0,0,0,1
276070174,0,0,1,0,0,0,0,0,0,0,0
276070175,0,1,0,0,0,0,0,0,0,0,0
276070176,0,0,0,1,0,0,0,0,0,0,0
276070177,2,0,0,1,0,0,0,0,0,0,0
276070178,0,0,0,2,0,0,0,0,0,0,0
276070179,0,0,0,0,0,0,0,0,0,0,0
276070180,0,1,1,0,0,0,0,0,0,0,0
276070181,0,0,0,0,0,0,0,0,0,0,0
276070182,0,1,0,0,0,0,0,0,0,1,0
276070183,0,2,0,0,0,0,0,0,0,0,0
276070184,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2
276070185,0,0,0,0,0,0,0,0,0,1,0
276070186,2,1,0,0,0,0,0,0,0,0,0
276070187,0,0,0,0,0,0,0,0,0,2,0
276070188,1,1,0,0,0,0,0,0,0,0,0
276070189,0,1,0,0,0,0,0,0,0,0,0
276070190,1,1,0,0,0,0,0,0,0,0,1
276070191,2,0,0,0,0,0,0,0,0,0,0
276070192,2,0,0,0,0,0,0,0,0,0,0
276070193,0,0,0,0,0,0,0,0,0,1,0
276070194,0,0,1,0,0,0,0,0,0,0,0
276070195,0,0,0,0,0,0,0,0,0,0,0
276070196,2,1,0,0,0,0,0,1,0,0,0
276070197,2,0,0,0,0,0,0,0,0,0,0
276070198,0,0,0,0,0,0,0,0,0,0,0
276070199,2,0,0,0,0,0,0,0,0,0,0
276070200,0,1,0,0,0,0,0,0,0,0,0
276070201,0,0,0,0,0,0,0,0,0,0,0
276070202,1,1,0,0,0,0,1,2,0,0,0
276070203,2,0,0,0,0,0,0,0,0,0,0
276070204,2,0,0,2,1,0,0,0,0,0,0
276070205,2,2,0,0,0,0,0,0,0,0,0
276070206,2,0,0,0,0,0,0,0,0,0,0
276070207,1,1,0,0,0,0,0,1,0,0,1
276070208,2,1,0,0,0,0,2,0,0,0,0
276070209,1,1,1,0,0,0,0,0,0,0,2
276070210,0,0,0,0,0,0,0,0,0,0,0
276070211,1,0,0,0,0,0,0,0,0,0,0
276070212,1,0,0,0,0,0,0,0,0,0,0
276070213,0,0,0,2,0,0,0,0,0,0,0
276070214,0,0,0,0,0,0,0,0,0,0,0
276070215,1,0,1,1,0,0,1,0,0,2,0
276070216,0,1,1,0,1,0,0,0,0,0,0
276070217,0,1,0,0,0,0,0,0,0,0,0
276070218,0,0,0,0,0,0,0,0,0,0,0
276070219,0,1,0,0,0,0,0,0,0,0,0
276070220,1,1,1,0,0,1,1,0,0,0,0
276070221,2,0,1,0,0,0,0,0,0,0,0
276070222,0,0,0,2,1,0,0,0,0,0,0
276070223,2,0,1,0,0,0,0,0,0,0,1
276070224,2,0,2,0,0,2,1,2,0,0,0
276070225,0,1,0,0,0,0,0,0,0,0,0
276070226,2,0,0,2,0,2,0,0,0,0,0
276070227,0,0,0,2,0,0,0,0,0,0,0
276070228,0,1,0,0,0,0,2,0,0,0,0
276070229,2,0,0,0,0,0,0,0,0,2,0
276070230,0,1,0,0,0,0,2,0,0,0,0
276070231,2,0,0,0,0,0,0,0,0,0,0
276070232,2,0,0,2,0,0,0,0,0,0,0
276070233,0,0,0,2,0,0,0,0,0,0,0
276070234,0,0,0,0,0,0,0,0,0,0,0
276070235,0,0,2,0,0,0,0,1,0,0,0
276070236,0,0,0,0,0,2,0,0,0,0,0
276070237,1,0,0,0,0,0,0,1,0,0,0
276070238,2,2,0,1,0,0,1,0,0,0,0
276070239,1,1,1,0,0,2,0,2,0,0,0
276070240,0,0,0,0,0,0,0,0,0,0,0
276070241,0,1,0,1,0,0,0,0,0,0,0
276070242,1,1,1,0,0,0,0,1,0,1,0
276070243,0,0,0,0,0,0,0,0,0,0,0
276070244,1,0,1,0,0,0,0,0,0,0,0
276070245,0,2,0,0,0,0,1,0,0,0,0
276070246,2,0,0,0,0,0,0,0,0,0,0
276070247,0,0,0,0,0,0,0,1,0,0,1
276070248,2,1,0,0,0,0,0,0,0,0,0
276070249,0,0,0,0,0,0,0,0,0,0,0
276070250,0,0,1,0,0,0,0,0,0,0,0
276070251,0,0,0,0,0,0,0,0,0,0,0
276070252,2,1,2,2,2,1,0,1,2,0,0
276070253,0,1,0,0,0,0,0,0,0,0,0
276070254,2,2,2,2,2,2,2,2,2,2,2
276070255,2,1,0,0,0,0,0,0,0,0,0
276070256,2,1,1,0,0,2,0,2,0,1,1
276070257,2,2,0,0,0,0,0,0,0,0,0
276070258,1,0,0,0,0,2,0,0,0,0,0
276070259,0,0,0,0,0,0,0,0,0,0,0
276070260,0,1,0,0,0,0,0,0,0,0,0
276070261,2,2,2,0,0,2,0,0,0,0,0
276070262,0,0,0,2,0,0,0,0,0,0,0
276070263,0,0,0,0,0,0,0,0,0,0,0
276070264,1,1,0,0,0,0,0,0,0,0,0
276070265,1,1,0,0,0,1,0,2,0,0,2
276070266,2,1,1,0,0,0,0,0,0,0,0
276070267,0,1,0,1,0,0,0,0,0,1,0
276070268,0,2,0,2,0,0,0,0,0,0,0
276070269,0,0,0,0,0,0,0,0,0,0,0
276070270,0,2,0,0,0,0,0,0,0,0,0
276070271,0,1,0,1,0,2,2,2,0,1,0
276070272,1,0,0,0,0,0,2,2,2,0,0
276070273,0,1,2,0,0,0,2,0,0,0,0
276070274,0,1,1,0,0,0,0,0,0,2,0
276070275,1,1,0,0,0,0,2,0,0,0,0
276070276,0,2,0,0,0,0,0,0,0,0,0
276070277,2,2,0,0,0,0,0,0,0,0,0
276070278,0,1,0,0,0,0,0,0,0,0,0
276070279,2,0,0,0,0,2,0,2,0,0,0
276070280,0,1,0,0,0,0,0,0,0,0,0
276070281,0,0,0,0,0,0,0,0,0,0,0
276070282,0,0,0,0,0,0,0,2,0,0,0
276070283,0,0,0,0,0,0,0,0,0,0,0
276070284,0,1,0,0,0,0,0,0,0,0,0
276070285,0,0,0,0,0,0,0,0,0,0,0
276070286,0,0,0,2,0,0,0,0,0,0,0
276070287,0,0,0,0,0,0,0,0,0,0,0
276070288,2,1,0,0,0,0,0,0,0,0,0
276070289,0,1,0,0,0,0,2,0,0,0,0
276070290,0,0,0,2,2,0,0,0,0,0,0
276070291,0,0,0,2,0,0,0,0,0,0,0
276070292,1,0,1,0,0,0,0,0,0,0,0
276070293,2,2,0,0,2,0,-2,0,-2,0,0
276070294,0,0,0,0,0,0,0,0,0,0,0
276070295,0,0,0,0,0,0,0,0,0,0,0
276070296,1,1,0,0,0,0,0,2,0,0,0
276070297,0,0,0,0,0,0,0,0,0,0,0
276070298,0,0,1,0,0,0,0,1,0,0,0
276070299,2,0,0,0,0,0,0,2,0,0,0
276070300,0,0,0,0,0,0,0,0,0,0,0
276070301,2,0,0,2,0,0,0,0,0,0,0
276070302,2,0,0,0,0,0,0,0,0,0,0
276070303,1,0,0,0,0,0,0,0,0,0,0
276070304,2,1,0,0,0,2,0,0,0,0,0
276070305,1,0,1,0,0,0,0,1,0,0,0
276070306,0,0,0,2,0,0,0,0,0,0,0
276070307,0,0,0,0,0,0,0,0,0,0,0
276070308,2,0,0,0,0,0,0,0,0,0,0
276070309,2,0,0,0,0,0,0,0,0,0,0
276070310,2,1,1,1,0,0,0,0,0,0,0
276070311,0,0,0,0,0,0,0,0,0,0,0
276070312,0,1,1,0,0,0,0,0,0,0,0
276070313,0,0,0,0,0,0,0,0,0,0,0
276070314,0,0,0,0,0,0,0,0,0,0,0
276070315,0,1,0,0,0,0,0,0,0,0,0
276070316,0,0,0,0,0,0,0,0,0,0,0
276070317,2,1,1,0,0,0,0,0,0,0,0
276070318,0,2,1,0,1,0,0,0,0,0,0
276070319,0,1,0,0,0,0,0,0,0,0,0
276070320,2,1,1,0,2,0,1,1,0,1,0
276070321,2,1,0,0,0,0,1,1,0,0,0
276070322,1,1,2,0,1,0,1,0,0,0,0
276070323,0,0,1,0,0,0,0,0,0,1,0
276070324,0,1,0,0,0,0,1,1,0,0,1
276070325,0,0,0,0,0,0,0,0,0,0,0
276070326,0,0,0,0,0,2,0,2,0,0,0
276070327,0,0,0,0,0,0,0,0,0,0,0
276070328,0,1,0,0,0,0,1,0,0,0,0
276070329,0,0,0,0,0,0,0,0,0,0,0
276070330,1,0,0,0,0,0,0,0,0,0,0
276070331,0,0,0,0,0,0,2,0,0,0,0
276070332,0,0,0,0,0,0,0,0,0,0,0
276070333,0,2,2,0,0,0,2,0,0,0,0
276070334,0,1,0,0,0,0,0,0,0,0,0
276070335,0,1,0,2,0,0,0,0,0,0,0
276070336,2,2,1,0,0,2,0,2,0,0,0
276070337,2,1,0,0,0,0,0,0,0,0,0
276070338,0,2,0,2,0,0,0,0,0,0,0
276070339,2,1,2,0,0,0,0,2,0,0,0
276070340,0,0,0,0,0,0,0,0,0,0,0
276070341,1,1,0,0,0,0,1,0,0,0,0
276070342,0,2,2,1,0,0,2,0,0,0,0
276070343,1,0,0,0,0,0,0,2,0,0,0
276070344,0,0,2,0,0,2,0,2,0,0,0
276070345,0,0,0,0,0,0,0,0,0,0,0
276070346,0,0,0,0,0,2,0,0,0,0,2
276070347,0,0,2,1,0,2,0,0,0,0,0
276070348,1,0,2,0,0,0,0,0,0,1,0
276070349,0,1,1,0,0,0,0,0,0,0,0
276070350,0,1,0,0,0,0,0,0,0,0,0
276070351,0,1,2,0,0,0,0,0,0,0,0
276070352,2,0,1,0,0,1,0,0,0,0,0
276070353,2,1,1,0,0,0,1,0,0,1,0
276070354,0,0,0,0,0,0,0,0,0,0,0
276070355,0,1,0,2,0,0,0,0,0,0,0
276070356,2,0,0,0,0,0,0,0,0,0,0
276070357,2,0,0,0,0,0,0,0,0,0,0
276070358,0,0,0,1,0,2,2,0,0,0,0
276070359,0,0,0,0,0,0,0,0,0,0,0
276070360,1,2,0,0,0,0,0,0,0,0,0
276070361,0,0,0,0,0,0,0,0,0,1,0
276070362,0,1,0,0,0,0,0,0,0,0,0
276070363,0,0,0,0,0,0,0,0,0,0,0
276070364,0,1,0,2,0,0,0,0,0,0,0
276070365,0,0,0,0,0,0,0,0,0,0,0
276070366,2,0,0,0,0,0,0,0,0,0,0
276070367,0,0,0,0,0,0,0,0,0,0,0
276070368,0,0,0,0,0,0,0,0,0,0,0
276070369,0,2,2,0,1,0,0,2,0,0,2
276070370,0,0,0,0,0,0,0,0,0,0,0
276070371,0,0,0,2,0,0,0,0,0,0,0
276070372,2,0,0,0,0,0,0,0,0,0,0
276070373,2,0,0,0,0,2,0,0,0,0,0
276070374,1,1,1,0,0,0,1,0,0,0,0
276070375,0,1,1,0,0,2,0,0,0,1,0
276070376,2,1,2,0,0,1,0,0,0,0,0
276070377,0,0,0,2,0,0,0,0,0,0,0
276070378,2,1,0,0,0,0,0,0,0,0,0
276070379,0,0,0,0,0,0,0,0,0,0,0
276070380,1,0,0,2,0,0,1,0,0,0,0
276070381,2,0,0,0,0,0,0,0,0,0,0
276070382,1,0,1,0,0,1,0,0,0,0,0
276070383,2,1,1,0,0,0,0,0,0,0,0
276070384,2,0,0,0,0,0,0,1,0,0,0
276070385,2,1,0,0,0,0,0,0,0,0,0
276070386,2,2,0,0,0,1,0,1,0,0,0
276070387,0,0,0,0,0,0,0,0,0,0,0
276070388,0,1,0,0,0,0,0,0,0,0,0
276070389,0,1,0,1,0,0,0,0,0,0,0
276070390,2,1,0,0,0,0,0,0,0,0,0
276070391,0,0,2,0,0,0,0,0,0,0,0
276070392,0,0,0,0,0,0,0,0,0,0,0
276070393,0,0,0,0,0,0,0,0,0,0,0
276070394,1,1,2,0,0,0,0,2,0,0,0
276070395,1,1,1,0,0,0,0,2,0,0,0
276070396,0,0,0,0,0,0,0,0,0,0,0
276070397,0,1,0,0,0,0,0,0,0,0,0
276070398,2,0,0,0,0,0,1,1,0,0,0
276070399,2,0,0,0,0,0,0,1,0,0,0
276070400,2,0,0,0,0,0,0,0,0,0,0
276070401,1,2,0,0,0,1,0,0,0,2,0
276070402,2,1,2,0,0,0,0,2,0,0,0
276070403,0,1,2,0,0,0,0,0,0,0,0
276070404,0,0,0,0,0,0,0,0,0,0,0
276070405,0,2,0,0,0,0,0,0,0,0,0
276070406,0,2,0,0,0,0,0,0,0,0,0
276070407,0,0,0,0,0,0,0,0,0,0,0
276070408,0,0,0,0,0,0,0,0,0,0,0
276070409,1,0,0,0,0,0,0,1,0,0,0
276070410,0,0,0,0,0,0,0,0,0,0,0
276070411,0,1,0,0,0,0,0,0,0,0,0
276070412,0,2,0,2,0,2,0,0,0,0,0
276070413,0,2,0,0,0,0,0,0,0,0,0
276070414,0,0,0,2,0,0,0,0,0,0,0
276070415,1,1,0,0,0,0,0,0,0,0,0
276070416,0,1,0,0,0,0,0,0,0,0,0
276070417,2,0,0,0,0,0,0,0,0,0,0
276070418,0,1,0,0,0,2,0,0,0,0,0
276070419,0,0,0,0,0,0,0,0,0,0,0
276070420,2,1,0,2,0,0,0,0,0,0,0
276070421,2,1,0,2,0,0,0,0,0,0,0
276070422,1,1,0,0,2,0,0,0,0,0,0
276070423,1,1,1,0,0,0,0,2,0,0,0
276070424,1,1,0,0,0,0,1,0,0,0,1
276070425,2,1,0,0,0,0,0,0,0,0,0
276070426,2,1,0,2,0,0,0,0,0,0,0
276070427,0,1,1,0,0,2,0,1,0,0,0
276070428,2,0,0,0,0,0,0,0,0,0,0
276070429,0,0,0,0,0,0,0,0,0,0,0
276070430,0,1,0,0,0,0,0,1,0,0,0
276070431,0,2,2,0,0,0,0,2,0,0,0
276070432,0,0,0,0,0,0,0,0,0,0,0
276070433,0,1,0,0,0,0,0,0,0,0,0
276070434,2,0,0,0,0,0,0,0,0,0,0
276070435,0,0,0,0,0,0,0,0,0,0,0
276070436,0,1,1,0,0,2,0,0,0,0,0
276070437,0,0,0,0,0,0,0,0,0,0,0
276070438,0,1,0,0,0,0,0,0,0,0,0
276070439,0,0,0,0,0,0,0,0,0,0,0
276070440,2,1,2,1,0,0,2,0,0,0,0
276070441,0,2,0,0,0,1,1,0,0,0,0
276070442,2,1,0,0,0,0,0,0,0,0,0
276070443,2,1,0,0,0,0,0,0,0,0,0
276070444,2,2,0,1,0,0,1,0,0,0,0
276070445,0,0,0,0,0,0,0,0,0,0,0
276070446,1,1,1,0,0,0,0,0,0,0,0
276070447,0,0,0,2,0,0,0,0,0,0,0
276070448,0,0,0,0,0,0,0,0,0,0,0
276070449,0,0,0,0,0,0,0,0,0,0,0
276070450,0,0,0,0,0,0,0,0,0,0,0
276070451,0,0,0,0,0,0,0,0,0,0,0
276070452,0,0,0,0,0,0,0,1,0,0,0
276070453,0,0,0,0,0,0,0,0,0,0,0
276070454,2,2,2,0,0,1,1,0,0,0,0
276070455,0,0,0,0,0,0,0,0,0,0,0
276070456,0,0,0,0,0,2,0,0,0,0,0
276070457,0,0,0,0,0,2,0,0,0,0,0
276070458,2,1,0,0,0,0,0,0,0,0,0
276070459,1,1,0,0,0,0,0,0,0,0,0
276070460,2,2,0,2,0,0,0,0,0,0,0
276070461,0,0,0,0,0,0,0,0,0,0,0
276070462,0,1,0,0,0,0,0,0,0,0,2
276070463,2,0,0,0,0,0,0,0,0,0,1
276070464,1,1,1,0,0,0,0,0,0,0,1
276070465,2,0,0,0,0,0,0,0,0,0,0
276070466,0,0,0,0,0,0,0,0,0,0,0
276070467,0,2,0,0,0,0,0,0,0,0,0
276070468,2,0,0,0,0,0,0,0,0,0,0
276070469,0,1,0,0,0,0,1,0,0,0,0
276070470,0,0,0,0,0,1,0,0,0,0,0
276070471,0,0,0,0,0,0,0,0,0,0,0
276070472,0,0,0,0,0,0,0,0,0,0,0
276070473,0,0,0,0,0,0,0,0,1,0,0
276070474,0,0,0,0,0,0,0,0,0,0,0
276070475,1,1,2,0,0,0,0,1,2,1,2
276070476,1,0,0,0,0,2,0,0,0,0,0
276070477,0,0,0,0,0,0,0,0,0,0,0
276070478,0,1,0,0,0,0,0,1,0,0,0
276070479,0,0,0,0,0,0,0,0,0,0,0
276070480,1,0,0,0,0,0,0,2,0,0,1
276070481,0,1,0,0,0,0,0,2,0,0,0
276070482,0,1,0,1,0,1,0,1,0,0,0
276070483,0,1,1,1,0,0,1,0,0,0,0
276070484,2,1,0,1,0,2,0,0,0,1,0
276070485,0,0,0,0,0,0,0,0,0,0,0
276070486,0,1,1,0,0,0,0,0,0,0,0
276070487,2,0,0,0,0,0,0,0,0,0,0
276070488,2,0,0,0,0,0,0,0,0,0,0
276070489,1,0,0,0,0,0,0,0,0,0,0
276070490,1,0,0,0,0,0,0,0,0,0,0
276070491,0,0,0,0,0,0,0,0,0,0,0
276070492,0,0,0,0,0,0,0,0,0,0,0
276070493,2,2,0,0,0,0,0,0,0,0,0
276070494,1,1,0,0,0,0,0,0,0,0,0
276070495,0,0,0,0,0,0,0,0,0,0,0
276070496,1,1,0,0,0,1,0,1,0,0,0
276070497,0,1,0,0,0,0,0,0,0,0,0
276070498,0,0,0,0,0,0,1,0,0,0,0
276070499,2,0,0,0,0,0,0,0,0,0,0
276070500,0,0,0,0,0,0,0,0,0,0,0
276070501,2,1,0,0,0,0,0,0,0,0,0
276070502,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
276070503,0,0,0,0,0,0,0,0,0,1,0
276070504,2,2,0,0,0,0,0,0,0,0,0
276070505,0,1,0,0,0,0,0,0,0,0,0
276070506,0,0,0,0,0,0,0,0,0,0,0
276070507,0,0,0,0,0,0,0,0,0,0,0
276070508,0,2,0,0,0,0,0,0,0,0,0
276070509,1,1,0,0,0,0,0,0,0,0,0
276070510,1,0,0,0,0,0,0,0,0,0,0
276070511,0,1,0,0,0,2,0,0,0,0,0
276070512,0,0,0,0,0,0,0,0,0,0,0
276070513,2,1,0,0,0,0,0,0,0,0,0
276070514,0,0,0,0,0,0,0,0,0,0,0
276070515,0,0,0,0,0,0,0,0,0,0,0
276070516,2,1,0,0,0,0,0,0,0,0,0
276070517,1,1,0,0,0,0,0,0,0,0,0
276070518,0,1,0,0,1,1,1,1,0,0,0
276070519,0,0,0,0,0,0,0,0,0,0,0
276070520,0,2,0,0,0,0,0,0,0,0,0
276070521,0,0,0,0,0,0,0,0,0,0,0
276070522,0,1,0,0,0,0,0,0,0,0,0
276070523,0,0,0,0,0,0,0,0,0,0,0
276070524,0,1,0,0,0,0,0,0,0,0,0
276070525,0,1,0,0,0,0,0,0,0,0,0
276070526,0,0,0,0,0,0,0,0,0,0,0
276070527,2,1,2,0,0,0,0,0,0,0,0
276070528,0,0,0,0,0,0,0,0,0,0,0
276070529,2,0,1,1,0,0,0,0,0,0,0
276070530,1,2,1,0,0,0,0,0,0,0,0
276070531,0,1,2,0,0,0,2,0,0,0,0
276070532,2,1,1,0,0,1,0,0,0,0,0
276070533,1,1,0,1,0,0,0,0,0,0,0
