D_INTERVIEW,Q177,Q178,Q179,Q180,Q181,Q182,Q183,Q184,Q185,Q186,Q187,Q188,Q189,Q190,Q191,Q192,Q193,Q194,Q195
484070116,6,8,1,1,1,-2,5,8,9,10,1,5,1,2,1,1,5,1,7
484070117,5,7,1,10,1,-2,6,5,10,10,5,5,1,3,1,1,1,1,10
484070118,8,7,1,1,1,5,1,1,1,1,2,1,4,5,1,6,1,3,4
484070119,9,7,1,1,1,3,3,3,3,3,2,1,1,1,1,5,4,4,4
484070120,8,7,1,1,1,1,1,1,1,1,2,1,3,2,3,1,4,1,10
484070121,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
484070122,10,1,1,10,8,10,1,1,5,1,1,1,10,1,1,7,1,9,5
484070123,8,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
484070124,8,2,1,1,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1
484070125,5,1,1,1,1,1,1,1,5,10,1,10,1,10,5,1,5,1,8
484070126,6,1,1,1,1,6,6,6,6,1,1,1,1,1,1,1,1,1,1
484070127,3,3,1,2,1,10,2,1,4,5,5,4,1,1,1,1,1,1,1
484070128,1,7,1,1,1,5,5,10,10,10,1,1,1,1,1,1,5,1,10
484070129,8,8,3,3,3,5,5,5,9,10,1,7,1,1,1,1,7,1,8
484070130,7,1,1,1,1,10,1,1,10,7,1,1,1,1,1,1,7,1,6
484070131,9,7,8,6,4,5,5,5,5,5,6,8,1,3,3,5,3,3,4
484070132,2,1,1,1,3,5,2,4,5,6,4,5,5,5,5,1,6,3,7
484070133,6,8,1,6,1,7,6,1,5,5,4,5,1,3,1,1,5,1,6
484070134,8,9,5,7,5,5,5,5,3,4,7,4,3,5,3,9,3,4,10
484070135,10,7,1,1,1,10,6,7,10,5,1,8,1,1,1,1,5,1,10
484070136,9,4,1,1,1,6,1,1,10,10,1,2,1,1,1,1,3,1,1
484070137,8,7,1,1,1,5,1,1,7,7,1,9,1,1,1,1,1,1,7
484070138,9,8,4,3,2,5,4,7,7,-1,5,8,2,5,5,1,-1,2,5
484070139,5,8,1,1,1,8,8,1,8,9,1,10,1,5,5,1,8,8,8
484070140,10,6,1,1,1,10,1,7,5,7,1,8,1,1,1,1,7,1,9
484070141,8,7,1,5,1,5,7,8,10,10,1,10,1,4,1,1,10,1,10
484070142,10,1,1,1,1,9,1,1,10,10,1,1,1,5,1,1,1,1,9
484070143,2,1,2,1,2,2,4,4,5,2,2,4,4,3,4,4,4,1,1
484070144,1,1,1,1,3,1,1,1,8,4,1,1,1,4,1,1,1,10,1
484070145,2,4,1,5,7,5,7,5,5,8,7,7,1,5,4,2,7,1,9
484070146,2,2,1,1,2,-1,1,1,1,-1,2,6,1,4,5,-1,-1,1,6
484070147,3,3,1,1,3,7,1,7,10,7,1,10,1,1,1,1,7,1,10
484070148,10,8,1,6,5,5,1,1,9,5,1,10,1,1,1,1,5,1,8
484070149,1,1,1,7,1,1,1,1,2,9,1,1,1,1,1,1,1,1,1
484070150,1,9,2,2,1,1,2,1,2,2,1,10,1,3,1,1,1,1,1
484070151,3,8,1,3,1,1,1,1,5,4,4,3,10,10,5,6,7,6,6
484070152,10,10,1,10,1,5,5,1,5,5,1,5,1,1,1,1,1,1,1
484070153,5,3,5,5,6,5,5,5,5,5,5,3,4,7,3,3,4,3,4
484070154,8,1,2,1,1,2,2,2,1,1,1,2,1,1,2,1,1,1,1
484070155,1,1,1,1,1,5,3,1,7,6,1,8,1,1,1,1,1,1,7
484070156,3,4,3,2,1,2,3,4,2,1,8,7,5,3,2,3,2,1,3
484070157,2,2,1,1,2,8,8,9,1,9,5,6,1,1,1,3,2,1,3
484070158,8,7,8,10,10,10,10,1,1,5,6,7,8,7,7,8,10,10,10
484070159,9,9,3,3,3,5,5,5,8,3,3,7,2,5,7,5,6,6,9
484070160,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
484070161,10,3,1,3,1,5,5,6,8,9,2,2,1,5,6,6,8,7,9
484070162,10,1,1,5,8,7,2,7,8,9,2,2,1,1,1,1,8,5,6
484070163,7,3,1,5,1,3,3,1,5,5,5,5,1,5,5,1,3,1,3
484070164,7,6,4,9,9,9,9,9,7,7,6,5,6,4,3,5,5,5,6
484070165,4,4,1,6,5,3,2,2,7,7,4,3,2,6,4,3,7,3,6
484070166,3,2,3,3,4,5,5,5,5,3,8,10,2,3,4,3,4,4,3
484070167,6,4,8,3,1,1,1,1,1,4,1,6,1,1,1,1,1,2,2
484070168,1,2,6,1,3,5,4,1,1,5,1,1,10,6,7,3,7,1,1
484070169,5,10,5,5,5,10,1,1,5,5,1,1,1,1,1,1,1,1,1
484070170,5,10,1,5,10,7,10,5,10,10,7,5,5,1,1,5,7,1,3
484070171,2,1,3,5,1,1,1,1,2,1,2,2,1,1,2,1,2,2,1
484070172,5,2,1,1,1,8,8,1,4,1,1,2,1,1,1,1,5,1,1
484070173,7,3,1,2,1,1,1,1,1,1,1,6,1,2,1,1,1,1,1
484070174,1,8,1,1,1,10,10,10,10,5,7,7,1,1,1,1,1,5,1
484070175,1,1,1,2,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2
484070176,4,8,3,10,8,6,3,5,8,3,8,4,3,4,2,1,3,1,4
484070177,10,5,6,7,5,5,7,10,7,7,8,7,8,8,7,7,7,7,8
484070178,5,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
484070179,5,5,1,1,1,1,10,1,5,5,1,1,5,8,5,1,1,1,1
484070180,8,9,3,2,2,2,5,5,5,5,5,5,5,5,5,5,3,3,3
484070181,5,2,5,1,1,10,1,10,10,10,1,1,1,1,1,1,1,1,1
484070182,1,1,1,5,10,5,10,10,10,10,5,5,10,6,10,1,5,10,10
484070183,3,2,3,1,2,3,4,5,7,5,5,5,5,5,5,5,5,5,5
484070184,9,8,8,5,4,2,3,2,3,1,1,3,2,1,3,1,1,1,3
484070185,3,10,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
484070186,1,5,1,2,1,10,10,7,8,1,8,1,2,8,9,10,1,7,1
484070187,7,10,1,10,10,10,10,10,5,10,5,10,10,10,10,1,1,1,1
484070188,4,1,1,2,2,2,2,2,2,9,2,-1,1,1,1,1,2,2,1
484070189,5,5,1,1,1,10,1,1,5,5,1,1,1,3,1,1,5,1,10
484070190,4,10,1,1,1,5,5,5,5,5,1,1,1,5,1,1,5,1,5
484070191,10,9,10,10,8,10,7,8,9,8,7,7,7,5,2,7,7,2,2
484070192,1,7,1,9,10,2,3,10,10,3,5,4,3,2,10,10,9,9,8
484070193,10,10,10,1,1,5,1,5,1,1,1,1,1,1,1,1,5,1,5
484070194,5,7,1,6,1,1,1,1,3,4,5,5,2,5,5,8,4,5,10
484070195,1,7,1,1,1,1,1,1,7,1,1,1,1,7,1,1,1,1,1
484070196,9,1,1,1,2,2,2,2,2,9,1,2,2,2,2,2,6,1,1
484070197,6,2,1,6,5,1,1,1,4,8,1,1,1,1,1,1,4,1,1
484070198,1,10,7,5,7,6,5,7,9,10,8,7,6,7,5,5,4,10,7
484070199,10,10,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1
484070200,1,1,1,2,1,1,1,1,1,1,1,7,1,5,1,1,1,1,1
484070201,1,5,2,5,10,10,10,5,10,10,1,10,10,5,8,10,7,10,1
484070202,2,5,1,2,3,3,2,1,8,7,1,1,1,1,1,1,1,1,1
484070203,1,8,1,1,10,5,1,1,5,8,1,1,1,8,1,1,7,6,3
484070204,7,6,8,3,3,2,7,3,6,2,2,3,2,2,3,1,1,2,1
484070205,6,1,1,1,1,5,1,1,5,6,1,1,6,2,3,2,7,2,1
484070206,3,1,1,1,1,4,4,5,5,5,4,3,7,7,7,7,5,7,6
484070207,3,4,3,3,4,5,5,4,6,7,4,7,5,4,3,5,7,6,5
484070208,2,3,5,4,5,7,6,5,4,3,7,6,5,4,3,5,6,4,5
484070209,6,6,1,1,1,7,5,5,5,5,1,8,1,1,1,1,5,1,7
484070210,10,9,2,1,1,6,5,5,5,9,2,5,2,5,5,5,5,2,5
484070211,3,5,1,1,1,5,1,1,1,6,5,4,1,3,6,3,7,3,2
484070212,10,7,1,4,1,10,1,5,7,10,2,6,1,5,1,1,7,1,7
484070213,2,2,1,2,2,8,3,3,4,4,4,7,2,2,2,1,1,2,3
484070214,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
484070215,8,3,5,4,1,4,5,5,1,4,5,5,5,4,8,7,5,5,6
484070216,6,2,1,1,1,5,2,1,5,1,1,1,1,1,1,1,1,1,1
484070217,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3,1,1,1,2
484070218,1,1,1,1,1,5,5,1,5,1,1,5,1,1,1,1,1,1,1
484070219,9,2,1,2,1,2,4,4,3,2,1,2,1,1,2,2,2,2,2
484070220,1,3,1,3,2,10,5,1,8,9,1,3,1,1,1,1,3,5,2
484070221,5,3,1,1,1,10,1,4,7,8,6,6,1,6,4,1,1,1,1
484070222,1,2,1,1,2,1,1,1,5,1,1,1,1,6,1,1,5,1,1
484070223,5,5,7,6,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5
484070224,3,8,2,1,1,4,4,3,3,2,2,2,2,3,3,2,2,2,8
484070225,8,1,1,8,2,1,7,7,8,10,1,10,2,7,5,1,5,3,7
484070226,5,5,1,5,1,5,10,1,5,5,5,3,1,7,6,6,5,1,5
484070227,3,5,3,2,2,2,5,5,5,5,3,2,4,4,2,2,2,1,2
484070228,2,1,1,1,1,5,5,1,1,2,1,1,1,5,1,1,1,1,1
484070229,5,7,1,2,1,1,1,5,5,5,1,10,1,5,5,1,5,5,10
484070230,9,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
484070231,5,2,7,3,2,1,5,4,8,9,3,2,2,1,2,2,3,3,3
484070232,3,2,1,2,2,3,5,5,4,3,2,8,9,10,2,1,1,2,3
484070233,7,7,2,6,6,5,5,7,7,2,2,1,1,4,4,4,4,3,2
484070234,6,6,6,1,1,1,5,5,4,4,3,2,1,1,3,6,6,6,6
484070235,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
484070236,5,5,1,8,1,8,5,10,10,8,7,10,1,1,1,1,5,1,5
484070237,5,10,10,1,1,6,2,6,6,6,6,6,4,4,6,6,6,6,6
484070238,7,2,8,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3
484070239,2,3,1,1,1,5,8,7,10,10,1,1,1,6,1,3,2,3,1
484070240,2,1,1,1,1,8,9,5,5,5,5,5,1,1,1,1,1,1,5
484070241,9,3,10,10,1,10,1,4,1,4,1,3,6,4,5,7,9,8,1
484070242,8,6,7,1,4,5,3,2,4,6,8,7,9,8,8,7,6,6,6
484070243,2,3,10,10,10,9,8,7,5,4,3,2,1,1,10,9,7,6,1
484070244,5,5,5,10,5,5,5,5,5,10,2,10,1,5,5,1,5,5,1
484070245,8,2,1,1,1,4,8,8,8,2,2,2,2,2,2,2,2,2,2
484070246,2,1,7,7,3,2,1,1,5,6,7,8,9,3,2,2,1,3,9
484070247,6,3,2,2,1,1,1,3,4,5,8,9,3,7,7,6,2,1,1
484070248,10,5,2,5,5,1,5,5,5,7,1,5,1,2,5,5,5,5,1
484070249,2,6,8,3,4,5,8,8,6,6,7,4,3,8,6,6,6,6,6
484070250,8,8,8,6,6,4,4,3,2,3,2,1,9,9,7,6,8,5,4
484070251,5,5,1,5,5,1,1,1,5,5,1,1,1,1,5,5,5,5,1
484070252,3,2,1,3,4,5,6,7,8,9,10,2,6,2,3,3,4,2,1
484070253,5,5,1,2,5,6,1,1,7,8,1,1,1,1,1,1,5,2,1
484070254,3,3,1,4,4,1,1,1,10,10,1,1,1,1,10,1,10,1,1
484070255,2,1,2,3,3,3,4,5,6,8,3,3,2,1,2,2,1,1,2
484070256,4,6,5,7,8,4,4,3,2,4,4,3,5,5,6,6,7,8,6
484070257,1,10,1,1,1,10,1,1,10,1,1,1,1,1,1,1,1,1,1
484070258,5,8,1,1,1,1,1,1,5,3,1,1,1,3,1,4,1,1,1
484070259,8,7,1,1,1,7,9,7,8,7,1,7,1,1,2,2,7,8,1
484070260,5,6,4,8,3,6,5,1,6,5,1,1,1,1,2,2,2,2,1
484070261,6,5,9,1,5,5,5,6,3,3,5,5,1,1,1,6,5,7,5
484070262,8,9,1,1,5,2,6,10,1,10,1,10,1,1,1,1,7,1,6
484070263,2,8,1,1,1,1,1,1,10,10,10,10,10,7,1,1,1,1,1
484070264,1,1,1,1,1,8,9,7,5,7,1,1,1,1,1,1,8,1,1
484070265,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
484070266,6,7,7,7,7,7,5,5,4,8,8,7,6,7,7,5,4,4,9
484070267,5,1,1,1,1,1,7,1,7,7,1,1,1,1,1,1,1,1,1
484070268,5,5,1,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1
484070269,1,7,1,1,1,1,1,1,9,8,1,1,1,1,1,1,1,1,8
484070270,1,1,1,1,1,1,5,5,5,5,5,1,1,1,1,5,5,5,5
484070271,1,10,1,1,1,1,-1,1,1,5,5,1,10,1,1,5,5,1,9
484070272,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
484070273,1,1,7,1,10,1,10,7,5,1,1,10,1,1,1,5,5,2,10
484070274,6,8,1,1,1,6,6,1,6,9,1,1,1,9,6,1,1,1,1
484070275,-1,-1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
484070276,3,2,6,3,2,6,3,4,3,2,3,6,7,3,4,3,4,3,2
484070277,10,6,1,1,1,10,3,1,10,10,1,7,1,1,1,1,7,1,6
484070278,1,5,1,1,1,7,9,1,6,7,5,2,1,6,4,1,1,3,9
484070279,1,6,1,1,1,7,6,1,10,8,1,1,1,1,1,1,5,1,10
484070280,5,2,3,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1
484070281,4,7,5,4,5,6,6,6,4,7,6,6,1,1,4,4,4,1,7
484070282,9,1,1,1,1,10,1,1,10,1,1,1,1,1,1,1,1,1,1
484070283,8,1,1,1,1,5,1,8,1,1,9,8,1,1,1,1,7,1,7
484070284,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
484070285,4,8,1,1,1,9,1,8,1,7,1,1,1,1,1,1,7,1,1
484070286,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2
484070287,1,10,1,10,1,1,1,1,1,6,1,1,1,4,1,1,1,1,8
484070288,3,8,1,4,4,8,9,1,1,5,1,1,1,1,1,5,1,6,7
484070289,5,8,1,1,1,8,1,1,1,1,1,7,5,5,1,1,3,1,7
484070290,10,3,1,1,1,8,1,1,9,4,1,7,1,3,1,1,4,1,10
484070291,5,10,1,8,1,10,10,3,10,10,1,10,1,1,1,1,10,1,10
484070292,3,3,3,5,3,5,3,5,6,7,6,7,1,1,1,3,3,3,6
484070293,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,4,2
484070294,2,3,5,4,9,8,7,1,1,1,6,5,3,7,6,1,1,1,1
484070295,7,5,4,8,8,5,5,5,5,5,5,5,6,4,4,7,6,6,6
484070296,6,6,6,3,3,5,5,7,8,6,5,4,2,3,1,1,5,5,4
484070297,5,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
484070298,3,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1
484070299,1,1,1,2,2,5,5,5,5,3,5,5,5,5,5,6,2,4,2
484070300,1,1,1,1,1,1,1,1,3,1,1,1,1,4,1,1,1,1,4
484070301,8,2,10,8,9,9,10,9,9,8,9,10,10,9,3,9,3,4,9
484070302,2,1,1,1,1,8,1,1,3,8,1,1,1,1,1,1,1,1,5
484070303,8,7,6,5,4,3,2,1,3,3,3,4,4,2,3,2,1,5,3
484070304,9,2,3,2,2,9,3,1,9,9,2,9,3,2,1,3,1,2,1
484070305,10,5,1,5,5,5,8,10,10,10,1,4,1,3,1,1,7,1,5
484070306,8,7,5,7,5,10,10,10,10,8,1,10,1,3,1,1,7,7,1
484070307,2,4,6,2,3,1,1,1,4,4,6,8,8,9,2,1,1,1,1
484070308,3,2,3,3,4,5,6,7,8,9,3,2,2,1,1,3,4,6,6
484070309,1,1,1,1,1,10,10,1,10,10,1,1,1,1,1,1,1,1,1
484070310,9,4,1,3,1,2,1,1,5,5,5,3,4,6,7,2,5,4,3
484070311,10,1,1,1,1,5,10,10,10,1,10,1,5,5,1,5,1,10,1
484070312,4,5,6,5,1,1,1,1,1,1,10,10,1,1,1,1,1,1,10
484070313,1,1,1,1,1,10,10,10,10,10,1,1,1,1,1,1,10,1,1
484070314,4,10,1,1,1,4,10,10,8,5,10,9,2,1,1,1,1,1,1
484070315,1,10,1,1,1,1,1,1,1,1,1,1,1,10,1,1,10,1,1
484070316,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
484070317,1,1,1,1,1,10,10,10,10,10,1,1,1,1,1,1,10,1,1
484070318,10,3,2,2,2,6,6,2,2,1,1,1,1,1,1,1,1,1,1
484070319,1,10,1,2,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1
484070320,2,2,3,3,9,9,9,10,2,2,3,1,1,8,9,10,10,1,1
484070321,1,1,1,1,1,1,10,10,10,10,1,10,1,1,1,1,1,1,1
484070322,1,1,1,10,1,10,10,10,10,10,1,1,1,1,1,1,10,1,1
484070323,7,4,1,1,4,1,1,1,8,7,3,2,1,5,2,1,5,4,3
484070324,1,1,1,1,1,2,1,1,5,1,1,1,1,1,1,1,2,1,1
484070325,1,1,1,1,1,10,10,10,10,10,1,10,1,1,1,1,10,1,1
484070326,8,1,1,2,6,8,5,1,1,4,1,1,10,1,10,1,9,9,9
484070327,7,7,1,1,1,5,3,1,8,1,1,1,1,5,2,6,3,3,2
