D_INTERVIEW,Q177,Q178,Q179,Q180,Q181,Q182,Q183,Q184,Q185,Q186,Q187,Q188,Q189,Q190,Q191,Q192,Q193,Q194,Q195
484070040,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0
484070041,3.0,3.0,1.0,1.0,5.0,3.0,6.0,10.0,10.0,8.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0
484070042,10.0,9.0,1.0,1.0,1.0,5.0,5.0,6.0,10.0,5.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0
484070043,1.0,7.0,9.0,1.0,1.0,7.0,1.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
484070044,5.0,3.0,1.0,1.0,1.0,5.0,5.0,9.0,9.0,10.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
484070045,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,2.0,1.0,8.0,1.0,6.0,1.0,10.0,1.0,5.0,8.0
484070046,10.0,5.0,5.0,1.0,1.0,5.0,1.0,5.0,10.0,10.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,8.0
484070047,8.0,6.0,5.0,6.0,6.0,5.0,5.0,4.0,3.0,3.0,4.0,1.0,1.0,9.0,10.0,10.0,9.0,10.0,10.0
484070048,10.0,10.0,10.0,8.0,8.0,10.0,7.0,7.0,5.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0
484070049,1.0,1.0,1.0,10.0,5.0,1.0,1.0,1.0,10.0,10.0,1.0,3.0,6.0,4.0,1.0,10.0,10.0,5.0,10.0
484070050,1.0,1.0,1.0,1.0,1.0,7.0,6.0,1.0,10.0,7.0,1.0,7.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0
484070051,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
484070052,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,1.0,1.0,1.0,10.0,5.0,1.0,1.0,1.0,1.0
484070053,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,2.0,2.0,8.0,2.0,4.0,5.0,1.0,1.0,1.0,3.0
484070054,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,7.0,10.0,5.0,7.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0
484070055,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0
484070056,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
484070057,5.0,10.0,1.0,2.0,-1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,10.0
484070058,7.0,8.0,1.0,1.0,1.0,10.0,5.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
484070059,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
484070060,1.0,1.0,1.0,1.0,9.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
484070061,1.0,1.0,7.0,1.0,1.0,10.0,5.0,1.0,10.0,10.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
484070062,4.0,5.0,3.0,4.0,3.0,5.0,1.0,4.0,7.0,-1.0,1.0,7.0,1.0,3.0,-1.0,1.0,-1.0,1.0,-1.0
484070063,3.0,2.0,8.0,9.0,7.0,9.0,8.0,3.0,10.0,8.0,3.0,2.0,2.0,4.0,5.0,1.0,8.0,2.0,3.0
484070064,1.0,6.0,6.0,3.0,10.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,10.0,10.0,1.0,10.0,10.0,10.0
484070065,1.0,6.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0
484070066,2.0,10.0,1.0,2.0,1.0,6.0,1.0,1.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,5.0
484070067,5.0,9.0,2.0,3.0,1.0,7.0,6.0,10.0,8.0,7.0,3.0,5.0,8.0,9.0,6.0,2.0,7.0,8.0,6.0
484070068,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
484070069,3.0,2.0,1.0,3.0,1.0,9.0,9.0,1.0,10.0,10.0,3.0,7.0,2.0,3.0,5.0,1.0,10.0,1.0,1.0
484070070,1.0,1.0,1.0,1.0,5.0,1.0,5.0,10.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0
484070071,7.0,7.0,2.0,2.0,2.0,2.0,1.0,3.0,9.0,4.0,1.0,2.0,3.0,8.0,3.0,2.0,2.0,3.0,9.0
484070072,1.0,1.0,1.0,10.0,1.0,-2.0,10.0,1.0,10.0,-2.0,1.0,10.0,1.0,1.0,1.0,1.0,-2.0,1.0,10.0
484070073,3.0,8.0,1.0,1.0,1.0,7.0,1.0,1.0,7.0,-1.0,1.0,6.0,1.0,3.0,1.0,1.0,-1.0,1.0,5.0
484070074,2.0,3.0,1.0,10.0,1.0,3.0,9.0,10.0,10.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,2.0,3.0
484070075,1.0,1.0,1.0,1.0,1.0,10.0,2.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0
484070076,9.0,8.0,3.0,4.0,2.0,8.0,8.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0
484070077,10.0,5.0,1.0,5.0,1.0,7.0,1.0,1.0,7.0,7.0,1.0,8.0,1.0,3.0,1.0,1.0,1.0,1.0,6.0
484070078,4.0,8.0,7.0,9.0,8.0,9.0,3.0,2.0,7.0,10.0,4.0,3.0,7.0,4.0,8.0,2.0,1.0,9.0,2.0
484070079,9.0,10.0,1.0,1.0,1.0,1.0,5.0,5.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
484070080,10.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
484070081,10.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,10.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0
484070082,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0
484070083,3.0,8.0,9.0,8.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,7.0,2.0,2.0,1.0,3.0
484070084,3.0,-1.0,1.0,1.0,1.0,7.0,1.0,4.0,10.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0
484070085,3.0,3.0,3.0,8.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
484070086,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
484070087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0
484070088,4.0,8.0,1.0,1.0,1.0,-1.0,1.0,1.0,7.0,-1.0,1.0,6.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0
484070089,5.0,5.0,10.0,5.0,1.0,1.0,8.0,1.0,8.0,8.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0
484070090,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
484070091,8.0,9.0,7.0,10.0,7.0,8.0,9.0,2.0,2.0,10.0,8.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0
484070092,1.0,5.0,1.0,1.0,1.0,6.0,4.0,1.0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,1.0,5.0,1.0,5.0
484070093,1.0,1.0,1.0,1.0,3.0,5.0,10.0,8.0,10.0,10.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0
484070094,10.0,1.0,3.0,1.0,1.0,10.0,4.0,2.0,2.0,5.0,10.0,10.0,1.0,1.0,1.0,1.0,3.0,7.0,6.0
484070095,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
484070096,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,10.0,10.0
484070097,6.0,4.0,1.0,4.0,1.0,10.0,6.0,2.0,5.0,8.0,2.0,3.0,1.0,6.0,1.0,1.0,3.0,1.0,10.0
484070098,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0
484070099,4.0,10.0,1.0,1.0,1.0,9.0,1.0,4.0,7.0,7.0,7.0,8.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0
484070100,6.0,5.0,5.0,4.0,5.0,7.0,7.0,1.0,6.0,7.0,1.0,9.0,1.0,2.0,1.0,5.0,2.0,1.0,6.0
484070101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
484070102,5.0,1.0,9.0,1.0,5.0,5.0,6.0,1.0,10.0,10.0,5.0,10.0,1.0,10.0,1.0,9.0,10.0,1.0,10.0
484070103,1.0,3.0,1.0,1.0,1.0,5.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
484070104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
484070105,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
484070106,5.0,10.0,1.0,1.0,1.0,1.0,2.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0
484070107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
484070108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
484070109,3.0,5.0,7.0,1.0,1.0,7.0,4.0,3.0,9.0,9.0,1.0,5.0,1.0,5.0,1.0,1.0,6.0,1.0,1.0
484070110,10.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,8.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
484070111,1.0,10.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,10.0
484070112,6.0,1.0,1.0,3.0,5.0,6.0,8.0,1.0,1.0,4.0,1.0,7.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0
484070113,1.0,10.0,1.0,1.0,1.0,10.0,1.0,10.0,10.0,10.0,1.0,10.0,1.0,10.0,1.0,10.0,10.0,1.0,10.0
484070114,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,9.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0
484070115,1.0,10.0,1.0,1.0,1.0,10.0,1.0,9.0,10.0,10.0,1.0,9.0,1.0,7.0,1.0,4.0,9.0,1.0,10.0
484070116,6.0,8.0,1.0,1.0,1.0,-2.0,5.0,8.0,9.0,10.0,1.0,5.0,1.0,2.0,1.0,1.0,5.0,1.0,7.0
484070117,5.0,7.0,1.0,10.0,1.0,-2.0,6.0,5.0,10.0,10.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,10.0
484070118,8.0,7.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,5.0,1.0,6.0,1.0,3.0,4.0
484070119,9.0,7.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0
484070120,8.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,4.0,1.0,10.0
484070121,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
484070122,10.0,1.0,1.0,10.0,8.0,10.0,1.0,1.0,5.0,1.0,1.0,1.0,10.0,1.0,1.0,7.0,1.0,9.0,5.0
484070123,8.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
484070124,8.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
484070125,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,10.0,1.0,10.0,1.0,10.0,5.0,1.0,5.0,1.0,8.0
484070126,6.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
484070127,3.0,3.0,1.0,2.0,1.0,10.0,2.0,1.0,4.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
484070128,1.0,7.0,1.0,1.0,1.0,5.0,5.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,10.0
484070129,8.0,8.0,3.0,3.0,3.0,5.0,5.0,5.0,9.0,10.0,1.0,7.0,1.0,1.0,1.0,1.0,7.0,1.0,8.0
484070130,7.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,10.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,6.0
484070131,9.0,7.0,8.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,1.0,3.0,3.0,5.0,3.0,3.0,4.0
484070132,2.0,1.0,1.0,1.0,3.0,5.0,2.0,4.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,1.0,6.0,3.0,7.0
484070133,6.0,8.0,1.0,6.0,1.0,7.0,6.0,1.0,5.0,5.0,4.0,5.0,1.0,3.0,1.0,1.0,5.0,1.0,6.0
484070134,8.0,9.0,5.0,7.0,5.0,5.0,5.0,5.0,3.0,4.0,7.0,4.0,3.0,5.0,3.0,9.0,3.0,4.0,10.0
484070135,10.0,7.0,1.0,1.0,1.0,10.0,6.0,7.0,10.0,5.0,1.0,8.0,1.0,1.0,1.0,1.0,5.0,1.0,10.0
484070136,9.0,4.0,1.0,1.0,1.0,6.0,1.0,1.0,10.0,10.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0
484070137,8.0,7.0,1.0,1.0,1.0,5.0,1.0,1.0,7.0,7.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
484070138,9.0,8.0,4.0,3.0,2.0,5.0,4.0,7.0,7.0,-1.0,5.0,8.0,2.0,5.0,5.0,1.0,-1.0,2.0,5.0
484070139,5.0,8.0,1.0,1.0,1.0,8.0,8.0,1.0,8.0,9.0,1.0,10.0,1.0,5.0,5.0,1.0,8.0,8.0,8.0
484070140,10.0,6.0,1.0,1.0,1.0,10.0,1.0,7.0,5.0,7.0,1.0,8.0,1.0,1.0,1.0,1.0,7.0,1.0,9.0
484070141,8.0,7.0,1.0,5.0,1.0,5.0,7.0,8.0,10.0,10.0,1.0,10.0,1.0,4.0,1.0,1.0,10.0,1.0,10.0
484070142,10.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,10.0,10.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,9.0
484070143,2.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,5.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0
484070144,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,10.0,1.0
484070145,2.0,4.0,1.0,5.0,7.0,5.0,7.0,5.0,5.0,8.0,7.0,7.0,1.0,5.0,4.0,2.0,7.0,1.0,9.0
484070146,2.0,2.0,1.0,1.0,2.0,-1.0,1.0,1.0,1.0,-1.0,2.0,6.0,1.0,4.0,5.0,-1.0,-1.0,1.0,6.0
484070147,3.0,3.0,1.0,1.0,3.0,7.0,1.0,7.0,10.0,7.0,1.0,10.0,1.0,1.0,1.0,1.0,7.0,1.0,10.0
484070148,10.0,8.0,1.0,6.0,5.0,5.0,1.0,1.0,9.0,5.0,1.0,10.0,1.0,1.0,1.0,1.0,5.0,1.0,8.0
484070149,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
484070150,1.0,9.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,10.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
484070151,3.0,8.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,3.0,10.0,10.0,5.0,6.0,7.0,6.0,6.0
484070152,10.0,10.0,1.0,10.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
484070153,5.0,3.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,7.0,3.0,3.0,4.0,3.0,4.0
484070154,8.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
484070155,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,7.0,6.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
484070156,3.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,8.0,7.0,5.0,3.0,2.0,3.0,2.0,1.0,3.0
484070157,2.0,2.0,1.0,1.0,2.0,8.0,8.0,9.0,1.0,9.0,5.0,6.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0
484070158,8.0,7.0,8.0,10.0,10.0,10.0,10.0,1.0,1.0,5.0,6.0,7.0,8.0,7.0,7.0,8.0,10.0,10.0,10.0
484070159,9.0,9.0,3.0,3.0,3.0,5.0,5.0,5.0,8.0,3.0,3.0,7.0,2.0,5.0,7.0,5.0,6.0,6.0,9.0
484070160,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
484070161,10.0,3.0,1.0,3.0,1.0,5.0,5.0,6.0,8.0,9.0,2.0,2.0,1.0,5.0,6.0,6.0,8.0,7.0,9.0
484070162,10.0,1.0,1.0,5.0,8.0,7.0,2.0,7.0,8.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,5.0,6.0
484070163,7.0,3.0,1.0,5.0,1.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,3.0,1.0,3.0
484070164,7.0,6.0,4.0,9.0,9.0,9.0,9.0,9.0,7.0,7.0,6.0,5.0,6.0,4.0,3.0,5.0,5.0,5.0,6.0
484070165,4.0,4.0,1.0,6.0,5.0,3.0,2.0,2.0,7.0,7.0,4.0,3.0,2.0,6.0,4.0,3.0,7.0,3.0,6.0
484070166,3.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,8.0,10.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0
484070167,6.0,4.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
484070168,1.0,2.0,6.0,1.0,3.0,5.0,4.0,1.0,1.0,5.0,1.0,1.0,10.0,6.0,7.0,3.0,7.0,1.0,1.0
484070169,5.0,10.0,5.0,5.0,5.0,10.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
484070170,5.0,10.0,1.0,5.0,10.0,7.0,10.0,5.0,10.0,10.0,7.0,5.0,5.0,1.0,1.0,5.0,7.0,1.0,3.0
484070171,2.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0
484070172,5.0,2.0,1.0,1.0,1.0,8.0,8.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0
