D_INTERVIEW,Q201,Q202,Q203,Q204,Q205,Q206,Q207,Q208
458070131,1,1,2,2,5,5,2,2
458070132,5,5,5,1,1,1,1,1
458070133,4,1,2,1,3,1,1,1
458070134,2,1,1,1,1,1,1,2
458070135,2,2,2,1,1,1,1,2
458070136,3,3,3,1,4,1,1,4
458070137,2,2,5,5,5,5,5,5
458070138,1,1,5,5,5,5,5,2
458070139,1,1,1,1,1,1,1,1
458070140,1,1,2,1,5,5,5,3
458070141,2,2,5,2,5,2,2,2
458070142,4,1,2,1,4,4,2,4
458070143,5,1,5,1,5,1,1,1
458070144,1,1,2,1,3,2,2,2
458070145,5,1,2,2,5,5,4,4
458070146,2,1,4,1,1,1,1,2
458070147,4,2,2,1,4,4,3,2
458070148,5,1,4,1,5,1,1,1
458070149,1,1,2,1,3,3,1,1
458070150,1,1,1,1,4,1,1,1
458070151,5,1,5,1,1,1,1,1
458070152,5,1,1,1,5,1,1,5
458070153,1,1,1,1,4,1,1,1
458070154,5,1,2,1,4,2,1,1
458070155,4,4,3,1,1,1,1,1
458070156,4,4,3,1,5,1,1,1
458070157,5,5,4,1,4,1,1,1
458070158,5,5,2,1,4,1,1,1
458070159,5,4,4,1,4,1,1,1
458070160,4,2,5,1,5,1,1,1
458070161,1,1,2,1,4,4,4,4
458070162,1,3,3,1,1,1,1,1
458070163,1,1,1,1,3,4,4,4
458070164,4,1,2,4,4,4,4,2
458070165,4,1,3,2,5,5,5,5
458070166,4,1,5,5,5,5,5,1
458070167,4,1,2,5,5,5,5,4
458070168,5,4,3,1,4,1,1,1
458070169,5,2,2,1,3,1,1,1
458070170,2,1,3,1,4,1,1,1
458070171,2,3,2,1,3,1,1,1
458070172,2,1,2,2,5,5,5,2
458070173,1,1,1,1,1,1,1,1
458070174,1,1,1,1,5,5,5,1
458070175,3,1,1,1,4,1,5,1
458070176,1,1,2,1,5,1,1,1
458070177,1,1,1,1,1,1,1,1
458070178,1,2,2,2,4,4,4,1
458070179,1,1,1,1,1,1,3,1
458070180,1,1,1,1,2,2,1,2
458070181,4,2,2,1,5,1,1,1
458070182,1,1,1,2,5,4,4,2
458070183,4,1,2,1,4,1,1,1
458070184,4,2,2,1,3,1,1,1
458070185,2,1,2,1,4,1,2,1
458070186,4,1,2,5,5,5,5,5
458070187,4,2,3,2,3,1,1,1
458070188,2,1,2,2,3,1,1,1
458070189,2,1,1,1,1,2,1,1
458070190,1,1,1,1,3,3,3,3
458070191,1,1,1,3,3,2,2,2
458070192,1,1,1,1,4,4,4,4
458070193,1,1,1,2,2,2,2,2
458070194,3,2,3,1,3,2,2,1
458070195,1,1,1,1,1,1,1,1
458070196,2,2,2,2,2,2,2,2
458070197,1,1,1,1,1,1,1,1
458070198,2,3,1,2,1,3,3,2
458070199,4,2,1,1,4,1,1,1
458070200,2,2,2,1,2,2,2,2
458070201,2,1,2,1,3,1,2,2
458070202,5,2,1,1,4,1,1,1
458070203,2,2,3,1,1,1,1,1
458070204,1,1,1,4,4,4,4,1
458070205,4,1,4,1,5,5,5,2
458070206,5,1,1,1,5,5,5,5
458070207,2,2,1,1,4,1,2,1
458070208,2,1,1,1,4,2,1,1
458070209,5,1,3,1,5,5,5,1
458070210,2,1,1,5,5,5,5,3
458070211,2,1,2,1,5,5,5,1
458070212,5,1,5,5,5,5,5,2
458070213,4,1,1,1,1,1,1,1
458070214,2,2,2,2,2,2,2,2
458070215,2,1,2,1,4,3,2,2
458070216,1,1,1,2,3,2,1,1
458070217,2,1,2,1,4,1,1,3
458070218,5,2,5,5,5,2,2,1
458070219,2,1,5,2,5,5,2,1
458070220,1,2,5,2,2,2,2,1
458070221,5,2,5,5,5,1,1,1
458070222,2,2,4,1,1,1,1,1
458070223,1,1,5,5,5,5,5,4
458070224,1,1,1,1,2,2,1,1
458070225,5,5,5,1,5,5,1,3
458070226,2,1,2,1,5,5,5,1
458070227,1,2,2,2,5,2,2,2
458070228,3,3,2,3,3,2,2,2
458070229,4,1,4,4,5,5,5,3
458070230,5,4,5,5,5,4,4,4
458070231,3,1,2,1,5,1,1,4
458070232,2,2,2,1,1,1,1,3
458070233,2,1,1,1,5,1,1,2
458070234,1,1,1,1,1,1,1,1
458070235,1,1,1,5,5,5,5,1
458070236,1,1,1,1,4,1,1,2
458070237,1,2,1,2,1,2,3,2
458070238,4,1,4,1,5,1,1,3
458070239,2,1,2,1,1,4,4,1
458070240,1,2,5,2,5,5,5,5
458070241,2,1,2,1,4,1,1,2
458070242,1,1,1,1,5,2,2,5
458070243,2,1,1,2,3,1,1,1
458070244,2,2,2,1,5,1,2,2
458070245,2,3,3,1,4,2,1,1
458070246,2,2,1,2,4,3,1,1
458070247,2,2,2,1,2,1,2,1
458070248,5,5,5,5,5,5,5,5
458070249,5,5,5,2,3,1,2,1
458070250,4,4,4,4,5,4,4,5
458070251,3,1,2,1,5,1,2,2
458070252,4,2,3,4,5,4,5,4
458070253,1,1,4,1,4,1,1,4
458070254,1,1,5,2,5,5,3,1
458070255,2,2,2,1,2,1,1,1
458070256,1,2,2,5,5,5,5,5
458070257,1,1,2,3,5,5,1,4
458070258,1,1,5,5,5,5,5,2
458070259,1,1,5,5,5,5,5,5
458070260,3,3,4,1,2,1,1,1
458070261,1,1,1,1,1,1,1,1
458070262,1,2,5,5,5,5,5,5
458070263,5,1,5,1,5,1,5,5
458070264,3,3,3,2,3,3,3,3
458070265,3,1,3,1,5,1,1,1
458070266,1,1,1,1,1,1,1,1
458070267,5,5,5,1,5,1,1,4
458070268,2,2,5,5,5,5,5,3
458070269,1,1,1,5,5,5,5,1
458070270,1,1,2,3,5,5,2,1
458070271,4,4,4,4,5,2,1,1
458070272,3,3,4,3,3,3,4,4
458070273,1,1,1,1,3,1,1,1
458070274,2,1,2,3,5,5,5,5
458070275,1,1,2,1,4,1,1,1
458070276,3,3,4,2,3,2,2,3
458070277,3,1,3,1,4,3,2,1
458070278,2,1,2,1,3,1,1,1
458070279,1,1,4,1,4,1,1,1
458070280,2,1,2,1,4,4,4,4
458070281,2,1,2,1,5,1,4,1
458070282,1,1,1,1,3,1,1,1
458070283,4,4,4,4,4,4,4,4
458070284,2,1,2,1,4,1,1,5
458070285,1,1,2,1,4,1,2,2
458070286,1,1,4,1,1,1,1,1
458070287,2,2,1,2,2,1,1,2
458070288,2,3,2,1,1,1,1,1
458070289,2,1,2,1,1,1,1,1
458070290,2,2,1,1,1,1,1,1
458070291,1,1,1,1,2,1,1,1
458070292,1,1,1,2,4,2,3,1
458070293,3,2,1,1,1,1,1,1
458070294,2,1,1,1,1,1,1,1
458070295,4,2,2,1,1,1,1,1
458070296,2,1,1,1,1,1,1,1
458070297,2,1,1,1,1,1,1,1
458070298,1,1,1,1,1,1,1,1
458070299,2,1,1,1,1,1,1,1
458070300,2,2,2,2,4,3,2,4
458070301,5,4,3,1,2,3,1,1
458070302,3,2,2,1,4,1,1,2
458070303,2,2,2,2,2,2,2,2
458070304,4,4,4,5,5,4,5,5
458070305,2,3,3,3,4,4,2,4
458070306,4,1,4,4,5,4,4,4
458070307,3,2,1,1,3,2,2,3
458070308,3,2,2,3,3,3,3,2
458070309,3,1,1,1,4,3,2,2
458070310,4,4,4,1,1,1,1,1
458070311,1,1,4,1,5,4,2,5
458070312,2,2,3,3,4,4,3,4
458070313,1,1,2,2,4,1,1,1
458070314,3,3,2,3,4,4,3,3
458070315,1,1,1,4,3,1,1,1
458070316,1,1,2,2,5,4,4,1
458070317,4,4,4,4,4,4,4,4
458070318,2,1,4,1,4,1,1,1
458070319,5,5,5,5,5,5,5,5
458070320,2,1,2,1,5,1,2,2
458070321,1,1,1,5,2,2,1,1
458070322,4,1,2,1,4,1,2,2
458070323,3,1,1,5,3,2,1,1
458070324,2,4,2,1,3,1,1,1
458070325,1,1,1,1,5,1,1,1
458070326,2,1,2,1,4,1,2,2
458070327,2,1,2,1,4,1,2,2
458070328,4,1,2,1,4,1,3,2
458070329,2,1,2,1,5,1,5,2
458070330,3,1,1,1,5,5,5,5
458070331,3,1,1,1,5,5,5,5
458070332,4,1,2,1,4,1,1,2
458070333,2,2,2,1,2,1,1,2
458070334,2,2,2,1,1,1,1,2
458070335,2,1,2,1,2,2,1,2
458070336,2,2,4,1,1,1,1,1
458070337,2,2,2,1,1,1,1,1
458070338,4,1,5,1,5,1,1,1
458070339,5,1,5,1,5,1,1,2
458070340,2,1,2,1,5,2,1,1
458070341,5,1,1,1,5,1,1,1
458070342,1,1,2,1,4,3,2,1
458070343,1,1,4,1,5,3,3,1
458070344,3,1,1,1,5,1,1,1
458070345,2,1,3,4,4,4,4,4
458070346,5,1,1,1,5,1,1,1
458070347,2,1,1,5,5,4,2,2
458070348,4,1,4,1,3,1,1,2
458070349,2,3,1,3,2,1,4,1
458070350,2,1,2,4,4,4,2,2
458070351,2,1,4,1,5,1,1,1
458070352,2,1,1,1,5,1,1,1
458070353,4,3,4,1,5,1,1,1
458070354,2,1,1,1,5,1,1,1
458070355,4,2,4,1,5,1,1,2
458070356,2,1,4,1,5,1,1,4
458070357,1,1,2,1,4,1,1,2
458070358,4,1,4,1,4,1,1,1
458070359,2,1,1,1,4,3,4,1
458070360,3,1,3,2,4,4,4,1
458070361,2,1,2,1,4,2,3,1
458070362,2,1,2,1,4,2,3,1
458070363,2,1,2,3,5,5,5,2
458070364,2,1,1,1,3,2,3,1
458070365,2,1,1,1,3,2,2,1
458070366,2,1,1,1,4,2,2,1
458070367,1,1,1,1,3,2,2,1
458070368,5,4,4,1,2,1,1,1
458070369,2,2,2,2,2,2,2,2
458070370,4,1,1,1,1,1,1,1
458070371,4,5,5,1,5,1,1,1
458070372,1,1,5,1,5,1,1,1
458070373,2,2,2,1,1,1,1,1
458070374,5,5,5,2,5,1,1,2
458070375,2,3,1,1,4,2,2,2
458070376,4,1,2,1,5,1,1,2
458070377,4,4,1,1,1,1,1,1
458070378,2,1,1,1,5,1,1,2
458070379,2,1,5,1,5,1,1,2
458070380,1,1,5,1,3,1,1,2
458070381,2,1,3,1,2,1,1,3
458070382,2,1,3,4,5,4,5,2
458070383,1,3,2,2,5,3,4,1
458070384,2,1,2,1,4,1,1,3
458070385,2,1,1,2,5,5,5,2
458070386,5,2,4,1,1,2,1,1
458070387,4,2,4,1,1,1,1,1
458070388,3,1,4,4,3,2,2,2
458070389,2,1,2,1,5,3,3,2
458070390,4,1,5,1,5,5,1,1
458070391,2,1,2,1,5,1,1,1
458070392,4,1,5,3,5,5,5,5
458070393,3,1,2,1,3,1,1,1
458070394,1,1,2,1,2,1,1,1
458070395,4,1,3,1,1,1,1,4
458070396,1,1,2,1,1,1,1,1
458070397,1,1,1,1,1,1,1,1
458070398,1,1,1,1,2,1,1,1
458070399,2,2,2,2,3,3,3,3
458070400,4,1,4,1,4,1,1,4
458070401,1,4,5,1,4,1,1,1
458070402,5,4,4,4,4,3,3,3
458070403,2,1,3,3,1,2,1,1
458070404,4,1,2,1,1,1,1,2
458070405,1,1,2,2,1,1,5,2
458070406,2,1,1,2,1,1,1,2
458070407,1,1,1,2,2,1,2,2
458070408,4,1,5,5,2,2,1,4
458070409,5,5,5,4,1,1,1,2
458070410,4,4,4,1,1,1,1,1
458070411,4,4,4,4,4,4,4,4
458070412,1,1,2,2,1,1,1,1
458070413,4,4,4,4,3,1,1,1
458070414,2,1,1,1,1,1,1,2
458070415,4,2,2,4,1,1,1,2
458070416,5,1,1,1,1,1,1,1
458070417,1,1,5,1,1,1,1,1
458070418,1,1,1,1,1,1,2,2
458070419,1,1,1,1,2,1,1,1
458070420,1,1,2,1,1,1,1,2
458070421,1,1,1,1,1,1,1,1
458070422,1,1,1,2,1,1,1,2
458070423,1,1,1,3,1,2,2,1
458070424,1,1,1,1,2,1,1,1
458070425,1,1,4,4,4,4,4,4
458070426,1,1,1,4,1,1,1,1
458070427,1,1,5,1,1,1,1,2
458070428,4,5,4,1,2,1,1,2
458070429,2,1,1,1,1,1,2,2
458070430,1,1,1,1,1,1,2,1
458070431,1,2,5,2,2,2,1,1
458070432,4,2,4,4,1,1,1,4
458070433,4,1,1,1,1,1,1,2
458070434,1,1,1,1,1,1,1,1
458070435,4,1,1,1,1,1,1,3
458070436,5,5,5,1,1,1,1,1
458070437,1,1,1,1,2,1,1,1
458070438,1,1,1,1,2,1,1,2
458070439,4,2,3,1,1,1,1,2
458070440,5,4,1,2,2,1,1,1
458070441,3,3,3,3,3,3,3,3
458070442,4,4,4,4,4,1,1,4
458070443,3,2,3,1,1,2,1,2
458070444,2,1,1,1,1,1,1,1
458070445,5,5,5,4,3,2,4,2
458070446,1,1,5,1,1,1,2,2
458070447,1,1,4,1,1,1,1,2
458070448,4,1,2,1,1,1,1,1
458070449,2,1,1,1,1,1,1,2
458070450,1,1,2,1,1,1,1,2
458070451,2,1,2,1,1,1,1,1
458070452,2,1,1,1,1,1,1,1
458070453,1,1,1,1,1,1,1,1
458070454,1,1,1,1,1,1,1,1
458070455,2,1,3,1,2,1,1,2
458070456,5,4,1,1,2,1,1,1
458070457,1,1,1,1,1,1,1,1
458070458,4,1,1,2,1,1,1,2
458070459,1,2,2,1,1,1,2,1
458070460,2,2,1,1,1,1,1,1
458070461,1,1,1,1,1,1,1,1
458070462,2,2,2,1,1,1,1,1
458070463,1,1,1,1,2,1,1,1
458070464,2,2,3,4,4,3,3,3
458070465,4,4,4,3,4,3,4,3
458070466,1,1,1,1,1,1,1,1
458070467,1,3,4,1,1,1,1,3
458070468,3,2,1,1,1,1,1,1
458070469,1,1,1,1,1,1,1,1
458070470,5,5,5,2,2,2,1,3
458070471,1,1,1,1,1,1,1,2
458070472,3,3,3,3,3,3,3,3
458070473,1,1,1,1,1,1,1,2
458070474,1,1,1,1,1,1,1,1
458070475,1,1,1,1,1,1,1,1
458070476,1,1,1,1,1,1,2,1
458070477,1,1,1,1,2,1,1,1
458070478,2,1,3,1,2,2,1,2
458070479,1,1,1,1,1,1,1,1
458070480,1,2,2,1,2,1,1,1
458070481,1,1,1,1,1,1,2,2
458070482,1,1,1,1,1,1,1,1
458070483,3,3,3,2,4,2,1,3
458070484,2,2,2,2,2,2,1,2
458070485,1,1,4,1,1,1,1,1
458070486,4,4,4,2,4,1,2,4
458070487,1,1,2,1,1,1,2,2
458070488,2,1,2,1,3,1,1,3
458070489,4,5,5,1,5,1,1,2
458070490,1,1,2,1,1,1,1,2
458070491,4,4,4,1,1,2,5,4
458070492,3,2,1,2,3,2,1,2
458070493,4,1,4,1,1,1,5,1
458070494,1,1,2,4,4,4,2,4
458070495,1,1,2,1,1,1,1,1
458070496,4,4,4,1,1,1,1,4
458070497,5,5,5,3,3,1,3,2
458070498,5,1,5,1,1,1,1,1
458070499,4,1,1,1,1,1,1,2
458070500,4,1,4,1,1,1,1,4
458070501,4,3,1,1,1,1,1,1
458070502,5,2,2,1,5,2,1,2
458070503,1,1,1,1,1,1,1,1
458070504,2,1,5,4,1,1,1,1
458070505,1,1,1,1,1,1,1,4
458070506,4,4,3,1,2,1,1,2
458070507,1,2,2,1,1,1,2,2
458070508,1,1,1,4,2,1,1,2
458070509,2,1,1,1,1,1,1,1
458070510,1,1,1,1,1,1,1,1
458070511,1,1,2,1,1,1,1,2
458070512,4,4,4,2,4,3,4,2
458070513,4,4,4,2,2,2,1,1
458070514,4,2,4,2,1,2,2,1
458070515,4,4,4,1,1,1,1,1
458070516,4,2,1,1,1,1,1,1
458070517,3,1,2,1,1,1,1,1
458070518,1,1,2,1,1,1,1,1
458070519,1,2,1,1,2,1,1,1
458070520,2,2,2,1,1,1,2,1
458070521,2,2,2,1,1,1,1,2
458070522,1,1,1,1,1,1,4,1
458070523,1,2,2,2,1,1,5,2
458070524,2,2,2,3,1,2,2,2
458070525,3,3,3,3,3,1,1,2
458070526,1,1,1,1,1,1,1,1
458070527,2,1,1,1,1,1,1,1
458070528,1,4,4,1,1,1,1,2
458070529,5,1,4,1,5,1,1,5
458070530,5,5,5,3,3,3,1,4
458070531,1,1,1,1,1,1,1,1
458070532,5,5,1,1,2,1,1,2
458070533,2,5,1,1,1,1,1,1
458070534,3,3,1,1,1,1,1,1
458070535,1,1,1,5,1,1,5,1
458070536,4,3,2,1,2,1,1,1
458070537,4,2,4,1,1,1,1,1
458070538,1,1,1,1,1,1,1,1
458070539,1,1,2,1,1,1,1,1
458070540,4,2,2,1,1,1,1,2
458070541,1,1,1,1,1,1,1,1
458070542,5,4,2,1,5,1,1,5
458070543,1,1,4,1,1,1,1,2
458070544,1,1,1,1,1,1,1,2
458070545,2,1,1,4,1,1,1,4
458070546,1,1,3,2,1,1,1,2
458070547,5,5,5,5,4,1,1,1
458070548,5,4,2,1,4,1,1,2
458070549,3,4,2,1,1,1,2,3
458070550,1,1,1,2,1,1,2,2
458070551,4,5,5,1,1,1,1,2
458070552,1,1,4,1,1,1,1,4
458070553,1,1,5,1,1,1,2,2
458070554,4,4,4,4,4,4,4,4
458070555,1,1,1,1,1,1,2,2
458070556,2,3,2,1,1,1,1,1
458070557,2,2,2,1,1,1,1,1
458070558,1,1,5,2,2,1,2,2
458070559,2,1,1,1,1,1,1,2
458070560,1,1,1,2,1,1,1,1
458070561,1,1,1,2,1,1,1,1
458070562,1,2,3,2,1,1,2,2
458070563,1,4,2,1,4,1,2,2
458070564,2,4,2,3,1,4,1,2
458070565,2,2,4,1,1,1,1,2
458070566,1,1,1,1,1,1,1,1
458070567,5,5,5,5,1,1,3,1
458070568,5,2,1,2,2,2,2,4
458070569,1,1,1,1,1,1,4,1
458070570,2,1,1,1,1,1,1,1
458070571,1,4,3,1,2,1,1,1
458070572,1,2,2,1,1,1,2,2
458070573,1,1,1,1,1,1,1,1
458070574,1,1,1,1,1,1,1,1
458070575,1,1,4,5,4,3,1,4
458070576,5,2,1,1,1,1,4,1
458070577,1,1,2,1,2,1,1,2
458070578,1,1,5,1,1,1,1,2
458070579,1,1,1,1,4,1,1,4
458070580,1,1,2,1,1,1,1,1
458070581,1,1,5,1,1,1,4,4
458070582,1,1,1,4,1,1,1,1
458070583,1,1,3,2,2,2,3,2
458070584,4,4,4,4,3,1,1,1
458070585,1,1,4,1,1,1,1,1
458070586,3,4,4,5,5,3,4,4
458070587,5,1,1,1,1,1,1,4
458070588,3,3,3,3,3,3,5,3
458070589,1,5,5,1,1,1,1,2
458070590,2,1,1,1,2,1,1,2
458070591,1,1,1,4,3,1,1,4
458070592,5,1,4,1,2,1,1,3
458070593,1,1,1,1,1,1,4,1
458070594,4,4,4,4,4,4,4,3
458070595,1,1,4,1,5,1,5,1
458070596,1,1,5,1,2,1,1,1
458070597,1,4,1,1,1,1,1,1
458070598,4,1,4,2,4,1,1,4
458070599,1,1,1,1,1,1,1,1
458070600,4,1,4,4,4,1,1,2
458070601,1,1,1,1,1,1,1,1
458070602,1,4,4,1,1,1,1,1
458070603,2,2,2,1,1,1,1,1
458070604,5,5,1,1,1,1,1,1
458070605,1,1,1,1,1,1,1,1
458070606,2,1,2,1,1,1,2,2
458070607,1,1,1,1,1,1,1,2
458070608,2,1,1,1,2,1,1,4
458070609,5,5,5,5,5,2,1,1
458070610,2,1,3,5,5,5,4,1
458070611,1,1,1,1,4,1,1,4
458070612,1,1,1,1,2,1,1,1
458070613,3,3,3,3,3,3,3,3
458070614,1,2,1,1,3,2,4,1
458070615,4,2,4,1,4,1,1,4
458070616,4,1,5,1,1,1,4,2
458070617,1,1,1,1,1,1,2,1
458070618,1,1,4,1,1,1,1,1
458070619,1,1,1,1,3,1,2,2
458070620,3,2,2,2,2,2,2,2
458070621,1,1,1,1,1,1,1,1
458070622,1,4,1,1,1,1,1,1
458070623,1,2,1,1,1,1,4,2
458070624,2,1,1,1,1,1,1,1
458070625,1,1,1,1,1,1,1,1
458070626,1,1,1,4,4,2,4,3
458070627,3,1,2,1,2,1,2,3
458070628,5,1,1,1,1,1,1,1
458070629,3,2,1,2,3,1,2,3
458070630,1,1,1,1,1,1,1,1
458070631,1,2,1,1,2,1,1,1
458070632,1,1,1,1,5,1,1,3
458070633,5,1,4,2,1,1,1,3
458070634,1,1,1,1,1,1,1,1
458070635,3,1,1,1,1,1,1,1
458070636,1,1,2,1,1,1,1,1
458070637,3,2,2,5,1,2,2,3
458070638,4,4,4,2,4,2,2,2
458070639,1,1,1,1,2,1,2,3
458070640,2,2,1,1,1,1,1,1
458070641,2,1,2,1,1,1,2,2
458070642,5,4,3,4,3,4,3,4
458070643,5,1,1,1,5,5,2,1
458070644,1,1,2,2,2,1,1,3
458070645,2,1,1,1,2,1,2,1
458070646,1,1,1,1,1,1,1,1
458070647,1,1,2,1,1,2,1,1
458070648,1,1,5,2,2,2,1,1
458070649,1,1,1,1,1,1,1,1
458070650,4,3,5,1,5,1,1,4
458070651,2,1,2,1,4,1,1,1
458070652,4,4,3,2,2,2,2,2
458070653,1,1,1,1,1,1,1,1
458070654,1,1,2,1,1,1,1,1
458070655,1,1,1,1,1,1,1,1
458070656,1,1,1,1,1,1,1,1
458070657,1,1,4,1,2,1,1,2
458070658,2,1,2,1,1,1,1,1
458070659,1,1,2,4,4,3,3,3
458070660,3,1,2,1,1,1,2,3
458070661,1,3,2,1,1,1,1,1
458070662,2,1,3,1,1,1,1,1
458070663,1,1,4,1,1,1,1,1
458070664,2,2,3,1,1,1,1,2
458070665,3,3,2,3,3,3,2,2
458070666,3,4,5,1,1,1,1,4
458070667,4,3,4,1,1,1,1,1
458070668,1,1,3,1,1,1,1,2
458070669,2,3,4,1,1,1,1,1
458070670,3,1,1,1,3,1,1,1
458070671,2,2,2,2,2,3,3,3
458070672,1,1,2,1,2,1,1,1
458070673,1,2,2,3,4,3,2,1
458070674,3,2,3,1,1,1,1,2
458070675,1,1,1,1,2,1,1,2
458070676,1,1,1,1,1,1,1,1
458070677,2,1,2,1,1,1,1,2
458070678,1,1,3,2,2,1,1,1
458070679,4,4,4,1,1,1,1,1
458070680,1,1,1,1,1,1,1,1
458070681,5,5,1,1,1,1,1,1
458070682,2,2,2,2,1,1,1,2
458070683,2,1,4,4,5,4,2,3
458070684,1,2,1,1,1,1,1,1
458070685,1,2,1,1,1,1,1,3
458070686,2,2,2,2,2,3,3,3
458070687,1,1,1,1,1,1,1,2
458070688,1,2,5,1,1,1,1,1
458070689,2,1,2,2,2,2,2,2
458070690,1,1,1,2,1,1,1,1
458070691,2,1,1,1,2,1,1,1
458070692,3,2,2,2,1,1,1,2
458070693,2,2,1,1,2,1,1,2
458070694,4,4,2,1,4,1,4,1
458070695,1,1,2,1,4,1,1,1
