D_INTERVIEW,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81
300070036,1.0,3.0,2.0,2.0,-1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,-1.0,2.0,3.0,3.0,2.0,2.0
300070037,1.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,4.0,4.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0
300070038,3.0,2.0,3.0,2.0,-1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0,2.0
300070039,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,3.0
300070040,2.0,2.0,3.0,3.0,-1.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,-1.0,2.0,3.0,2.0,3.0,2.0
300070041,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0
300070042,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0
300070043,1.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0,3.0,2.0,-1.0,2.0,2.0
300070044,4.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,-1.0,4.0,3.0,3.0,2.0,4.0,4.0
300070045,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0
300070046,2.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0
300070047,3.0,2.0,4.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,2.0,2.0,3.0,-1.0,2.0,-1.0,2.0,-1.0
300070048,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0
300070049,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,-1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
300070050,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0
300070051,4.0,-1.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,3.0,4.0,-1.0,-1.0,-1.0
300070052,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0
300070053,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,-1.0,2.0
300070054,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,-1.0,-1.0,3.0,4.0,4.0,2.0,2.0,2.0
300070055,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,3.0,4.0,-1.0,-1.0,2.0
300070056,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0
300070057,3.0,-1.0,3.0,3.0,-1.0,3.0,-1.0,-1.0,3.0,3.0,2.0,1.0,1.0,-1.0,4.0,-1.0,-1.0,2.0
300070058,1.0,2.0,4.0,4.0,-1.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0
300070059,1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1.0,-1.0
300070060,2.0,2.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,-1.0
300070061,1.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,3.0,2.0,4.0,-1.0,-1.0,-1.0,2.0,2.0
300070062,3.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0
300070063,1.0,1.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0
300070064,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0
300070065,4.0,3.0,2.0,-1.0,-1.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,-1.0,-1.0,4.0,2.0,2.0,2.0
300070066,1.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,2.0,2.0,1.0,4.0,3.0,-1.0,-1.0,1.0
300070067,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,-2.0,3.0,2.0,2.0
300070068,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0
300070069,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,1.0,1.0,4.0,3.0,-1.0,-1.0,-1.0
300070070,3.0,-1.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,1.0,3.0,3.0,-1.0,-1.0,2.0
300070071,1.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0
300070072,1.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0
300070073,1.0,2.0,3.0,2.0,-1.0,3.0,3.0,-1.0,3.0,3.0,-1.0,1.0,2.0,2.0,2.0,2.0,-1.0,1.0
300070074,2.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
300070075,1.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0
300070076,4.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,-1.0,4.0
300070077,1.0,2.0,2.0,2.0,-1.0,1.0,2.0,-1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0
300070078,1.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0
300070079,-1.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0
300070080,1.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,1.0
300070081,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
300070082,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
300070083,1.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
300070084,1.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0
300070085,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0
300070086,3.0,3.0,4.0,4.0,3.0,3.0,-2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
300070087,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,-1.0,3.0
300070088,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0
300070089,3.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
300070090,1.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0
300070091,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
300070092,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0
300070093,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0
300070094,3.0,-1.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0
300070095,4.0,3.0,4.0,4.0,3.0,4.0,3.0,-1.0,3.0,2.0,3.0,1.0,2.0,4.0,4.0,2.0,2.0,1.0
300070096,1.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
300070097,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0
300070098,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0
300070099,1.0,2.0,3.0,3.0,4.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0
300070100,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0
300070101,2.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0
300070102,2.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0
300070103,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,-2.0,2.0,3.0,3.0,2.0,2.0,2.0
300070104,1.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0
300070105,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0
300070106,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0
300070107,1.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0
300070108,1.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0
300070109,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0
300070110,2.0,2.0,3.0,3.0,4.0,3.0,-2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0
300070111,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,-2.0,3.0,4.0,3.0,3.0
300070112,1.0,1.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0
300070113,3.0,3.0,2.0,3.0,4.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
300070114,4.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0
300070115,1.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0
300070116,3.0,1.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0
300070117,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
300070118,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
300070119,1.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0
300070120,3.0,3.0,3.0,-1.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0
300070121,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0
300070122,2.0,2.0,3.0,3.0,-1.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,-1.0,2.0,4.0,3.0,3.0,3.0
300070123,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0
300070124,1.0,3.0,4.0,3.0,3.0,2.0,-1.0,4.0,4.0,4.0,2.0,-1.0,4.0,3.0,3.0,2.0,3.0,-1.0
300070125,4.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,-1.0,4.0
300070126,3.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
300070127,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0
300070128,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0
300070129,2.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0
300070130,2.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0
300070131,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
300070132,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
300070133,3.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0
300070134,2.0,2.0,3.0,3.0,4.0,1.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0
300070135,2.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0
300070136,2.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0
300070137,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
300070138,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
300070139,1.0,1.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
300070140,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0
300070141,1.0,1.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0
300070142,4.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
300070143,1.0,1.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0
300070144,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0
300070145,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0
300070146,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
300070147,2.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0
300070148,1.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
300070149,2.0,2.0,3.0,3.0,2.0,2.0,2.0,-2.0,-2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
300070150,3.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0
300070151,1.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
300070152,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0
300070153,2.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0
300070154,1.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0
300070155,1.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0
300070156,1.0,1.0,2.0,3.0,4.0,1.0,1.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0
300070157,1.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,-1.0,2.0
300070158,1.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0
300070159,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0
300070160,2.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0
300070161,3.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0
300070162,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0
300070163,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
300070164,2.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0
300070165,1.0,1.0,-2.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0
300070166,2.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0
300070167,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
300070168,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0
300070169,4.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0
300070170,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0
300070171,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0
300070172,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0
300070173,4.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0
300070174,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,-1.0,1.0
300070175,3.0,2.0,3.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0
300070176,3.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0
300070177,3.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0
300070178,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0
300070179,4.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0
300070180,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0
