D_INTERVIEW,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41
51070077,4.0,2.0,3.0,-1.0,4.0,2.0,2.0,4.0,2.0
51070078,4.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0
51070079,2.0,1.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0
51070080,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0
51070081,1.0,1.0,2.0,-1.0,4.0,2.0,2.0,2.0,1.0
51070082,2.0,4.0,2.0,-1.0,4.0,2.0,2.0,4.0,2.0
51070083,2.0,2.0,-1.0,4.0,-1.0,2.0,2.0,2.0,2.0
51070084,2.0,1.0,1.0,5.0,5.0,5.0,2.0,5.0,1.0
51070085,4.0,4.0,5.0,4.0,4.0,2.0,1.0,4.0,2.0
51070086,1.0,1.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0
51070087,4.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0
51070088,2.0,1.0,3.0,5.0,5.0,1.0,1.0,2.0,4.0
51070089,4.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0
51070090,4.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0
51070091,2.0,2.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0
51070092,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0
51070093,2.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0
51070094,4.0,2.0,4.0,4.0,4.0,2.0,-1.0,4.0,2.0
51070095,1.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0
51070096,3.0,1.0,2.0,5.0,1.0,1.0,2.0,3.0,2.0
51070097,2.0,2.0,4.0,-1.0,2.0,2.0,1.0,2.0,2.0
51070098,2.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0
51070099,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0
51070100,1.0,1.0,1.0,5.0,5.0,2.0,1.0,4.0,4.0
51070101,2.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0
51070102,5.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0
51070103,2.0,4.0,1.0,5.0,4.0,1.0,1.0,4.0,2.0
51070104,4.0,2.0,4.0,5.0,4.0,3.0,1.0,4.0,1.0
51070105,2.0,2.0,4.0,5.0,3.0,1.0,1.0,2.0,2.0
51070106,1.0,1.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0
51070107,2.0,2.0,2.0,5.0,2.0,1.0,1.0,2.0,2.0
51070108,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0
51070109,1.0,1.0,1.0,5.0,4.0,2.0,1.0,3.0,1.0
51070110,4.0,1.0,3.0,5.0,4.0,1.0,4.0,4.0,1.0
51070111,2.0,3.0,5.0,5.0,2.0,1.0,1.0,2.0,2.0
51070112,4.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0
51070113,2.0,2.0,1.0,4.0,4.0,2.0,1.0,3.0,2.0
51070114,2.0,4.0,1.0,-1.0,1.0,1.0,3.0,2.0,1.0
51070115,2.0,2.0,2.0,5.0,2.0,4.0,1.0,1.0,2.0
51070116,3.0,4.0,4.0,-1.0,4.0,2.0,2.0,3.0,4.0
51070117,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0
51070118,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0
51070119,4.0,3.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0
51070120,5.0,1.0,3.0,5.0,2.0,3.0,1.0,1.0,1.0
51070121,4.0,1.0,3.0,3.0,5.0,2.0,2.0,4.0,2.0
51070122,4.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0
51070123,5.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0
51070124,2.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0
51070125,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0
51070126,4.0,2.0,3.0,-1.0,4.0,2.0,4.0,4.0,4.0
51070127,2.0,1.0,2.0,5.0,2.0,4.0,4.0,2.0,2.0
51070128,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0
51070129,3.0,4.0,-1.0,4.0,2.0,3.0,1.0,2.0,1.0
51070130,1.0,5.0,1.0,5.0,5.0,1.0,1.0,5.0,1.0
51070131,1.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0
51070132,2.0,2.0,1.0,5.0,4.0,5.0,5.0,4.0,3.0
51070133,3.0,1.0,4.0,5.0,5.0,2.0,1.0,5.0,1.0
51070134,2.0,4.0,1.0,5.0,4.0,1.0,1.0,4.0,2.0
51070135,2.0,1.0,1.0,5.0,1.0,2.0,1.0,5.0,1.0
51070136,2.0,1.0,2.0,5.0,4.0,2.0,2.0,2.0,1.0
51070137,4.0,1.0,4.0,5.0,5.0,2.0,2.0,4.0,2.0
51070138,2.0,1.0,4.0,-1.0,5.0,2.0,1.0,2.0,1.0
51070139,2.0,1.0,4.0,-1.0,4.0,-1.0,4.0,5.0,2.0
51070140,5.0,2.0,4.0,5.0,5.0,1.0,1.0,5.0,1.0
51070141,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0
51070142,5.0,2.0,5.0,2.0,4.0,4.0,4.0,4.0,2.0
51070143,2.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0
51070144,4.0,4.0,4.0,2.0,4.0,2.0,2.0,1.0,4.0
51070145,5.0,1.0,4.0,5.0,1.0,3.0,1.0,3.0,4.0
51070146,1.0,4.0,1.0,5.0,5.0,2.0,2.0,4.0,1.0
51070147,4.0,2.0,1.0,4.0,4.0,2.0,2.0,4.0,2.0
51070148,2.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0
51070149,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0
51070150,1.0,2.0,2.0,5.0,5.0,-1.0,1.0,5.0,2.0
51070151,1.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0
51070152,1.0,1.0,4.0,5.0,5.0,2.0,2.0,1.0,1.0
51070153,1.0,3.0,4.0,5.0,2.0,2.0,3.0,2.0,2.0
51070154,1.0,1.0,4.0,5.0,2.0,1.0,1.0,2.0,1.0
51070155,4.0,2.0,2.0,5.0,4.0,4.0,2.0,4.0,4.0
51070156,4.0,2.0,2.0,-1.0,2.0,2.0,2.0,2.0,4.0
51070157,2.0,2.0,-1.0,4.0,2.0,2.0,2.0,2.0,1.0
51070158,4.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0
51070159,2.0,2.0,4.0,5.0,2.0,2.0,3.0,4.0,4.0
51070160,1.0,2.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0
51070161,5.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0
51070162,5.0,5.0,5.0,5.0,4.0,1.0,2.0,5.0,5.0
51070163,5.0,2.0,1.0,5.0,5.0,2.0,2.0,4.0,4.0
51070164,1.0,1.0,2.0,4.0,4.0,1.0,4.0,4.0,1.0
51070165,5.0,4.0,2.0,-1.0,4.0,4.0,2.0,4.0,2.0
51070166,4.0,2.0,4.0,-1.0,4.0,-1.0,2.0,4.0,2.0
51070167,4.0,1.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0
51070168,2.0,2.0,4.0,2.0,4.0,5.0,2.0,5.0,4.0
51070169,2.0,2.0,2.0,5.0,4.0,3.0,2.0,4.0,4.0
51070170,2.0,1.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0
51070171,4.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0
51070172,4.0,2.0,2.0,5.0,2.0,4.0,1.0,3.0,1.0
51070173,4.0,2.0,1.0,5.0,1.0,1.0,4.0,2.0,2.0
51070174,4.0,1.0,4.0,5.0,2.0,1.0,1.0,2.0,2.0
51070175,2.0,1.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0
51070176,2.0,4.0,1.0,5.0,3.0,2.0,1.0,3.0,2.0
51070177,4.0,4.0,2.0,5.0,2.0,1.0,1.0,2.0,2.0
51070178,1.0,1.0,1.0,5.0,4.0,2.0,1.0,4.0,4.0
51070179,5.0,1.0,5.0,2.0,4.0,1.0,1.0,1.0,2.0
51070180,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0
51070181,2.0,1.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0
51070182,2.0,1.0,4.0,5.0,2.0,1.0,1.0,4.0,4.0
51070183,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0
51070184,4.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0
51070185,2.0,2.0,3.0,-1.0,3.0,2.0,1.0,3.0,2.0
51070186,2.0,1.0,2.0,5.0,1.0,1.0,2.0,3.0,3.0
51070187,1.0,1.0,1.0,5.0,4.0,2.0,2.0,1.0,1.0
51070188,1.0,4.0,2.0,5.0,4.0,1.0,1.0,4.0,4.0
51070189,1.0,2.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0
51070190,4.0,1.0,2.0,3.0,5.0,1.0,1.0,3.0,2.0
51070191,3.0,2.0,2.0,5.0,4.0,3.0,2.0,4.0,2.0
51070192,4.0,3.0,2.0,5.0,4.0,1.0,1.0,4.0,1.0
51070193,3.0,2.0,4.0,5.0,4.0,2.0,2.0,4.0,2.0
51070194,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0
51070195,3.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0
51070196,2.0,4.0,2.0,-1.0,4.0,1.0,2.0,4.0,2.0
51070197,2.0,2.0,2.0,-1.0,2.0,2.0,2.0,4.0,2.0
51070198,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
51070199,4.0,3.0,5.0,-2.0,2.0,1.0,2.0,4.0,2.0
51070200,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0
51070201,2.0,2.0,4.0,-2.0,2.0,2.0,2.0,2.0,2.0
51070202,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0
51070203,2.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0
51070204,1.0,2.0,5.0,4.0,4.0,1.0,2.0,2.0,3.0
51070205,4.0,2.0,4.0,5.0,5.0,1.0,1.0,5.0,4.0
51070206,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0
51070207,4.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0
51070208,2.0,2.0,5.0,5.0,2.0,2.0,2.0,4.0,2.0
51070209,2.0,2.0,2.0,-1.0,4.0,1.0,2.0,2.0,2.0
51070210,4.0,1.0,2.0,5.0,4.0,1.0,2.0,4.0,1.0
51070211,1.0,1.0,1.0,5.0,4.0,1.0,1.0,4.0,1.0
51070212,4.0,1.0,4.0,5.0,1.0,3.0,1.0,1.0,4.0
51070213,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0
51070214,1.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0
51070215,2.0,1.0,4.0,5.0,5.0,1.0,5.0,5.0,3.0
51070216,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0
51070217,1.0,2.0,5.0,5.0,1.0,1.0,5.0,4.0,1.0
51070218,5.0,2.0,5.0,5.0,5.0,1.0,1.0,2.0,5.0
51070219,2.0,4.0,3.0,5.0,5.0,1.0,1.0,5.0,5.0
51070220,2.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0
51070221,1.0,1.0,4.0,5.0,5.0,1.0,1.0,4.0,1.0
51070222,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0
51070223,2.0,1.0,5.0,-1.0,4.0,2.0,5.0,5.0,4.0
51070224,5.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0
51070225,2.0,2.0,2.0,5.0,2.0,4.0,4.0,2.0,2.0
51070226,4.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0
51070227,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0
51070228,4.0,1.0,4.0,5.0,4.0,4.0,2.0,4.0,2.0
51070229,2.0,2.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0
51070230,2.0,2.0,4.0,-1.0,2.0,2.0,2.0,2.0,2.0
51070231,2.0,2.0,4.0,-1.0,3.0,2.0,2.0,4.0,2.0
51070232,2.0,2.0,4.0,4.0,2.0,1.0,1.0,2.0,2.0
51070233,2.0,2.0,2.0,-1.0,2.0,1.0,1.0,2.0,2.0
51070234,4.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0
51070235,4.0,4.0,2.0,-2.0,2.0,1.0,2.0,2.0,2.0
51070236,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,3.0
51070237,4.0,1.0,2.0,4.0,4.0,4.0,2.0,1.0,2.0
51070238,1.0,1.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0
51070239,4.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0
51070240,1.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0
51070241,4.0,1.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0
51070242,2.0,2.0,1.0,5.0,5.0,1.0,3.0,5.0,1.0
51070243,1.0,3.0,4.0,5.0,3.0,1.0,2.0,2.0,2.0
51070244,4.0,1.0,1.0,5.0,4.0,4.0,1.0,4.0,1.0
51070245,2.0,4.0,1.0,5.0,4.0,2.0,1.0,4.0,1.0
51070246,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0
51070247,4.0,3.0,2.0,5.0,5.0,3.0,1.0,5.0,2.0
51070248,5.0,4.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0
51070249,4.0,1.0,3.0,5.0,4.0,1.0,1.0,3.0,2.0
51070250,4.0,3.0,5.0,-1.0,4.0,2.0,2.0,4.0,3.0
51070251,2.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,2.0
51070252,2.0,1.0,1.0,3.0,5.0,1.0,2.0,5.0,1.0
51070253,5.0,5.0,5.0,5.0,1.0,1.0,1.0,4.0,3.0
51070254,3.0,1.0,5.0,5.0,4.0,1.0,2.0,4.0,1.0
51070255,1.0,1.0,5.0,5.0,1.0,1.0,2.0,2.0,1.0
51070256,3.0,1.0,4.0,5.0,1.0,1.0,1.0,2.0,1.0
51070257,1.0,4.0,4.0,5.0,2.0,1.0,2.0,2.0,1.0
51070258,4.0,1.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0
51070259,3.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0
51070260,2.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0
51070261,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0
51070262,2.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0
51070263,1.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0
51070264,2.0,2.0,2.0,5.0,5.0,1.0,1.0,4.0,2.0
51070265,1.0,3.0,2.0,4.0,4.0,1.0,4.0,4.0,2.0
51070266,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0
51070267,2.0,2.0,1.0,-1.0,4.0,2.0,2.0,2.0,2.0
51070268,2.0,1.0,4.0,5.0,4.0,-1.0,2.0,4.0,4.0
51070269,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0
51070270,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,-1.0
51070271,4.0,2.0,2.0,-1.0,4.0,4.0,2.0,2.0,2.0
51070272,5.0,2.0,1.0,5.0,5.0,1.0,1.0,3.0,1.0
51070273,2.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,1.0
51070274,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0
51070275,1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0
51070276,2.0,1.0,2.0,5.0,5.0,1.0,1.0,5.0,1.0
51070277,2.0,5.0,5.0,5.0,1.0,2.0,1.0,4.0,2.0
51070278,2.0,2.0,5.0,-1.0,2.0,2.0,1.0,2.0,2.0
51070279,1.0,3.0,3.0,4.0,5.0,1.0,1.0,4.0,1.0
51070280,5.0,5.0,2.0,-1.0,5.0,4.0,2.0,5.0,5.0
51070281,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0
51070282,5.0,5.0,4.0,3.0,5.0,1.0,1.0,5.0,1.0
51070283,4.0,4.0,2.0,-1.0,5.0,5.0,2.0,5.0,4.0
51070284,5.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,2.0
51070285,2.0,-1.0,4.0,-1.0,2.0,2.0,4.0,2.0,2.0
51070286,4.0,1.0,4.0,5.0,4.0,3.0,1.0,2.0,2.0
51070287,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0
51070288,1.0,1.0,2.0,5.0,4.0,3.0,2.0,2.0,1.0
51070289,2.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0
51070290,2.0,2.0,5.0,5.0,1.0,1.0,2.0,2.0,1.0
51070291,3.0,2.0,4.0,5.0,2.0,1.0,4.0,5.0,3.0
51070292,4.0,2.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0
51070293,2.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0
51070294,2.0,4.0,1.0,5.0,5.0,2.0,1.0,2.0,1.0
51070295,5.0,1.0,4.0,5.0,5.0,5.0,2.0,5.0,2.0
51070296,1.0,1.0,2.0,5.0,2.0,1.0,2.0,1.0,1.0
51070297,5.0,4.0,4.0,5.0,2.0,1.0,1.0,2.0,2.0
51070298,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0
51070299,4.0,4.0,4.0,5.0,4.0,2.0,2.0,-1.0,5.0
51070300,1.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0
51070301,3.0,2.0,4.0,5.0,5.0,2.0,2.0,4.0,4.0
51070302,2.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0
51070303,2.0,4.0,4.0,5.0,2.0,3.0,4.0,4.0,2.0
51070304,5.0,2.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0
51070305,2.0,2.0,4.0,-1.0,4.0,1.0,3.0,4.0,2.0
51070306,2.0,1.0,4.0,5.0,2.0,1.0,2.0,4.0,2.0
51070307,4.0,1.0,2.0,5.0,5.0,1.0,1.0,5.0,2.0
51070308,4.0,2.0,4.0,5.0,4.0,3.0,2.0,4.0,4.0
51070309,1.0,-1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0
51070310,4.0,1.0,2.0,5.0,5.0,2.0,2.0,1.0,2.0
51070311,3.0,2.0,4.0,5.0,4.0,2.0,4.0,5.0,4.0
51070312,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,-1.0
51070313,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0
51070314,3.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0
51070315,2.0,4.0,4.0,5.0,2.0,1.0,2.0,2.0,4.0
51070316,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0
51070317,2.0,2.0,2.0,5.0,5.0,2.0,4.0,4.0,1.0
51070318,1.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0
51070319,4.0,4.0,5.0,4.0,5.0,2.0,1.0,5.0,4.0
51070320,1.0,5.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0
51070321,5.0,1.0,4.0,5.0,5.0,1.0,1.0,4.0,1.0
51070322,4.0,1.0,4.0,5.0,1.0,1.0,4.0,4.0,5.0
51070323,2.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0
51070324,3.0,4.0,5.0,5.0,1.0,4.0,1.0,4.0,1.0
51070325,4.0,2.0,4.0,-1.0,4.0,2.0,4.0,4.0,2.0
51070326,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0
51070327,4.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0
51070328,4.0,2.0,2.0,-1.0,4.0,2.0,4.0,4.0,3.0
51070329,2.0,4.0,2.0,5.0,5.0,4.0,1.0,1.0,1.0
51070330,5.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0
51070331,4.0,4.0,4.0,5.0,4.0,4.0,1.0,2.0,4.0
51070332,2.0,1.0,4.0,5.0,3.0,3.0,1.0,-1.0,3.0
51070333,4.0,1.0,4.0,1.0,5.0,4.0,2.0,5.0,1.0
51070334,2.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0
51070335,1.0,1.0,2.0,5.0,4.0,2.0,1.0,3.0,1.0
51070336,4.0,2.0,5.0,5.0,5.0,4.0,1.0,5.0,1.0
51070337,1.0,1.0,3.0,5.0,5.0,1.0,1.0,4.0,1.0
51070338,1.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0
51070339,2.0,2.0,4.0,5.0,2.0,4.0,2.0,2.0,2.0
51070340,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0
51070341,2.0,4.0,2.0,5.0,-1.0,5.0,2.0,2.0,2.0
51070342,4.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,2.0
51070343,2.0,2.0,2.0,-1.0,2.0,4.0,2.0,2.0,2.0
51070344,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0
51070345,1.0,2.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0
